ien	name	item_text	type	package	entry_action	exit_action
322	LR CHOLYLGLYCINE	CHOLYLGLYCINE	L	LAB SERVICE	D EN^LRXO0	
323	LR CHORIONIC GONADOTROPIN	CHORIONIC GONADOTROPIN	L	LAB SERVICE	D EN^LRXO0	
324	LR CHROMIUM	CHROMIUM	L	LAB SERVICE	D EN^LRXO0	
325	LR CLONAZEPAM	CLONAZEPAM	L	LAB SERVICE	D EN^LRXO0	
326	LR COBALT	COBALT	L	LAB SERVICE	D EN^LRXO0	
327	LR COMPLEMENT C2	COMPLEMENT C2	L	LAB SERVICE	D EN^LRXO0	
328	LR COMPLEMENT C5	COMPLEMENT C5	L	LAB SERVICE	D EN^LRXO0	
329	LR COMPLEMENT DECAY RATE	COMPLEMENT DECAY RATE	L	LAB SERVICE	D EN^LRXO0	
330	LR COMPLEMENT TOTAL	COMPLEMENT TOTAL	L	LAB SERVICE	D EN^LRXO0	
331	LR COPROPORPHYRIN	COPROPORPHYRIN	L	LAB SERVICE	D EN^LRXO0	
332	LR CREATINE	CREATINE	L	LAB SERVICE	D EN^LRXO0	
333	LR CRYOFIBRINOGEN	CRYOFIBRINOGEN	L	LAB SERVICE	D EN^LRXO0	
334	LR CYCLIC AMP	CYCLIC AMP	L	LAB SERVICE	D EN^LRXO0	
335	LR DHEA	DHEA	L	LAB SERVICE	D EN^LRXO0	
336	LR DHEA-S	DHEA-S	L	LAB SERVICE	D EN^LRXO0	
337	LR DEOXYCORTICOSTERONE	DEOXYCORTICOSTERONE	L	LAB SERVICE	D EN^LRXO0	
338	LR DIAZEPAM	DIAZEPAM	L	LAB SERVICE	D EN^LRXO0	
339	LR DIBUCAINE NUMBER	DIBUCAINE NUMBER	L	LAB SERVICE	D EN^LRXO0	
340	LR COOMBS, DIRECT/INDIRECT	COOMBS, DIRECT/INDIRECT	L	LAB SERVICE	D EN^LRXO0	
341	LR DIHYDROTESTOSTERONE	DIHYDROTESTOSTERONE	L	LAB SERVICE	D EN^LRXO0	
342	LR ERYTHROPOIETIN	ERYTHROPOIETIN	L	LAB SERVICE	D EN^LRXO0	
343	LR ESTRADIOL, 17-B	ESTRADIOL, 17-B	L	LAB SERVICE	D EN^LRXO0	
344	LR ESTRADIOL RECEPTOR ASSAY	ESTRADIOL RECEPTOR ASSAY	L	LAB SERVICE	D EN^LRXO0	
345	LR ESTRIOL	ESTRIOL	L	LAB SERVICE	D EN^LRXO0	
346	LR ATYPICAL LYMPHOCYTES	ATYPICAL LYMPHOCYTES	L	LAB SERVICE	D EN^LRXO0	
347	LR SPHEROCYTES	SPHEROCYTES	L	LAB SERVICE	D EN^LRXO0	
348	LR BASOPHILIC STIPPLING	BASOPHILIC STIPPLING	L	LAB SERVICE	D EN^LRXO0	
349	LR TOXIC GRANULATION	TOXIC GRANULATION	L	LAB SERVICE	D EN^LRXO0	
350	LR HYPERSEGMENTED NEUTROPHILS	HYPERSEGMENTED NEUTROPHILS	L	LAB SERVICE	D EN^LRXO0	
351	LR SMUDGE CELLS	SMUDGE CELLS	L	LAB SERVICE	D EN^LRXO0	
352	LR NEUTROPHIL MATURITY, MEAN	NEUTROPHIL MATURITY, MEAN	L	LAB SERVICE	D EN^LRXO0	
353	LR NEUTROPHIL MATURITY, STA DEV	NEUTROPHIL MATURITY, STA DEV	L	LAB SERVICE	D EN^LRXO0	
354	LR LYMPHOCYTE ATYPIA, MEAN	LYMPHOCYTE ATYPIA, MEAN	L	LAB SERVICE	D EN^LRXO0	
355	LR LYMPHOCYTE ATYPIA, STA DEV	LYMPHOCYTE ATYPIA, STA DEV	L	LAB SERVICE	D EN^LRXO0	
356	LR GRAM STAIN	GRAM STAIN	L	LAB SERVICE	D EN^LRXO0	
357	LR ZZ CROSSMATCH	ZZ CROSSMATCH	L	LAB SERVICE	D EN^LRXO0	
358	LR BIOPSY	BIOPSY	L	LAB SERVICE	D EN^LRXO0	
359	LR DESIPRAMINE	DESIPRAMINE	L	LAB SERVICE	D EN^LRXO0	
360	LR IMIPRAMINE	IMIPRAMINE	L	LAB SERVICE	D EN^LRXO0	
361	LR NORTRIPTYLINE	NORTRIPTYLINE	L	LAB SERVICE	D EN^LRXO0	
362	LR TOBRAMYCIN, RANDOM	TOBRAMYCIN, RANDOM	L	LAB SERVICE	D EN^LRXO0	
363	LR PLASMA CELLS	PLASMA CELLS	L	LAB SERVICE	D EN^LRXO0	
364	LR LYTES	LYTES	L	LAB SERVICE	D EN^LRXO0	
365	LR CARBAMAZEPINE	CARBAMAZEPINE	L	LAB SERVICE	D EN^LRXO0	
366	LR AMIKACIN, RANDOM	AMIKACIN, RANDOM	L	LAB SERVICE	D EN^LRXO0	
367	LR COAG PROFILE	COAG PROFILE	L	LAB SERVICE	D EN^LRXO0	
368	LR PT CONTROL	PT CONTROL	L	LAB SERVICE	D EN^LRXO0	
369	LR PTT CONTROL	PTT CONTROL	L	LAB SERVICE	D EN^LRXO0	
370	LR COLOR	COLOR	L	LAB SERVICE	D EN^LRXO0	
371	LR VANCOMYCIN, RANDOM	VANCOMYCIN, RANDOM	L	LAB SERVICE	D EN^LRXO0	
372	LR CIE SCREEN	CIE SCREEN	L	LAB SERVICE	D EN^LRXO0	
373	LR REV T-3	REV T-3	L	LAB SERVICE	D EN^LRXO0	
374	LR MANGANESE	MANGANESE	L	LAB SERVICE	D EN^LRXO0	
375	LR 25 OH VITAMIN D	25 OH VITAMIN D	L	LAB SERVICE	D EN^LRXO0	
376	LR VITAMIN A	VITAMIN A	L	LAB SERVICE	D EN^LRXO0	
377	LR VITAMIN E	VITAMIN E	L	LAB SERVICE	D EN^LRXO0	
378	LR CHLAMYDIA TITER	CHLAMYDIA TITER	L	LAB SERVICE	D EN^LRXO0	
379	LR TRANSFERRIN	TRANSFERRIN	L	LAB SERVICE	D EN^LRXO0	
380	LR NUCLEATED RBC/100WBC	NUCLEATED RBC/100WBC	L	LAB SERVICE	D EN^LRXO0	
381	LR HEMATOLOGY	HEMATOLOGY	L	LAB SERVICE	D EN^LRXO0	
382	LR SELENIUM	SELENIUM	L	LAB SERVICE	D EN^LRXO0	
383	LR TURBIDITY	TURBIDITY	L	LAB SERVICE	D EN^LRXO0	
384	LR PROTOPORPHYRIN	PROTOPORPHYRIN	L	LAB SERVICE	D EN^LRXO0	
385	LR UROPORPHYRIN	UROPORPHYRIN	L	LAB SERVICE	D EN^LRXO0	
386	LR PORPHYRINS	PORPHYRINS	L	LAB SERVICE	D EN^LRXO0	
387	LR VOLUME	VOLUME	L	LAB SERVICE	D EN^LRXO0	
388	LR ZZ CBC & MORPHOLOGY (NO DIFF)	ZZ CBC & MORPHOLOGY (NO DIFF)	L	LAB SERVICE	D EN^LRXO0	
389	LR FACTOR VIII ACTIVITY	FACTOR VIII ACTIVITY	L	LAB SERVICE	D EN^LRXO0	
390	LR FACTOR VIII ANTIGEN	FACTOR VIII ANTIGEN	L	LAB SERVICE	D EN^LRXO0	
391	LR FACTOR VIII MULTIMER	FACTOR VIII MULTIMER	L	LAB SERVICE	D EN^LRXO0	
392	LR FACTOR VIII PROFILE	FACTOR VIII PROFILE	L	LAB SERVICE	D EN^LRXO0	
393	LR ANTI-GLOM BASEMENT MEM	ANTI-GLOM BASEMENT MEM	L	LAB SERVICE	D EN^LRXO0	
394	LR PLASMA FREE HGB	PLASMA FREE HGB	L	LAB SERVICE	D EN^LRXO0	
395	LR FREE HGB	FREE HGB	L	LAB SERVICE	D EN^LRXO0	
396	LR RDW	RDW	L	LAB SERVICE	D EN^LRXO0	
397	LR FREE TRIIODOTHYRONINE	FREE TRIIODOTHYRONINE	L	LAB SERVICE	D EN^LRXO0	
398	LR FACTOR VII	FACTOR VII	L	LAB SERVICE	D EN^LRXO0	
399	LR FACTOR IX	FACTOR IX	L	LAB SERVICE	D EN^LRXO0	
400	LR FACTOR XII	FACTOR XII	L	LAB SERVICE	D EN^LRXO0	
401	LR GROWTH HORMONE	GROWTH HORMONE	L	LAB SERVICE	D EN^LRXO0	
402	LR MEPROBAMATE	MEPROBAMATE	L	LAB SERVICE	D EN^LRXO0	
403	LR CARISPRODAL	CARISPRODAL	L	LAB SERVICE	D EN^LRXO0	
404	LR CODEINE	CODEINE	L	LAB SERVICE	D EN^LRXO0	
405	LR PHENACETIN	PHENACETIN	L	LAB SERVICE	D EN^LRXO0	
406	LR TOXOPLASMA	TOXOPLASMA	L	LAB SERVICE	D EN^LRXO0	
407	LR CMV	CMV	L	LAB SERVICE	D EN^LRXO0	
408	LR HERPES SIMPLEX,COMMON AG TITER	HERPES SIMPLEX,COMMON AG TITER	L	LAB SERVICE	D EN^LRXO0	
409	LR RUBELLA	RUBELLA	L	LAB SERVICE	D EN^LRXO0	
410	LR 1,25-DIHYDROXYVIT D	1,25-DIHYDROXYVIT D	L	LAB SERVICE	D EN^LRXO0	
411	LR CYSTINE QUANT	CYSTINE QUANT	L	LAB SERVICE	D EN^LRXO0	
412	LR BLASTS	BLASTS	L	LAB SERVICE	D EN^LRXO0	
413	LR BETHESDA ASY	BETHESDA ASY	L	LAB SERVICE	D EN^LRXO0	
414	LR RETINOL BINDING PROTEIN	RETINOL BINDING PROTEIN	L	LAB SERVICE	D EN^LRXO0	
415	LR TRANSTHYRETIN	TRANSTHYRETIN	L	LAB SERVICE	D EN^LRXO0	
416	LR ACETYLCHOLINE RECEPTOR	ACETYLCHOLINE RECEPTOR	L	LAB SERVICE	D EN^LRXO0	
417	LR CPK-MB	CPK-MB	L	LAB SERVICE	D EN^LRXO0	
418	LR LDH 1	LDH 1	L	LAB SERVICE	D EN^LRXO0	
419	LR PER CENT LD1	PER CENT LD1	L	LAB SERVICE	D EN^LRXO0	
420	LR CK-MB PERCENT	CK-MB PERCENT	L	LAB SERVICE	D EN^LRXO0	
421	LR CARDIAC ISOENZYMES	CARDIAC ISOENZYMES	L	LAB SERVICE	D EN^LRXO0	
422	LR CIE: GROUP B STREPTOCOCCUS	CIE: GROUP B STREPTOCOCCUS	L	LAB SERVICE	D EN^LRXO0	
423	LR CIE: PNEUMOCOCCUS	CIE: PNEUMOCOCCUS	L	LAB SERVICE	D EN^LRXO0	
424	LR CIE: MENINGOCOCCUS	CIE: MENINGOCOCCUS	L	LAB SERVICE	D EN^LRXO0	
425	LR HGB SERUM FREE	HGB SERUM FREE	L	LAB SERVICE	D EN^LRXO0	
426	LR BUTALBITAL	BUTALBITAL	L	LAB SERVICE	D EN^LRXO0	
427	LR C1 ESTERASE INHIBIT.	C1 ESTERASE INHIBIT.	L	LAB SERVICE	D EN^LRXO0	
428	LR DOXEPIN	DOXEPIN	L	LAB SERVICE	D EN^LRXO0	
429	LR NORDOXEPIN	NORDOXEPIN	L	LAB SERVICE	D EN^LRXO0	
430	LR SCREEN, ALCOHOLS	SCREEN, ALCOHOLS	L	LAB SERVICE	D EN^LRXO0	
431	LR ALCOHOL PROFILE	ALCOHOL PROFILE	L	LAB SERVICE	D EN^LRXO0	
432	LR METHANOL	METHANOL	L	LAB SERVICE	D EN^LRXO0	
433	LR ISOPROPANOL	ISOPROPANOL	L	LAB SERVICE	D EN^LRXO0	
434	LR TOX SCREEN	TOX SCREEN	L	LAB SERVICE	D EN^LRXO0	
435	LR PHENYLPROPANOLAMINE	PHENYLPROPANOLAMINE	L	LAB SERVICE	D EN^LRXO0	
436	LR NORDIAZEPAM	NORDIAZEPAM	L	LAB SERVICE	D EN^LRXO0	
437	LR COCAINE	COCAINE	L	LAB SERVICE	D EN^LRXO0	
438	LR ANTIEPILEPTICS	ANTIEPILEPTICS	L	LAB SERVICE	D EN^LRXO0	
439	LR LIPIDS, TOTAL	LIPIDS, TOTAL	L	LAB SERVICE	D EN^LRXO0	
440	LR NITROGEN	NITROGEN	L	LAB SERVICE	D EN^LRXO0	
441	LR HYDROXYPROLINE-TOTAL	HYDROXYPROLINE-TOTAL	L	LAB SERVICE	D EN^LRXO0	
442	LR PROTIME	PROTIME	L	LAB SERVICE	D EN^LRXO0	
443	LR PTT	PTT	L	LAB SERVICE	D EN^LRXO0	
444	LR FASTING GTT	FASTING GTT	L	LAB SERVICE	D EN^LRXO0	
445	LR 1/2Hr.GTT	1/2Hr.GTT	L	LAB SERVICE	D EN^LRXO0	
446	LR 1Hr.GTT	1Hr.GTT	L	LAB SERVICE	D EN^LRXO0	
447	LR 2Hr.GTT	2Hr.GTT	L	LAB SERVICE	D EN^LRXO0	
448	LR 3Hr.GTT	3Hr.GTT	L	LAB SERVICE	D EN^LRXO0	
449	LR 4Hr.GTT	4Hr.GTT	L	LAB SERVICE	D EN^LRXO0	
450	LR 5Hr.GTT	5Hr.GTT	L	LAB SERVICE	D EN^LRXO0	
451	LR GTT,URINE	GTT,URINE	L	LAB SERVICE	D EN^LRXO0	
452	LR FASTING GTT (URINE)	FASTING GTT (URINE)	L	LAB SERVICE	D EN^LRXO0	
453	LR 1/2Hr.GTT (URINE)	1/2Hr.GTT (URINE)	L	LAB SERVICE	D EN^LRXO0	
454	LR 1Hr.GTT (URINE)	1Hr.GTT (URINE)	L	LAB SERVICE	D EN^LRXO0	
455	LR 2Hr.GTT (URINE)	2Hr.GTT (URINE)	L	LAB SERVICE	D EN^LRXO0	
456	LR 3Hr.GTT (URINE)	3Hr.GTT (URINE)	L	LAB SERVICE	D EN^LRXO0	
457	LR 4Hr.GTT (URINE)	4Hr.GTT (URINE)	L	LAB SERVICE	D EN^LRXO0	
458	LR 5Hr.GTT (URINE)	5Hr.GTT (URINE)	L	LAB SERVICE	D EN^LRXO0	
459	LR HLA B27	HLA B27	L	LAB SERVICE	D EN^LRXO0	
460	LR HLA B8	HLA B8	L	LAB SERVICE	D EN^LRXO0	
461	LR PROPRANOLOL	PROPRANOLOL	L	LAB SERVICE	D EN^LRXO0	
462	LR VITAMIN C	VITAMIN C	L	LAB SERVICE	D EN^LRXO0	
463	LR LIPID PHENOTYPE EVAL.	LIPID PHENOTYPE EVAL.	L	LAB SERVICE	D EN^LRXO0	
464	LR APPEARANCE	APPEARANCE	L	LAB SERVICE	D EN^LRXO0	
465	LR CHYLOMICRONS	CHYLOMICRONS	L	LAB SERVICE	D EN^LRXO0	
466	LR LIPOPROTEIN, BETA	LIPOPROTEIN, BETA	L	LAB SERVICE	D EN^LRXO0	
467	LR LIPOPROTEIN, PRE-BETA	LIPOPROTEIN, PRE-BETA	L	LAB SERVICE	D EN^LRXO0	
468	LR LIPOPROTEIN, ALPHA	LIPOPROTEIN, ALPHA	L	LAB SERVICE	D EN^LRXO0	
469	LR CATECHOLAMINES, TOTAL	CATECHOLAMINES, TOTAL	L	LAB SERVICE	D EN^LRXO0	
470	LR CATECHOLAMINES, FRACT.	CATECHOLAMINES, FRACT.	L	LAB SERVICE	D EN^LRXO0	
471	LR DOPAMINE	DOPAMINE	L	LAB SERVICE	D EN^LRXO0	
472	LR 6Hr.GTT	6Hr.GTT	L	LAB SERVICE	D EN^LRXO0	
473	LR 6Hr.GTT (URINE)	6Hr.GTT (URINE)	L	LAB SERVICE	D EN^LRXO0	
474	LR WINTROBE ESR & CBC	WINTROBE ESR & CBC	L	LAB SERVICE	D EN^LRXO0	
475	LR ZZ WESTERGREN ESR & CBC	ZZ WESTERGREN ESR & CBC	L	LAB SERVICE	D EN^LRXO0	
476	LR ZZ RETICULOCYTES & CBC	ZZ RETICULOCYTES & CBC	L	LAB SERVICE	D EN^LRXO0	
477	LR MALARIA SMEAR	MALARIA SMEAR	L	LAB SERVICE	D EN^LRXO0	
478	LR HEAVY METALS SCREEN	HEAVY METALS SCREEN	L	LAB SERVICE	D EN^LRXO0	
479	LR HEPATITIS A ANTIBODY	HEPATITIS A ANTIBODY	L	LAB SERVICE	D EN^LRXO0	
480	LR HEPATITIS B CORE ANTIBODY	HEPATITIS B CORE ANTIBODY	L	LAB SERVICE	D EN^LRXO0	
481	LR HEPATITIS B SURFACE ANTIBODY	HEPATITIS B SURFACE ANTIBODY	L	LAB SERVICE	D EN^LRXO0	
482	LR HEPATITIS E ANTIBODY	HEPATITIS E ANTIBODY	L	LAB SERVICE	D EN^LRXO0	
483	LR HEPATITIS E ANTIGEN	HEPATITIS E ANTIGEN	L	LAB SERVICE	D EN^LRXO0	
484	LR KETONES	KETONES	L	LAB SERVICE	D EN^LRXO0	
485	LR SOMATOMEDIN-C	SOMATOMEDIN-C	L	LAB SERVICE	D EN^LRXO0	
486	LR LIDOCAINE	LIDOCAINE	L	LAB SERVICE	D EN^LRXO0	
487	LR IMMUNE COMPLEX-C1Q	IMMUNE COMPLEX-C1Q	L	LAB SERVICE	D EN^LRXO0	
488	LR HCG BETA, QUANT.	HCG BETA, QUANT.	L	LAB SERVICE	D EN^LRXO0	
489	LR MAPROTILINE-LUDIOMIL	MAPROTILINE-LUDIOMIL	L	LAB SERVICE	D EN^LRXO0	
490	LR T-4 BINDING GLOBULIN	T-4 BINDING GLOBULIN	L	LAB SERVICE	D EN^LRXO0	
491	LR AMITRIPTYLINE & NORTRIPTYLINE	AMITRIPTYLINE & NORTRIPTYLINE	L	LAB SERVICE	D EN^LRXO0	
492	LR IMIPRAMINE & DESIPRAMINE	IMIPRAMINE & DESIPRAMINE	L	LAB SERVICE	D EN^LRXO0	
493	LR DOXEPIN & N-DESMETHYLDOXEPIN	DOXEPIN & N-DESMETHYLDOXEPIN	L	LAB SERVICE	D EN^LRXO0	
494	LR N-DESMETHYLDOXEPIN	N-DESMETHYLDOXEPIN	L	LAB SERVICE	D EN^LRXO0	
495	LR CIE: CLOSTRIDIUM DIFFICILE	CIE: CLOSTRIDIUM DIFFICILE	L	LAB SERVICE	D EN^LRXO0	
496	LR CIE: H. INFLUENZA	CIE: H. INFLUENZA	L	LAB SERVICE	D EN^LRXO0	
497	LR HOMOVANILLIC ACID	HOMOVANILLIC ACID	L	LAB SERVICE	D EN^LRXO0	
498	LR ANTI-DEOXYRIBONUCLEASE	ANTI-DEOXYRIBONUCLEASE	L	LAB SERVICE	D EN^LRXO0	
499	LR TUBE #	TUBE #	L	LAB SERVICE	D EN^LRXO0	
500	LR MACROPHAGES	MACROPHAGES	L	LAB SERVICE	D EN^LRXO0	
501	LR PLATELET AGGREGATION	PLATELET AGGREGATION	L	LAB SERVICE	D EN^LRXO0	
502	LR COMPLEMENT CH50	COMPLEMENT CH50	L	LAB SERVICE	D EN^LRXO0	
503	LR FACTOR II	FACTOR II	L	LAB SERVICE	D EN^LRXO0	
504	LR FACTOR V	FACTOR V	L	LAB SERVICE	D EN^LRXO0	
505	LR FACTOR X	FACTOR X	L	LAB SERVICE	D EN^LRXO0	
506	LR FACTOR XI	FACTOR XI	L	LAB SERVICE	D EN^LRXO0	
507	LR FACTOR XIII	FACTOR XIII	L	LAB SERVICE	D EN^LRXO0	
508	LR REPTILASE TIME	REPTILASE TIME	L	LAB SERVICE	D EN^LRXO0	
509	LR PT WITH MIX	PT WITH MIX	L	LAB SERVICE	D EN^LRXO0	
510	LR IONIZED CALCIUM	IONIZED CALCIUM	L	LAB SERVICE	D EN^LRXO0	
511	LR BRUCELLA BLOCKING ANTIBODIES	BRUCELLA BLOCKING ANTIBODIES	L	LAB SERVICE	D EN^LRXO0	
512	LR CALCULUS	CALCULUS	L	LAB SERVICE	D EN^LRXO0	
513	LR RENAL TUBE EPITH	RENAL TUBE EPITH	L	LAB SERVICE	D EN^LRXO0	
514	LR SPERM IN URINE	SPERM IN URINE	L	LAB SERVICE	D EN^LRXO0	
515	LR CARDIAC ENZYMES	CARDIAC ENZYMES	L	LAB SERVICE	D EN^LRXO0	
516	LR SCREEN, TOXICOLOGY	SCREEN, TOXICOLOGY	L	LAB SERVICE	D EN^LRXO0	
517	LR TRI CYCLIC ACID	TRI CYCLIC ACID	L	LAB SERVICE	D EN^LRXO0	
518	LR AFB SMEAR DIRECT	AFB SMEAR DIRECT	L	LAB SERVICE	D EN^LRXO0	
519	LR ANTIBIOTIC LEVEL	ANTIBIOTIC LEVEL	L	LAB SERVICE	D EN^LRXO0	
520	LR CULTURE & SUSCEPTIBILITY	CULTURE & SUSCEPTIBILITY	L	LAB SERVICE	D EN^LRXO0	
521	LR PARASITE EXAM	PARASITE EXAM	L	LAB SERVICE	D EN^LRXO0	
522	LR ANAEROBIC CULTURE	ANAEROBIC CULTURE	L	LAB SERVICE	D EN^LRXO0	
523	LR MYCOLOGY CULTURE	MYCOLOGY CULTURE	L	LAB SERVICE	D EN^LRXO0	
524	LR LIPIDS, QUALITATIVE	LIPIDS, QUALITATIVE	L	LAB SERVICE	D EN^LRXO0	
525	LR FATTY ACIDS, FREE	FATTY ACIDS, FREE	L	LAB SERVICE	D EN^LRXO0	
526	LR DIC WORK-UP	DIC WORK-UP	L	LAB SERVICE	D EN^LRXO0	
527	LR LYMPH %	LYMPH %	L	LAB SERVICE	D EN^LRXO0	
528	LR GLUCAGON	GLUCAGON	L	LAB SERVICE	D EN^LRXO0	
529	LR MANUAL LIVER	MANUAL LIVER	L	LAB SERVICE	D EN^LRXO0	
530	LR DIGOXIN (STAT)	DIGOXIN (STAT)	L	LAB SERVICE	D EN^LRXO0	
531	LR ALK PHOSPHATASE, HEAT LABILE	ALK PHOSPHATASE, HEAT LABILE	L	LAB SERVICE	D EN^LRXO0	
532	LR ALK PHOSPHATASE, HEAT STABLE	ALK PHOSPHATASE, HEAT STABLE	L	LAB SERVICE	D EN^LRXO0	
533	LR A2 HEMOGLOBIN BY COLUMN	A2 HEMOGLOBIN BY COLUMN	L	LAB SERVICE	D EN^LRXO0	
534	LR AMORBARBITAL	AMORBARBITAL	L	LAB SERVICE	D EN^LRXO0	
535	LR AMOEBIC IHA ANTIBODY	AMOEBIC IHA ANTIBODY	L	LAB SERVICE	D EN^LRXO0	
536	LR ANTI-THYROID ANTIBODIES GROUP	ANTI-THYROID ANTIBODIES GROUP	L	LAB SERVICE	D EN^LRXO0	
537	LR ARYLSULFATASE A	ARYLSULFATASE A	L	LAB SERVICE	D EN^LRXO0	
538	LR ASPERGILLUS AB IMMUNODIFFUSION	ASPERGILLUS AB IMMUNODIFFUSION	L	LAB SERVICE	D EN^LRXO0	
539	LR ASPERGILLUS COMPLEMENT TITER	ASPERGILLUS COMPLEMENT TITER	L	LAB SERVICE	D EN^LRXO0	
540	LR BENCE JONES PROTEIN	BENCE JONES PROTEIN	L	LAB SERVICE	D EN^LRXO0	
541	LR BLASTOMYCES AB	BLASTOMYCES AB	L	LAB SERVICE	D EN^LRXO0	
542	LR BLASTOMYCES COMPLEMENT TITER	BLASTOMYCES COMPLEMENT TITER	L	LAB SERVICE	D EN^LRXO0	
543	LR C-1Q COMPLEMENT COMPONENT	C-1Q COMPLEMENT COMPONENT	L	LAB SERVICE	D EN^LRXO0	
544	LR CARBON MONOXIDE	CARBON MONOXIDE	L	LAB SERVICE	D EN^LRXO0	
545	LR ZZCEA-S, RIA	ZZCEA-S, RIA	L	LAB SERVICE	D EN^LRXO0	
546	LR CHLORDIAZEPOXIDE	CHLORDIAZEPOXIDE	L	LAB SERVICE	D EN^LRXO0	
547	LR COCCIDIODES AB	COCCIDIODES AB	L	LAB SERVICE	D EN^LRXO0	
548	LR COCCIDIODES COMPLEMENT	COCCIDIODES COMPLEMENT	L	LAB SERVICE	D EN^LRXO0	
549	LR COCCIDIODES PRECIPITIN	COCCIDIODES PRECIPITIN	L	LAB SERVICE	D EN^LRXO0	
550	LR COCCIDIODES SCREEN	COCCIDIODES SCREEN	L	LAB SERVICE	D EN^LRXO0	
551	LR COMPLEMENT C6	COMPLEMENT C6	L	LAB SERVICE	D EN^LRXO0	
552	LR CRYPTOCOCCUS ANTIGEN	CRYPTOCOCCUS ANTIGEN	L	LAB SERVICE	D EN^LRXO0	
553	LR CRYPTOCOCCUS INDIA INK	CRYPTOCOCCUS INDIA INK	L	LAB SERVICE	D EN^LRXO0	
554	LR ESTRONE	ESTRONE	L	LAB SERVICE	D EN^LRXO0	
555	LR ETHCHLORVYNOL	ETHCHLORVYNOL	L	LAB SERVICE	D EN^LRXO0	
556	LR ETHOSUXIMIDE	ETHOSUXIMIDE	L	LAB SERVICE	D EN^LRXO0	
557	LR ETIOCHOLANOLONE	ETIOCHOLANOLONE	L	LAB SERVICE	D EN^LRXO0	
558	LR FIGLU	FIGLU	L	LAB SERVICE	D EN^LRXO0	
559	LR FLURAZEPAM	FLURAZEPAM	L	LAB SERVICE	D EN^LRXO0	
560	LR FUNGUS ANTIBODY GROUP	FUNGUS ANTIBODY GROUP	L	LAB SERVICE	D EN^LRXO0	
561	LR HISTOPLASMA AB	HISTOPLASMA AB	L	LAB SERVICE	D EN^LRXO0	
562	LR GALACTOSEMIA	GALACTOSEMIA	L	LAB SERVICE	D EN^LRXO0	
563	LR GENOTYPING	GENOTYPING	L	LAB SERVICE	D EN^LRXO0	
564	LR GLUTAMINE	GLUTAMINE	L	LAB SERVICE	D EN^LRXO0	
565	LR GLUTATHIONINE	GLUTATHIONINE	L	LAB SERVICE	D EN^LRXO0	
566	LR GLUTETHIMIDE	GLUTETHIMIDE	L	LAB SERVICE	D EN^LRXO0	
567	LR GOLD	GOLD	L	LAB SERVICE	D EN^LRXO0	
568	LR GUANASE	GUANASE	L	LAB SERVICE	D EN^LRXO0	
569	LR HEINZ BODY STAIN	HEINZ BODY STAIN	L	LAB SERVICE	D EN^LRXO0	
570	LR HEMOGLOBIN A2 BY COLUMN	HEMOGLOBIN A2 BY COLUMN	L	LAB SERVICE	D EN^LRXO0	
571	LR HETEROPHIL AB DIFFERENTIAL	HETEROPHIL AB DIFFERENTIAL	L	LAB SERVICE	D EN^LRXO0	
572	LR HEXOSAMINIDASE	HEXOSAMINIDASE	L	LAB SERVICE	D EN^LRXO0	
573	LR HISTAMINE	HISTAMINE	L	LAB SERVICE	D EN^LRXO0	
574	LR HISTOPLASMA PRECIPITIN	HISTOPLASMA PRECIPITIN	L	LAB SERVICE	D EN^LRXO0	
575	LR HISTOPLASMA COMPLEMENT TITER	HISTOPLASMA COMPLEMENT TITER	L	LAB SERVICE	D EN^LRXO0	
576	LR HOMOCYSTINE	HOMOCYSTINE	L	LAB SERVICE	D EN^LRXO0	
577	LR HYDROXYBUTYRIC DEHYDROGENASE	HYDROXYBUTYRIC DEHYDROGENASE	L	LAB SERVICE	D EN^LRXO0	
578	LR 17-HYDROXYCORTICOSTEROIDS	17-HYDROXYCORTICOSTEROIDS	L	LAB SERVICE	D EN^LRXO0	
579	LR 17-HYDROXYPROGESTERONE	17-HYDROXYPROGESTERONE	L	LAB SERVICE	D EN^LRXO0	
580	LR HYDROXYPROLINE-FREE	HYDROXYPROLINE-FREE	L	LAB SERVICE	D EN^LRXO0	
581	LR INSULIN ANTIBODIES	INSULIN ANTIBODIES	L	LAB SERVICE	D EN^LRXO0	
582	LR INTRINSIC FACTOR AB	INTRINSIC FACTOR AB	L	LAB SERVICE	D EN^LRXO0	
583	LR ISOCITRIC-DEHYDROGENASE	ISOCITRIC-DEHYDROGENASE	L	LAB SERVICE	D EN^LRXO0	
584	LR 17-KETOGENIC STEROIDS	17-KETOGENIC STEROIDS	L	LAB SERVICE	D EN^LRXO0	
585	LR 17-KETOSTEROIDS,TOTAL	17-KETOSTEROIDS,TOTAL	L	LAB SERVICE	D EN^LRXO0	
586	LR KYNURENIC ACID	KYNURENIC ACID	L	LAB SERVICE	D EN^LRXO0	
587	LR XANTHURENIC ACID	XANTHURENIC ACID	L	LAB SERVICE	D EN^LRXO0	
588	LR LONG ACTING THYROID HORMONE	LONG ACTING THYROID HORMONE	L	LAB SERVICE	D EN^LRXO0	
589	LR LYSOZYME	LYSOZYME	L	LAB SERVICE	D EN^LRXO0	
590	LR MACROGLOBULINS	MACROGLOBULINS	L	LAB SERVICE	D EN^LRXO0	
