ien	name	item_text	type	package	entry_action	exit_action
1094	LR GENTAMICIN, PEAK	GENTAMICIN, PEAK	L	LAB SERVICE	D EN^LRXO0	
1095	LR GENTAMICIN	GENTAMICIN	L	LAB SERVICE	D EN^LRXO0	
1096	LR OVER 50 PANEL	OVER 50 PANEL	L	LAB SERVICE	D EN^LRXO0	
1097	LR ZZ URINE EPI CELLS	ZZ URINE EPI CELLS	L	LAB SERVICE	D EN^LRXO0	
1098	LR IMMUNOGLOBULINS	IMMUNOGLOBULINS	L	LAB SERVICE	D EN^LRXO0	
1099	LR VDRL(NORTHAMPTON)	VDRL(NORTHAMPTON)	L	LAB SERVICE	D EN^LRXO0	
1100	LR AGLUCOSE	AGLUCOSE	L	LAB SERVICE	D EN^LRXO0	
1101	LR KGLUCOSE	KGLUCOSE	L	LAB SERVICE	D EN^LRXO0	
1102	LR MANHATTEN	MANHATTEN	L	LAB SERVICE	D EN^LRXO0	
1103	LR PROFILE 3 (STAT)	PROFILE 3 (STAT)	L	LAB SERVICE	D EN^LRXO0	
1104	LR OTHER TESTS (PROVIDENCE)	OTHER TESTS (PROVIDENCE)	L	LAB SERVICE	D EN^LRXO0	
1105	LR HGB & HCT	HGB & HCT	L	LAB SERVICE	D EN^LRXO0	
1106	LR PROCAINAMIDES	PROCAINAMIDES	L	LAB SERVICE	D EN^LRXO0	
1107	LR DRUG SCREEN (URINE)	DRUG SCREEN (URINE)	L	LAB SERVICE	D EN^LRXO0	
1108	LR CPK ISO'S & TOTAL CPK	CPK ISO'S & TOTAL CPK	L	LAB SERVICE	D EN^LRXO0	
1109	LR CK ISO'S	CK ISO'S	L	LAB SERVICE	D EN^LRXO0	
1110	LR SALINE PREP	SALINE PREP	L	LAB SERVICE	D EN^LRXO0	
1111	LR ZZGLUCOSE*	ZZGLUCOSE*	L	LAB SERVICE	D EN^LRXO0	
1112	LR TOX SCREEN, URINE	TOX SCREEN, URINE	L	LAB SERVICE	D EN^LRXO0	
1113	LR ZZ URINE EPITH TOTAL	ZZ URINE EPITH TOTAL	L	LAB SERVICE	D EN^LRXO0	
1114	LR ZZ TEST1	ZZ TEST1	L	LAB SERVICE	D EN^LRXO0	
1115	LR ZZ URINE UROBILINOGEN	ZZ URINE UROBILINOGEN	L	LAB SERVICE	D EN^LRXO0	
1116	LR ZZ JOHNTST	ZZ JOHNTST	L	LAB SERVICE	D EN^LRXO0	
1117	LR ZZ RBC TEST 1	ZZ RBC TEST 1	L	LAB SERVICE	D EN^LRXO0	
1118	LR ZZ RBC TEST 2	ZZ RBC TEST 2	L	LAB SERVICE	D EN^LRXO0	
1119	LR ZZ DUMMY	ZZ DUMMY	L	LAB SERVICE	D EN^LRXO0	
1120	LR ZGLUCOSE*	ZGLUCOSE*	L	LAB SERVICE	D EN^LRXO0	
1121	LR TOTAL CELL COUNT	TOTAL CELL COUNT	L	LAB SERVICE	D EN^LRXO0	
1122	LR TOTAL CELLS	TOTAL CELLS	L	LAB SERVICE	D EN^LRXO0	
1123	LR FLUID CHEMISTRIES	FLUID CHEMISTRIES	L	LAB SERVICE	D EN^LRXO0	
1124	LR QUANTITATIVE RHEUMATOID FACTOR	QUANTITATIVE RHEUMATOID FACTOR	L	LAB SERVICE	D EN^LRXO0	
1125	LR QUANTITATIVE RHEUMATOID FACTOR	QUANTITATIVE RHEUMATOID FACTOR	L	LAB SERVICE	D EN^LRXO0	
1126	LR FLUID CHEMISTRIES	FLUID CHEMISTRIES	L	LAB SERVICE	D EN^LRXO0	
1127	LR TRANSFUSION REQUEST	TRANSFUSION REQUEST	L	LAB SERVICE	D EN^LRXO0	
1128	LR TYPE & SCREEN	TYPE & SCREEN	L	LAB SERVICE	D EN^LRXO0	
1129	LR TYPE & HOLD	TYPE & HOLD	L	LAB SERVICE	D EN^LRXO0	
1130	LR PAS WITH DIASTASE STAIN	PAS WITH DIASTASE STAIN	L	LAB SERVICE	D EN^LRXO0	
1131	LR TRANSFUSION REQUEST, PRE-OP	TRANSFUSION REQUEST, PRE-OP	L	LAB SERVICE	D EN^LRXO0	
1132	LR C-ACID PHOS	C-ACID PHOS	L	LAB SERVICE	D EN^LRXO0	
1133	LR URIC ACID - ACA	URIC ACID - ACA	L	LAB SERVICE	D EN^LRXO0	
1134	LR URIC ACID	URIC ACID	L	LAB SERVICE	D EN^LRXO0	
1135	LR PROV URINE	PROV URINE	L	LAB SERVICE	D EN^LRXO0	
1136	LR BATH TEST, TROUGH	BATH TEST, TROUGH	L	LAB SERVICE	D EN^LRXO0	
1137	LR BATH TEST, PEAK	BATH TEST, PEAK	L	LAB SERVICE	D EN^LRXO0	
1138	LRM ROUTINE	Routine Labs	Q	LAB SERVICE	S LRZX(1)="LC",LRWAIT=1	D EN1^LRO2
1139	LRM WARD COLLECT	Ward Collect Labs	Q	LAB SERVICE	S LRZX(1)="WC",LRWAIT=1	D EN1^LRO2
1140	LRM SEND PATIENT	Send Patient Labs	Q	LAB SERVICE	S LRZX(1)="SP",LRWAIT=1	D EN1^LRO2
1141	LR OTHER LAB TESTS	Other Lab Tests	O	LAB SERVICE	K ORSPU D ONE^LRXO1	S ORSPU=1
1142	LRA HEMATOLOGY	HEMATOLOGY	Q	LAB SERVICE	S XQORM(0)="A"_$S($D(^XUTL("OR",$J,"LRSES",XQORNOD)):"",1:"D"),XQORM("A")="Select LAB TEST numbers(s)"_$S(XQORM(0)'["D":" (enter '?' for list)",1:"")_": ",^XUTL("OR",$J,"LRSES",XQORNOD)=1	
1143	LRD BLOOD   LAVENDER	BLOOD   LAVENDER	O	LAB SERVICE	I $D(XQORNOD),XQORNOD,$L($P(XQORNOD,";",2)),$D(@("^"_$P(XQORNOD,";",2)_+XQORNOD_",0)")) S X=$P(^(5),"^") I X,$L($P(X,";",2)),$D(@("^"_$P(X,";",2)_+X_",0)")) S LRSAMP=+X	
1144	LRS BLOOD	BLOOD	O	LAB SERVICE	I $D(XQORNOD),XQORNOD,$L($P(XQORNOD,";",2)),$D(@("^"_$P(XQORNOD,";",2)_+XQORNOD_",0)")) S X=$P(^(5),"^") I X,$L($P(X,";",2)),$D(@("^"_$P(X,";",2)_+X_",0)")) S LRSPEC=+X	
1145	LRT CBC BLOOD LAVENDER	CBC	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1146	LRT DIFFERENTIAL COUNT BLOOD LAVENDER	DIFFERENTIAL COUNT	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1147	LRT CBC & DIFF (WITH MORPHOLOGY) BLOOD LAVENDER	CBC & DIFF (WITH MORPHOLOGY)	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1148	LRT WESTERGREN SED RATE BLOOD LAVENDER	WESTERGREN SED RATE	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1149	LRT RETICULOCYTES BLOOD LAVENDER	RETICULOCYTES	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1150	LRD BLOOD   BLUE	BLOOD   BLUE	O	LAB SERVICE	I $D(XQORNOD),XQORNOD,$L($P(XQORNOD,";",2)),$D(@("^"_$P(XQORNOD,";",2)_+XQORNOD_",0)")) S X=$P(^(5),"^") I X,$L($P(X,";",2)),$D(@("^"_$P(X,";",2)_+X_",0)")) S LRSAMP=+X	
1151	LRS PLASMA	PLASMA	O	LAB SERVICE	I $D(XQORNOD),XQORNOD,$L($P(XQORNOD,";",2)),$D(@("^"_$P(XQORNOD,";",2)_+XQORNOD_",0)")) S X=$P(^(5),"^") I X,$L($P(X,";",2)),$D(@("^"_$P(X,";",2)_+X_",0)")) S LRSPEC=+X	
1152	LRT COAG PROFILE PLASMA BLUE	COAG PROFILE	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1153	LRT HGB & HCT BLOOD LAVENDER	HGB & HCT	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1154	LRA URINALYSIS	URINALYSIS	Q	LAB SERVICE	S XQORM(0)="A"_$S($D(^XUTL("OR",$J,"LRSES",XQORNOD)):"",1:"D"),XQORM("A")="Select LAB TEST numbers(s)"_$S(XQORM(0)'["D":" (enter '?' for list)",1:"")_": ",^XUTL("OR",$J,"LRSES",XQORNOD)=1	
1155	LRD URINE	URINE	O	LAB SERVICE	I $D(XQORNOD),XQORNOD,$L($P(XQORNOD,";",2)),$D(@("^"_$P(XQORNOD,";",2)_+XQORNOD_",0)")) S X=$P(^(5),"^") I X,$L($P(X,";",2)),$D(@("^"_$P(X,";",2)_+X_",0)")) S LRSAMP=+X	
1156	LRS URINE	URINE	O	LAB SERVICE	I $D(XQORNOD),XQORNOD,$L($P(XQORNOD,";",2)),$D(@("^"_$P(XQORNOD,";",2)_+XQORNOD_",0)")) S X=$P(^(5),"^") I X,$L($P(X,";",2)),$D(@("^"_$P(X,";",2)_+X_",0)")) S LRSPEC=+X	
1157	LRT URINALYSIS URINE	URINALYSIS	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1158	LRD STOOL	STOOL	O	LAB SERVICE	I $D(XQORNOD),XQORNOD,$L($P(XQORNOD,";",2)),$D(@("^"_$P(XQORNOD,";",2)_+XQORNOD_",0)")) S X=$P(^(5),"^") I X,$L($P(X,";",2)),$D(@("^"_$P(X,";",2)_+X_",0)")) S LRSAMP=+X	
1159	LRS FECES	FECES	O	LAB SERVICE	I $D(XQORNOD),XQORNOD,$L($P(XQORNOD,";",2)),$D(@("^"_$P(XQORNOD,";",2)_+XQORNOD_",0)")) S X=$P(^(5),"^") I X,$L($P(X,";",2)),$D(@("^"_$P(X,";",2)_+X_",0)")) S LRSPEC=+X	
1160	LRT FECAL FAT FECES	FECAL FAT	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1161	LRA WARD/CLINIC MENU	WARD/CLINIC MENU	Q	LAB SERVICE	S XQORM(0)="A"_$S($D(^XUTL("OR",$J,"LRSES",XQORNOD)):"",1:"D"),XQORM("A")="Select LAB TEST numbers(s)"_$S(XQORM(0)'["D":" (enter '?' for list)",1:"")_": ",^XUTL("OR",$J,"LRSES",XQORNOD)=1	
1162	LRD BLOOD   RED TOP	BLOOD   RED TOP	O	LAB SERVICE	I $D(XQORNOD),XQORNOD,$L($P(XQORNOD,";",2)),$D(@("^"_$P(XQORNOD,";",2)_+XQORNOD_",0)")) S X=$P(^(5),"^") I X,$L($P(X,";",2)),$D(@("^"_$P(X,";",2)_+X_",0)")) S LRSAMP=+X	
1163	LRS SERUM	SERUM	O	LAB SERVICE	I $D(XQORNOD),XQORNOD,$L($P(XQORNOD,";",2)),$D(@("^"_$P(XQORNOD,";",2)_+XQORNOD_",0)")) S X=$P(^(5),"^") I X,$L($P(X,";",2)),$D(@("^"_$P(X,";",2)_+X_",0)")) S LRSPEC=+X	
1164	LRT P1 PROFILE 1 SERUM RED TOP	P1 PROFILE 1	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1165	LRT P2 PROFILE 2 SERUM RED TOP	P2 PROFILE 2	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1166	LRT PROFILE 3 (ROUTINE) SERUM RED TOP	PROFILE 3 (ROUTINE)	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1167	LRT GLUCOSE SERUM RED TOP	GLUCOSE	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1168	LRT CPK  SERUM RED TOP	CPK 	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1169	LRT CALCIUM SERUM RED TOP	CALCIUM	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1170	LRT AMYLASE SERUM RED TOP	AMYLASE	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1171	LRT THEOPHYLLINE SERUM RED TOP	THEOPHYLLINE	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1172	LRT DILANTIN SERUM RED TOP	DILANTIN	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1173	LRT DIGOXIN SERUM RED TOP	DIGOXIN	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1174	LRT PROFILE 3 (STAT) SERUM RED TOP	PROFILE 3 (STAT)	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1175	LRT CPK ISO'S & TOTAL CPK SERUM RED TOP	CPK ISO'S & TOTAL CPK	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1176	LRA TESTC	TESTC	Q	LAB SERVICE	S XQORM(0)="A"_$S($D(^XUTL("OR",$J,"LRSES",XQORNOD)):"",1:"D"),XQORM("A")="Select LAB TEST numbers(s)"_$S(XQORM(0)'["D":" (enter '?' for list)",1:"")_": ",^XUTL("OR",$J,"LRSES",XQORNOD)=1	
1177	LRA TEST CHEM (BROCT)	TEST CHEM (BROCT)	Q	LAB SERVICE	S XQORM(0)="A"_$S($D(^XUTL("OR",$J,"LRSES",XQORNOD)):"",1:"D"),XQORM("A")="Select LAB TEST numbers(s)"_$S(XQORM(0)'["D":" (enter '?' for list)",1:"")_": ",^XUTL("OR",$J,"LRSES",XQORNOD)=1	
1178	LRT P3 (BROCT.) SERUM RED TOP	P3 (BROCT.)	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1179	LRT GLU 1 SERUM RED TOP	GLU 1	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1180	LRT BUN 1 SERUM RED TOP	BUN 1	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1181	LRT CREAT 1 SERUM RED TOP	CREAT 1	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1182	LRT NA1 SERUM RED TOP	NA1	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1183	LRT K 1 SERUM RED TOP	K 1	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1184	LRT CL1 SERUM RED TOP	CL1	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1185	LRT CO2 1 SERUM RED TOP	CO2 1	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1186	LRA TEST	TEST	Q	LAB SERVICE	S XQORM(0)="A"_$S($D(^XUTL("OR",$J,"LRSES",XQORNOD)):"",1:"D"),XQORM("A")="Select LAB TEST numbers(s)"_$S(XQORM(0)'["D":" (enter '?' for list)",1:"")_": ",^XUTL("OR",$J,"LRSES",XQORNOD)=1	
1187	LRD BLOOD BACTEC B	BLOOD BACTEC B	O	LAB SERVICE	I $D(XQORNOD),XQORNOD,$L($P(XQORNOD,";",2)),$D(@("^"_$P(XQORNOD,";",2)_+XQORNOD_",0)")) S X=$P(^(5),"^") I X,$L($P(X,";",2)),$D(@("^"_$P(X,";",2)_+X_",0)")) S LRSAMP=+X	
1188	LRT FOLATE BLOOD BACTEC B	FOLATE	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1189	LRA NYC ROUTINE COLLECT	NYC ROUTINE COLLECT	Q	LAB SERVICE	S XQORM(0)="A"_$S($D(^XUTL("OR",$J,"LRSES",XQORNOD)):"",1:"D"),XQORM("A")="Select LAB TEST numbers(s)"_$S(XQORM(0)'["D":" (enter '?' for list)",1:"")_": ",^XUTL("OR",$J,"LRSES",XQORNOD)=1	
1190	LRD BLOOD RED TOP	BLOOD RED TOP	O	LAB SERVICE	I $D(XQORNOD),XQORNOD,$L($P(XQORNOD,";",2)),$D(@("^"_$P(XQORNOD,";",2)_+XQORNOD_",0)")) S X=$P(^(5),"^") I X,$L($P(X,";",2)),$D(@("^"_$P(X,";",2)_+X_",0)")) S LRSAMP=+X	
1191	LRT PROFILE 3 (ROUTINE) BLOOD RED TOP	PROFILE 3 (ROUTINE)	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1192	LRT SODIUM BLOOD RED TOP	SODIUM	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1193	LRT POTASSIUM BLOOD RED TOP	POTASSIUM	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1194	LRT CHLORIDE BLOOD RED TOP	CHLORIDE	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1195	LRT CO2 BLOOD RED TOP	CO2	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1196	LRT CREATININE BLOOD RED TOP	CREATININE	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1197	LRT UREA NITROGEN BLOOD RED TOP	UREA NITROGEN	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1198	LRT GLUCOSE BLOOD RED TOP	GLUCOSE	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1199	LRT AMYLASE BLOOD RED TOP	AMYLASE	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1200	LRT CALCIUM BLOOD RED TOP	CALCIUM	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1201	LRT PROTEIN,TOTAL BLOOD RED TOP	PROTEIN,TOTAL	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0,XQORSPEW=1	K LRINPUT,XQORSPEW
1202	LRT ALBUMIN BLOOD RED TOP	ALBUMIN	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1203	LRT ALKALINE PHOSPHATASE BLOOD RED TOP	ALKALINE PHOSPHATASE	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1204	LRT SGOT BLOOD RED TOP	SGOT	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1205	LRT LDH BLOOD RED TOP	LDH	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1206	LRT TOT. BILIRUBIN BLOOD RED TOP	TOT. BILIRUBIN	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1207	LRT SGPT BLOOD RED TOP	SGPT	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1208	LRT PO4 BLOOD RED TOP	PO4	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1209	LRT URIC ACID BLOOD RED TOP	URIC ACID	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1210	LRT CHOLESTEROL BLOOD RED TOP	CHOLESTEROL	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1211	LRT TRIGLYCERIDE BLOOD RED TOP	TRIGLYCERIDE	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1212	LRT ACID PHOSPHATASE BLOOD RED TOP	ACID PHOSPHATASE	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1213	LRT DIGOXIN BLOOD RED TOP	DIGOXIN	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1214	LRT THEOPHYLLINE BLOOD RED TOP	THEOPHYLLINE	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1215	LRT QUINIDINE BLOOD RED TOP	QUINIDINE	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1216	LRT PHENOBARBITAL BLOOD RED TOP	PHENOBARBITAL	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1217	LRT DILANTIN BLOOD RED TOP	DILANTIN	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1218	LRT CARBAMAZEPINE BLOOD RED TOP	CARBAMAZEPINE	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1219	LRT LITHIUM BLOOD RED TOP	LITHIUM	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1220	LRT MAGNESIUM BLOOD RED TOP	MAGNESIUM	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1221	LRT RPR SERUM RED TOP	RPR	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORSPEW=1,XQORFLG("SH")=0	K LRINPUT,XQORSPEW
1222	LRP GRAPH	Lab Results Graph	A	LAB SERVICE	D OR^LRDIST	D READ^ORUTL
1223	LRP TEST	Lab Results by Test	A	LAB SERVICE	D OR^LRGEN	D READ^ORUTL
1224	LRP DAY	Lab Results by Day	A	LAB SERVICE	D OR^LRRP2	D READ^ORUTL
1225	FHW1	Diet Order	O	DIETETICS	D ^FHORDW	
1226	FHW2	Early/Late Tray	O	DIETETICS	D ^FHOREW	
1227	FHW3	Isolation/Precautions	O	DIETETICS	D ^FHORDW2	
1228	FHW4	NPO	O	DIETETICS	D ^FHORDW1	
1229	LR PROTEIN,PERICARDIAL	PROTEIN,PERICARDIAL	L	LAB SERVICE	D EN^LRXO0	
1230	FHW6	Dietetic Consult	O	DIETETICS	D ^FHORCW	
1231	FHW7	Additional Orders	O	DIETETICS	D ^FHOROW	
1232	FHW8	Tubefeeding	O	DIETETICS	D ^FHORTW	
1233	FHWPRO1	Dietetic Profile	A	DIETETICS	D OE^FHORD6	
1234	FHWMAS1		X	DIETETICS	S ADM=$P(DGPMDA,"^",1),FHWF=1 D ^FHWADM K ADM,FHWF	
1235	FHWMAS2		X	DIETETICS	S ADM=$P(DGPMDA,"^",1),X1=$P(DGPMDA,"^",2),FHWF=1 D PASS^FHORD31 K FHWF,ADM	
1236	FHWMAS3		X	DIETETICS	S ADM=$P(DGPMDA,"^",1),FHWF=1 D ^FHWDIS K ADM,FHWF	
1237	ZZDGBED	LOCAL MAS OE/RR MENU	Q			
1238	LRT DRUG SCREEN URINE	DRUG SCREEN	O	LAB SERVICE	S LRINPUT=$P(XQORNOD(0),"^",4),XQORFLG("SH")=0	K LRINPUT
1239	LRD URINE, DRUG SCREEN	URINE, DRUG SCREEN	O	LAB SERVICE	I $D(XQORNOD),XQORNOD,$L($P(XQORNOD,";",2)),$D(@("^"_$P(XQORNOD,";",2)_+XQORNOD_",0)")) S X=$P(^(5),"^") I X,$L($P(X,";",2)),$D(@("^"_$P(X,";",2)_+X_",0)")) S LRSAMP=+X	
1240	DGPM MOVEMENT EVENTS	MOVEMENT EVENTS v 5.0	X	REGISTRATION		
1241	DGPM TREATING SPECIALTY EVENT	TREATING SPECIALTY EVENT	X	REGISTRATION	D EV^DGPTTS	
1242	SD APPT STATUS	Appointment Status Update in Event Driver	X	SCHEDULING	Q:'$D(^DPT(DFN,"S"))  D ^SDSTAT	
1243	PSJU OR PAT PR	Unit Dose Medications Profile	A	UNIT DOSE MEDICATIONS	D ENOR^PSGPR	
1244	PSJ OR PAT MENU	Inpatient Medications Patient Reports	Q	INPATIENT MEDICATIONS		
1245	PSJI OR PAT PR	IV Medications Profile	A	IV MEDICATIONS	D ENOR^PSIVPR	
1246	PSJU OR PAT VBW	Non-Verified Orders (Unit Dose)	A	UNIT DOSE MEDICATIONS	D ENOR^PSGVBW	
1247	PSJU OR PAT AP-1	Action Profile #1 (Unit Dose)	A	UNIT DOSE MEDICATIONS	D ENOR^PSGAP	
1248	PSJU OR PAT AP-2	Action Profile #2 (Unit Dose)	A	UNIT DOSE MEDICATIONS	D ENOR^PSGCAP0	
1249	PSJU OR PAT DS	Discharge Summary (Unit Dose)	A	UNIT DOSE MEDICATIONS	D ENOR^PSGDS	
1250	PSJ OR PAT PR	Inpatient Medications Profile	A	INPATIENT MEDICATIONS	S:'$G(PSGP)&(+$G(ORVP)) PSGP=+ORVP Q:'$D(PSGP)  D ENOR^PSJPR(PSGP)	K PSGP
1251	PSJU OR PAT 7D MAR	7 Day MAR (Unit Dose)	A	UNIT DOSE MEDICATIONS	S PSGMARDF=7 D ENOR^PSGMMAR	
1252	PSJU OR PAT 14D MAR	14 Day MAR (Unit Dose)	A	UNIT DOSE MEDICATIONS	S PSGMARDF=14 D ENOR^PSGMMAR	
1253	PSJU OR VBW	Non-Verified Orders (Unit Dose)	A	UNIT DOSE MEDICATIONS	D ^PSGVBW	
1254	PSJ OR PAT OE	Inpatient Medications	O	INPATIENT MEDICATIONS	D ^PSJORA	
1255	PSJ OR MENU	Inpatient Medications Ward Reports	Q	INPATIENT MEDICATIONS		
1256	PSJI OR PR	IV Medications Profile	A	IV MEDICATIONS	D ^PSIVXU Q:$D(XQUIT)  D ^PSIVPR,ENIVKV^PSGSETU K J,N2,ORIFN,P17	
1257	PSJ OR PR	Inpatient Medications Profile	A	INPATIENT MEDICATIONS	D ^PSJPR	
1258	PSJU OR PR	Patient Profile (Unit Dose)	A	UNIT DOSE MEDICATIONS	D ^PSGPR	
1259	PSJU OR AP-1	Action Profile #1	A	UNIT DOSE MEDICATIONS	D ^PSGAP	
1260	PSJU OR AP-2	Action Profile #2	A	UNIT DOSE MEDICATIONS	D ^PSGCAP	
1261	PSJU OR 7D MAR	7 Day MAR (Unit Dose)	A	UNIT DOSE MEDICATIONS	D EN7^PSGMMAR	
1262	PSJU OR 14D MAR	14 Day MAR (Unit Dose)	A	UNIT DOSE MEDICATIONS	D EN14^PSGMMAR	
1263	PSJU OR DS	Authorized Absence/Discharge Summary (Unit Dose)	A	UNIT DOSE MEDICATIONS	D ^PSGDS	
