protocol_name	protocol_package	action_kind	callee_tag	callee_routine	call_kind	ref_count
PXRM SELECTION VIEW (AR)	CLINICAL REMINDERS	entry	CHNGR	PXRMSEL	do	1
PXRM SELECTION VIEW (CV)	CLINICAL REMINDERS	entry	CHNG	PXRMSEL	do	1
PXRM SELECTION VIEW (LR)	CLINICAL REMINDERS	entry	CHNGR	PXRMSEL	do	1
PXRM SELECTION VIEW TOGGLE	CLINICAL REMINDERS	entry	CHNGV	PXRMSEL	do	1
PXRM TAXONOMY ADD	CLINICAL REMINDERS	entry	ADD	PXRMTAXL	do	1
PXRM TAXONOMY ALL SELECTED ADD	CLINICAL REMINDERS	entry	INCL	PXRMTXLS	do	1
PXRM TAXONOMY ALL SELECTED EXIT	CLINICAL REMINDERS	entry	EXITS	PXRMTXLS	do	1
PXRM TAXONOMY ALL SELECTED MENU	CLINICAL REMINDERS	exit	PEXIT	PXRMTXLS	do	1
PXRM TAXONOMY ALL SELECTED RFD	CLINICAL REMINDERS	entry	RFDL	PXRMTXLS	do	1
PXRM TAXONOMY ALL SELECTED RFT	CLINICAL REMINDERS	entry	RFTL	PXRMTXLS	do	1
PXRM TAXONOMY ALL SELECTED SAVE	CLINICAL REMINDERS	entry	SAVE	PXRMTXLS	do	1
PXRM TAXONOMY ALL SELECTED SELECT	CLINICAL REMINDERS	entry	XSEL	PXRMTXLS	do	1
PXRM TAXONOMY ALL SELECTED UID	CLINICAL REMINDERS	entry	UIDL	PXRMTXLS	do	1
PXRM TAXONOMY ALL SELECTED UID EDIT	CLINICAL REMINDERS	exit	PEXIT	PXRMUIDE	do	1
PXRM TAXONOMY CHANGE LOG	CLINICAL REMINDERS	entry	CLOGS	PXRMTAXL	do	1
PXRM TAXONOMY CHOOSE ENTRIES	CLINICAL REMINDERS	exit	PEXIT	PXRMTXCE	do	1
PXRM TAXONOMY CHOOSE ENTRY	CLINICAL REMINDERS	entry	XSEL	PXRMTXCE	do	1
PXRM TAXONOMY CHOOSE REMOVE	CLINICAL REMINDERS	entry	REMTAX	PXRMTXCE	do	1
PXRM TAXONOMY CHOOSE SELECT	CLINICAL REMINDERS	entry	SELTAX	PXRMTXCE	do	1
PXRM TAXONOMY CODE SEARCH	CLINICAL REMINDERS	entry	CODESRCH	PXRMTAXL	do	1
PXRM TAXONOMY COPY	CLINICAL REMINDERS	entry	COPYS	PXRMTAXL	do	1
PXRM TAXONOMY EDIT	CLINICAL REMINDERS	entry	EDITS	PXRMTAXL	do	1
PXRM TAXONOMY IMPORT	CLINICAL REMINDERS	entry	IMPS	PXRMTAXL	do	1
PXRM TAXONOMY INQUIRE	CLINICAL REMINDERS	entry	INQS	PXRMTAXL	do	1
PXRM TAXONOMY MENU	CLINICAL REMINDERS	exit	PEXIT	PXRMTAXL	do	1
PXRM TAXONOMY SELECT ENTRY	CLINICAL REMINDERS	entry	XSEL	PXRMTAXL	do	1
PXRM TAXONOMY UID EDIT	CLINICAL REMINDERS	entry	UIDES	PXRMTAXL	do	1
PXRM TAXONOMY UID REPORT	CLINICAL REMINDERS	entry	REPD	PXRMUIDR	do	1
PXRM TAXONOMY UIDE EXIT	CLINICAL REMINDERS	entry	EXITS	PXRMUIDE	do	1
PXRM TAXONOMY UIDE SAVE	CLINICAL REMINDERS	entry	SAVE	PXRMUIDE	do	1
PXRM TAXONOMY UIDE SELECT ENTRY	CLINICAL REMINDERS	entry	XSEL	PXRMUIDE	do	1
PXRM TAXONOMY VALUE SET COMPARE	CLINICAL REMINDERS	entry	VSCMPS	PXRMTAXL	do	1
PXRM VS CODE SEARCH	CLINICAL REMINDERS	entry	CODESRCH	PXRMVSCS	do	1
PXRM VS CREATE TAXONOMY	CLINICAL REMINDERS	entry	CRETAXS	PXRMVSLM	do	1
PXRM VS INQUIRE	CLINICAL REMINDERS	entry	INQS	PXRMVSLM	do	1
PXRM VS MENU	CLINICAL REMINDERS	exit	PEXIT	PXRMVSLM	do	1
PXRM VS SELECT ENTRY	CLINICAL REMINDERS	entry	XSEL	PXRMVSLM	do	1
RA HL7 EXCEPTIONS DELETE		entry	DELETE	RAHLEX1	do	1
RA HL7 EXCEPTIONS NEXT	RADIOLOGY/NUCLEAR MEDICINE	entry	NXTAPP	RAHLEX1	do	1
RA HL7 EXCEPTIONS PREVIOUS	RADIOLOGY/NUCLEAR MEDICINE	entry	NXTAPP	RAHLEX1	do	1
RA HL7 EXCEPTIONS PRINT	RADIOLOGY/NUCLEAR MEDICINE	entry	EN	RAHLEX1	do	1
RA HL7 EXCEPTIONS RESEND	RADIOLOGY/NUCLEAR MEDICINE	entry	RESEND	RAHLEX1	do	1
RA OERR DEFAULT PROTOCOL	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RA OERR EXAM	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RA OERR PROFILE	RADIOLOGY/NUCLEAR MEDICINE	entry	OERR	RAORDQ	do	1
RA OERR PROFILE	RADIOLOGY/NUCLEAR MEDICINE	entry		RAPTLU	do	1
RA OERR PROFILE	RADIOLOGY/NUCLEAR MEDICINE	exit	READ	ORUTL	do	1
RA RECEIVE	RADIOLOGY/NUCLEAR MEDICINE	entry	EN1	RAO7RO	do	1
RA116 Spinal Myelogram CP	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RA133 Forearm 2 Views	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RA135 Wrist 2 Views	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RA154 Knee 2 Views	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RA161 ANKLE	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RA161 ANKLE 2 VIEWS	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RA163 Arthrogram Ankle	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RA165 Foot 2 Views	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RA172 ABDOMEN 1 VIEW	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RA173 ABDOMEN 2 VIEWS	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RA174 ABDOMEN 3 VIEWS	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RA176 CT Abdomen W/O CONT	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RA183 UPPER GI	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RA188 SMALL BOWEL	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RA23 SINUS 3 VIEW	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RA38 NECK - SOFT TISSUE	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RA467 BRONCHOGRAM	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RA501 ECHO EXAM ABDOMEN BACK WALL	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RA56 CHEST SINGLE VIEW	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RA56 Chest, Single View	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RA58 Chest PA&LAT	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RA585 BONE SCAN	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RA62 Chest FLUORO	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RA77 CT Thorax W/O Cont	RADIOLOGY/NUCLEAR MEDICINE	entry		RAORR	do	1
RCDP ACCOUNT PROFILE BILL PROFILE	ACCOUNTS RECEIVABLE	entry	BILLPROF	RCDPAPL1	do	1
RCDP ACCOUNT PROFILE BILL TRANSACTIONS	ACCOUNTS RECEIVABLE	entry	BILLTRAN	RCDPAPL1	do	1
RCDP ACCOUNT PROFILE SELECT NEW ACCOUNT	ACCOUNTS RECEIVABLE	entry	ACCOUNT	RCDPAPL1	do	1
RCDP ACCOUNT PROFILE SELECT STATUS	ACCOUNTS RECEIVABLE	entry	SELSTAT	RCDPAPST	do	1
RCDP ACCT PROFILE DECREASE TRANS	ACCOUNTS RECEIVABLE	entry	DEC	RCDPAPL1	do	1
RCDP ACCT PROFILE INCREASE TRANS	ACCOUNTS RECEIVABLE	entry	INC	RCDPAPL1	do	1
RCDP ACCT PROFILE RE-ESTABLISH	ACCOUNTS RECEIVABLE	entry	REESTAB	RCDPAPL1	do	1
RCDP ACCT PROFILE RECALL BILL	ACCOUNTS RECEIVABLE	entry	RECALLB	RCDPAPL1	do	1
RCDP ACCT PROFILE RECALL DEBTOR	ACCOUNTS RECEIVABLE	entry	RECALLD	RCDPAPL1	do	1
RCDP ACCT PROFILE STOP	ACCOUNTS RECEIVABLE	entry	STOP	RCDPAPL1	do	1
RCDP ACCT PROFILE SUSPEND	ACCOUNTS RECEIVABLE	entry	SUSPEND	RCDPAPL1	do	1
RCDP ACCT PROFILE TERM FISCAL	ACCOUNTS RECEIVABLE	entry	TERM	RCDPAPL1	do	1
RCDP BILL PROFILE ELIG	ACCOUNTS RECEIVABLE	entry	ELIG	RCDPBPL1	do	1
RCDP BILL PROFILE NEW BILL	ACCOUNTS RECEIVABLE	entry	NEWBILL	RCDPBPL1	do	1
RCDP BILL PROFILE SP AUTH	ACCOUNTS RECEIVABLE	entry	SPAUTH	RCDPBPL1	do	1
RCDP BILL PROFILE TRANSACTIONS	ACCOUNTS RECEIVABLE	entry	BILLTRAN	RCDPBPL1	do	1
RCDP DEPOSIT PROFILE ADD RECEIPT	ACCOUNTS RECEIVABLE	entry	ADDREC	RCDPDPL1	do	1
RCDP DEPOSIT PROFILE CONFIRM DEPOSIT	ACCOUNTS RECEIVABLE	entry	CONFIRM	RCDPDPL1	do	1
RCDP DEPOSIT PROFILE CUSTOMIZE	ACCOUNTS RECEIVABLE	entry	CUSTOMIZ	RCDPDPL1	do	1
RCDP DEPOSIT PROFILE EDIT DEPOSIT	ACCOUNTS RECEIVABLE	entry	EDITDEP	RCDPDPL1	do	1
RCDP DEPOSIT PROFILE RECEIPT PROFILE	ACCOUNTS RECEIVABLE	entry	RECEIPTS	RCDPDPL1	do	1
RCDP FAST EXIT	ACCOUNTS RECEIVABLE	entry	FASTEXIT	RCDPDPLM	do	1
RCDP LINK PAYMENTS ACCOUNT PROFILE	ACCOUNTS RECEIVABLE	entry	ACCOUNT	RCDPLPL1	do	1
RCDP LINK PAYMENTS CLEAR SUSPENSE	ACCOUNTS RECEIVABLE	entry	CLEARSUS	RCDPLPL1	do	1
RCDP LINK PAYMENTS RECEIPT PROFILE	ACCOUNTS RECEIVABLE	entry	RECEIPT	RCDPLPL1	do	1
RCDP LINK PAYMENTS SEARCH CHECK	ACCOUNTS RECEIVABLE	entry	CHKTRACE	RCDPLPL1	do	1
RCDP LINK PAYMENTS SEARCH CREDIT	ACCOUNTS RECEIVABLE	entry	FINDCRED	RCDPLPL1	do	1
RCDP LINK PAYMENTS SHOW PAYMENT	ACCOUNTS RECEIVABLE	entry	SHOWPAY	RCDPLPL2	do	1
RCDP LINK PAYMENTS SUSPENSE REPORT	ACCOUNTS RECEIVABLE	entry	REPORT	RCDPLPS1	do	1
RCDP LINK PAYMENTS TO ACCOUNT	ACCOUNTS RECEIVABLE	entry	LINKPAY	RCDPLPL3	do	1
RCDP LIST OF RECEIPTS PROCESS	ACCOUNTS RECEIVABLE	entry	RP	RCDPRL	do	1
RCDP RECEIPT PROFILE 215 REPORT	ACCOUNTS RECEIVABLE	entry	PRINT215	RCDPRPL2	do	1
RCDP RECEIPT PROFILE ACCOUNT PROFILE	ACCOUNTS RECEIVABLE	entry	ACCTPROF	RCDPRPL2	do	1
RCDP RECEIPT PROFILE ADD TRANSACTION	ACCOUNTS RECEIVABLE	entry	ENTRTRAN	RCDPRPL1	do	1
RCDP RECEIPT PROFILE CANCEL TRANSACTION	ACCOUNTS RECEIVABLE	entry	CANCTRAN	RCDPRPL1	do	1
RCDP RECEIPT PROFILE CUSTOMIZE	ACCOUNTS RECEIVABLE	entry	CUSTOMIZ	RCDPRPL2	do	1
RCDP RECEIPT PROFILE EDIT RECEIPT	ACCOUNTS RECEIVABLE	entry	EDITREC	RCDPRPL3	do	1
RCDP RECEIPT PROFILE EDIT TRANSACTION	ACCOUNTS RECEIVABLE	entry	EDITTRAN	RCDPRPL1	do	1
RCDP RECEIPT PROFILE ERA WORKLIST	ACCOUNTS RECEIVABLE	entry	WL	RCDPEWL2	do	1
RCDP RECEIPT PROFILE MOVE TRANSACTION	ACCOUNTS RECEIVABLE	entry	MOVETRAN	RCDPRPL1	do	1
RCDP RECEIPT PROFILE ONLINE	ACCOUNTS RECEIVABLE	entry	ONLINE	RCDPRPL4	do	1
RCDP RECEIPT PROFILE PRINT RECEIPT	ACCOUNTS RECEIVABLE	entry	PRINRECT	RCDPRPL2	do	1
RCDP RECEIPT PROFILE PROCESS RECEIPT	ACCOUNTS RECEIVABLE	entry	PROCESS	RCDPRPL3	do	1
RCDP TRANSACTION PROFILE SELECT NEW TRANSACTION	ACCOUNTS RECEIVABLE	entry	NEWTRANS	RCDPTPLM	do	1
RCDP TRANSACTIONS LIST BILL PROFILE	ACCOUNTS RECEIVABLE	entry	BILLPROF	RCDPBTL1	do	1
RCDP TRANSACTIONS LIST NEW BILL	ACCOUNTS RECEIVABLE	entry	NEWBILL	RCDPBTL1	do	1
RCDP TRANSACTIONS LIST TRANSACTION PROFILE	ACCOUNTS RECEIVABLE	entry	TRANPROF	RCDPBTL1	do	1
RCDPE APAR CHANGE VIEW	ACCOUNTS RECEIVABLE	entry	CV	RCDPEAA1	do	1
RCDPE APAR CLAIM COMMENT	ACCOUNTS RECEIVABLE	entry	COMNT	RCDPEAA3	do	1
RCDPE APAR EEOB REFRESH	ACCOUNTS RECEIVABLE	entry	REFRESH	RCDPEAA3	do	1
RCDPE APAR EEOB REVIEW	ACCOUNTS RECEIVABLE	entry	REVIEW	RCDPEAA3	do	1
RCDPE APAR RESEARCH	ACCOUNTS RECEIVABLE	entry	RESEARCH	RCDPEAA3	do	1
RCDPE APAR SELECT EEOB	ACCOUNTS RECEIVABLE	entry	ENTEREOB	RCDPEAA1	do	1
RCDPE APAR SPLIT LINE	ACCOUNTS RECEIVABLE	entry	SPLIT	RCDPEAA3	do	1
RCDPE APAR VERIFY	ACCOUNTS RECEIVABLE	entry	VERIF	RCDPEAA3	do	1
RCDPE APAR VIEW/PRINT EOB	ACCOUNTS RECEIVABLE	entry	PREOB	RCDPEAA3	do	1
RCDPE APAR VIEW/PRINT ERA	ACCOUNTS RECEIVABLE	entry	VIEWERA	RCDPEAA2	do	1
RCDPE ECME INFORMATION	ACCOUNTS RECEIVABLE	entry	GOECME	RCDPEWL2	do	1
RCDPE EFT ERA MANUAL MATCH	ACCOUNTS RECEIVABLE	entry	MATCHWL	RCDPEM2	do	1
RCDPE EFT PARTIAL MATCH SELECT	ACCOUNTS RECEIVABLE	entry	SELEFT	RCDPEE	do	1
RCDPE EOB AUTO-DECREASE	ACCOUNTS RECEIVABLE	entry	BLOCK	RCDPEWLZ	do	1
RCDPE EOB WL EDIT SPLIT	ACCOUNTS RECEIVABLE	entry	EDITSP	RCDPEWL2	do	1
RCDPE EOB WL RECEIPT VIEW	ACCOUNTS RECEIVABLE	entry	VRECPT	RCDPEWL4	do	1
RCDPE EOB WL RESEARCH EXIT	ACCOUNTS RECEIVABLE	entry	EXIT	RCDPEWL2	do	1
RCDPE EOB WL REVIEW	ACCOUNTS RECEIVABLE	entry	REVIEW	RCDPEWL5	do	1
RCDPE EOB WL SPLIT LINE	ACCOUNTS RECEIVABLE	entry	FILESP	RCDPEWL8	do	1
RCDPE EOB WORKLIST ADJUST	ACCOUNTS RECEIVABLE	entry	ADJUST	RCDPEWL6	do	1
RCDPE EOB WORKLIST ADMIN COST ADJ	ACCOUNTS RECEIVABLE	entry	EN1	PRCAEXM	do	1
RCDPE EOB WORKLIST ADMIN COST ADJ	ACCOUNTS RECEIVABLE	entry	FULL	VALM1	do	1
RCDPE EOB WORKLIST BATCH	ACCOUNTS RECEIVABLE	entry	BATED	RCDPEWL8	do	1
RCDPE EOB WORKLIST BILL COMMENT	ACCOUNTS RECEIVABLE	entry	BILLCOM	RCDPEWL2	do	1
RCDPE EOB WORKLIST CHANGE VIEW	ACCOUNTS RECEIVABLE	entry	CV	RCDPEWL	do	1
RCDPE EOB WORKLIST CHG MAINT	ACCOUNTS RECEIVABLE	entry	CHGMNT	RCDPEWL2	do	1
RCDPE EOB WORKLIST CL MATCH RPT	ACCOUNTS RECEIVABLE	entry	CMRPT	RCDPEWL2	do	1
RCDPE EOB WORKLIST DIST ADJ	ACCOUNTS RECEIVABLE	entry	DISTADJ	RCDPEWL6	do	1
RCDPE EOB WORKLIST FULL ACCT PROF	ACCOUNTS RECEIVABLE	entry	FAP	RCDPEWL2	do	1
RCDPE EOB WORKLIST MARK FOR AUTO POST	ACCOUNTS RECEIVABLE	entry	AUTOPOST	RCDPEWL8	do	1
RCDPE EOB WORKLIST ON HOLD RPT	ACCOUNTS RECEIVABLE	entry	LSTHLD	RCDPEWL2	do	1
RCDPE EOB WORKLIST PREVIEW PRINT	ACCOUNTS RECEIVABLE	entry	PREOB	RCDPEWL2	do	1
RCDPE EOB WORKLIST RECEIPT	ACCOUNTS RECEIVABLE	entry	NEWREC	RCDPEWL4	do	1
RCDPE EOB WORKLIST RECEIPT COMMENT	ACCOUNTS RECEIVABLE	entry	RCOMM	RCDPEWL5	do	1
RCDPE EOB WORKLIST RECEIPT PROCESSING	ACCOUNTS RECEIVABLE	entry	RECPROC	RCDPEWL4	do	1
RCDPE EOB WORKLIST REESTABLISH	ACCOUNTS RECEIVABLE	entry	REEST	RCDPEWL2	do	1
RCDPE EOB WORKLIST REFRESH	ACCOUNTS RECEIVABLE	entry	REFRESH	RCDPEWL6	do	1
RCDPE EOB WORKLIST REL HOLD	ACCOUNTS RECEIVABLE	entry	RELHOLD	RCDPEWL2	do	1
RCDPE EOB WORKLIST RESEARCH	ACCOUNTS RECEIVABLE	entry	RESEARCH	RCDPEWL2	do	1
RCDPE EOB WORKLIST SPLIT LINE	ACCOUNTS RECEIVABLE	entry	SPLIT	RCDPEWL0	do	1
RCDPE EOB WORKLIST SPLIT MENU	ACCOUNTS RECEIVABLE	exit	CHKFILE	RCDPEWL2	do	1
RCDPE EOB WORKLIST TPJI	ACCOUNTS RECEIVABLE	entry	TPJI	RCDPEWL2	do	1
RCDPE EOB WORKLIST VERIFY	ACCOUNTS RECEIVABLE	entry	VERIF	RCDPEWL8	do	1
RCDPE ERA LIST BATCH HIDE	ACCOUNTS RECEIVABLE	entry	BATDSP	RCDPEWL8	do	1
RCDPE ERA LIST VIEW ERA	ACCOUNTS RECEIVABLE	entry	PRERA	RCDPEWL7	do	1
RCDPE ERA WORKLIST CHANGE VIEW	ACCOUNTS RECEIVABLE	entry	CV	RCDPEWLP	do	1
RCDPE MARK FOR AUTOPOST	ACCOUNTS RECEIVABLE	entry	MARK	RCDPEAA2	do	1
RCDPE PAYER FLAG CVA		entry	FLAGC	RCDPEP	do	1
RCDPE PAYER FLAG PHARM		entry	FLAGP	RCDPEP	do	1
RCDPE PAYER FLAG TRIC		entry	FLAGT	RCDPEP	do	1
RCDPE PAYER FLAGS EDIT		entry	EDIT	RCDPEP	do	1
RCDPE PAYER FLAGS FILTER		entry	FILTER	RCDPEP	do	1
RCDPE VIEW/PRINT WORKLIST EOB	ACCOUNTS RECEIVABLE	entry	PREOB	RCDPEWL2	do	1
RCDPE VIEW/PRINT WORKLIST ERA	ACCOUNTS RECEIVABLE	entry	PRERA	RCDPEWL0	do	1
RCDPE WORKLIST ERA MARK FOR AUTO POST	ACCOUNTS RECEIVABLE	entry	AUTOPOST	RCDPEWL8	do	1
RCDPE WORKLIST ERA SELECT	ACCOUNTS RECEIVABLE	entry	ENTERWL	RCDPEWL7	do	1
RCDPE WORKLIST ERA SORT	ACCOUNTS RECEIVABLE	entry	SORT	RCDPEWL8	do	1
RCDPEX DELETE DUP MESSAGE	ACCOUNTS RECEIVABLE	entry	DEL	RCDPEX5	do	1
RCDPEX DELETE MESSAGE	ACCOUNTS RECEIVABLE	entry	DEL	RCDPEX	do	1
RCDPEX EOB_SUM REMOVE EXCEPT	ACCOUNTS RECEIVABLE	entry	DEL	RCDPEX31	do	1
RCDPEX FILE DUPLICATE MESSAGE		entry	UPD	RCDPEX5	do	1
RCDPEX FILE EXCEPTION MESSAGE	ACCOUNTS RECEIVABLE	entry	UPD	RCDPEX	do	1
RCDPEX RX_COMMENT	ACCOUNTS RECEIVABLE	entry	EDITRXC	RCDPEX32	do	1
RCDPEX SUM_EDIT CLAIM	ACCOUNTS RECEIVABLE	entry	EDITNUM	RCDPEX32	do	1
RCDPEX SUM_EDIT CLAIM	ACCOUNTS RECEIVABLE	exit	ENS	%ZISS	do	1
RCDPEX SUM_FILE EXCEPTION	ACCOUNTS RECEIVABLE	entry	UPD	RCDPEX3	do	1
RCDPEX SUM_TRANSFER EOB OUT	ACCOUNTS RECEIVABLE	entry	XFR	RCDPEX3	do	1
RCDPEX SUM_TRANSFER EOB OUT	ACCOUNTS RECEIVABLE	exit	ENS	%ZISS	do	1
RCDPEX SUM_VIEW/PRINT MESSAGE	ACCOUNTS RECEIVABLE	entry	VP	RCDPEX3	do	1
RCDPEX VIEW/PRINT DUP MESSAGE	ACCOUNTS RECEIVABLE	entry	VP	RCDPEX5	do	1
RCDPEX VIEW/PRINT MESSAGE	ACCOUNTS RECEIVABLE	entry	VP	RCDPEX	do	1
RCRC ACTION CODE LIST	ACCOUNTS RECEIVABLE	entry	EN	RCRCAC	do	1
RCRC ACTION CODE REQ	ACCOUNTS RECEIVABLE	entry	REQ	RCRCACP	do	1
RCRC ACTION EDIT LIST	ACCOUNTS RECEIVABLE	entry	MOD	RCRCALE	do	1
RCRC ACTION EOB PROC	ACCOUNTS RECEIVABLE	entry	EOB	RCRCACP	do	1
RCRC ACTION INCREASE	ACCOUNTS RECEIVABLE	entry	INC	RCRCRT	do	1
RCRC ACTION SELECT ITEM	ACCOUNTS RECEIVABLE	entry	SEL	RCRCALE	do	1
RCRC ACTION TPJI	ACCOUNTS RECEIVABLE	entry	IB	RCRCAL	do	1
RCRC ACTION TRANSACTION SEND	ACCOUNTS RECEIVABLE	entry	EN	RCRCAT	do	1
RCRC EOB SELECT ITEM	ACCOUNTS RECEIVABLE	entry	SEL	RCRCBLE	do	1
RCRC TRANSMISSION COMMENT	ACCOUNTS RECEIVABLE	entry	EN	RCRCXMS	do	1
RCRC TRANSMISSION DELETE	ACCOUNTS RECEIVABLE	entry	EN	RCRCXMS	do	1
RCRC TRANSMISSION FORWARD	ACCOUNTS RECEIVABLE	entry	EN	RCRCXMS	do	1
RCRC TRANSMISSION RESEQ	ACCOUNTS RECEIVABLE	entry	REQ	RCRCELE	do	1
RCRC TRANSMISSION SELECT	ACCOUNTS RECEIVABLE	entry	SEL	RCRCELE	do	1
RCRC TRANSMISSION VIEW	ACCOUNTS RECEIVABLE	entry	EN	RCRCXMS	do	1
RCRC VIEW CHECK LIST	ACCOUNTS RECEIVABLE	entry	EN	RCRCVC	do	1
RCRC VIEW EDIT LIST	ACCOUNTS RECEIVABLE	entry	MOD	RCRCVLE	do	1
RCRC VIEW REFERRAL TO RC	ACCOUNTS RECEIVABLE	entry	EN	RCRCVXM	do	1
RCRC VIEW SELECT ITEM	ACCOUNTS RECEIVABLE	entry	SEL	RCRCVLE	do	1
RCRC VIEW TPJI	ACCOUNTS RECEIVABLE	entry	IB	RCRCVL	do	1
RCRC VIEW VALIDATION CHECK	ACCOUNTS RECEIVABLE	entry	EN	RCRCVCK	do	1
RG ADT INPATIENT ENCOUNTER DRIVER	CLINICAL INFO RESOURCE NETWORK	entry	EN	RGADT1	do	1
RG ADT OUTPATIENT ENCOUNTER DRIVER	CLINICAL INFO RESOURCE NETWORK	entry	EN	RGADT1	do	1
RG EXCPT DATE SORT	CLINICAL INFO RESOURCE NETWORK	entry	SORT	RGEX01	do	1
RG EXCPT DISPLAY ONLY QUERY	CLINICAL INFO RESOURCE NETWORK	entry	DISP	RGEX03	do	1
RG EXCPT EDIT NOTE	CLINICAL INFO RESOURCE NETWORK	entry	EDTNOT	RGEX03	do	1
RG EXCPT EDIT PATIENT DATA	CLINICAL INFO RESOURCE NETWORK	entry	LOAD	RGEX03	do	1
RG EXCPT HINQ INQUIRY	CLINICAL INFO RESOURCE NETWORK	entry	HI	RGEX03	do	1
RG EXCPT MPI/PD DATA	CLINICAL INFO RESOURCE NETWORK	entry	PDAT	RGEX03	do	1
RG EXCPT PATIENT AUDIT	CLINICAL INFO RESOURCE NETWORK	entry	PA	RGEX03	do	1
RG EXCPT PATIENT INQUIRY	CLINICAL INFO RESOURCE NETWORK	entry	INQ	RGEX03	do	1
RG EXCPT PATIENT SORT	CLINICAL INFO RESOURCE NETWORK	entry	SORT	RGEX01	do	1
RG EXCPT PV MPI PDAT	CLINICAL INFO RESOURCE NETWORK	entry	MPIPV	RGEX03	do	1
RG EXCPT PV REJECT	CLINICAL INFO RESOURCE NETWORK	entry	REJ	RGEX03	do	1
RG EXCPT RCHK	CLINICAL INFO RESOURCE NETWORK	entry	RCHK	RGEX04	do	1
RG EXCPT RDISP	CLINICAL INFO RESOURCE NETWORK	entry	RDISP	RGEX04	do	1
RG EXCPT RSEND	CLINICAL INFO RESOURCE NETWORK	entry	RSEND	RGEX04	do	1
RG EXCPT SELECT	CLINICAL INFO RESOURCE NETWORK	entry	SELECT	RGEXHND1	do	1
RG EXCPT SELECT TYPE	CLINICAL INFO RESOURCE NETWORK	entry	SORT	RGEX01	do	1
RG EXCPT TYPE SORT	CLINICAL INFO RESOURCE NETWORK	entry	SORT	RGEX01	do	1
RG EXCPT UPDATE STATUS	CLINICAL INFO RESOURCE NETWORK	entry	UPD	RGEX03	do	1
RMPO ACCEPT BILLING		entry	EN03	RMPOLM1	do	1
RMPO ADD BILLING PATIENT	PROSTHETICS	entry	EN10	RMPOLM1	do	1
RMPO ADD PATIENT TO LIST		entry	ADD	RMPOLG	do	1
RMPO CHANGE VIEW		entry	EN08	RMPOLM1	do	1
RMPO CLOSE BILLING		entry	SIGNOF	RMPOPST2	do	1
RMPO DELETE BILLING PATIENT		entry	EN11	RMPOLM1	do	1
RMPO DELETE LETTER LIST ENTRY		entry	EN02	RMPOLG	do	1
RMPO DISPLAY 2319		entry	EN06	RMPOLM1	do	1
RMPO EDIT BILLING TRANSACTION		entry	EN02	RMPOLM1	do	1
RMPO EDIT PATIENT		entry	EN01	RMPOLM1	do	1
RMPO MANAGE LETTER		entry	EN01	RMPOLY	do	1
RMPO POST BILLING		entry	EN07	RMPOLM1	do	1
RMPO PRINT ONE PATIENT LETTER		entry		RMPOLF0	do	1
RMPO PRINT PATIENT LETTERS(1)		entry		RMPOLF0A	do	1
RMPO PRINT PATIENT LETTERS(2)		entry	EN02	RMPOLY	do	1
RMPO QUIK EDIT		entry	EN09	RMPOLM1	do	1
RMPO UNACCEPT BILLING		entry	EN04	RMPOLM1	do	1
RMPR 2319 DISPLAY		entry	DIS	RMPREO23	do	1
RMPR CHG PATIENT		entry	CHG	RMPREO23	do	1
RMPR DISPLAY		entry	DDISP	RMPREO23	do	1
RMPR POST COMPLETE NOTE		entry	CACT	RMPREO23	do	1
RMPR POST INIT ACTION		entry	IACT	RMPREO23	do	1
RMPR POST OTHER NOTE		entry	OACT	RMPREO23	do	1
RMPR RECEIVE		entry	EN	RMPRHL7A	do	1
