protocol_name	protocol_package	action_kind	callee_tag	callee_routine	call_kind	ref_count
IBCE PRVNVA NP PI	INTEGRATED BILLING	entry	EDITID	IBCEP8	do	1
IBCE PRVNVA NP PO	INTEGRATED BILLING	entry	EDITID	IBCEP8	do	1
IBCE PRVNVA PROVINFO	INTEGRATED BILLING	entry	EDIT1	IBCEP8	do	1
IBCE PRVSTATE LICENSE	INTEGRATED BILLING	entry	EN	IBCEP5D	do	1
IBCE RULE ACTIVE DATES EDIT	INTEGRATED BILLING	entry	SELRULE	IBCEF61	do	1
IBCE RULE ACTIVE ONLY	INTEGRATED BILLING	entry	SCRACT	IBCEF61	do	1
IBCE RULE ADD	INTEGRATED BILLING	entry	ADDRULE	IBCEF5	func	1
IBCE RULE ADD	INTEGRATED BILLING	entry	SUCCESS	IBCEF61	do	1
IBCE RULE BILL TYPE EDIT	INTEGRATED BILLING	entry	SELRULE	IBCEF61	do	1
IBCE RULE BOTH ACTIVE AND INACTIVE	INTEGRATED BILLING	entry	NOSCR	IBCEF61	do	1
IBCE RULE BT ADD	INTEGRATED BILLING	entry	BTADD	IBCEF61	do	1
IBCE RULE BT DELETE	INTEGRATED BILLING	entry	BTDEL	IBCEF62	func	1
IBCE RULE BT DELETE	INTEGRATED BILLING	entry	SUCCBT	IBCEF62	do	1
IBCE RULE BT EDIT DATES	INTEGRATED BILLING	entry	BTEDIT	IBCEF61	do	1
IBCE RULE DISPLAY	INTEGRATED BILLING	entry	SELRULE	IBCEF61	do	1
IBCE RULE DISPLAY ALL	INTEGRATED BILLING	entry	DISPRUL	IBCEF61	do	1
IBCE RULE INS OPT EDIT	INTEGRATED BILLING	entry	SELRULE	IBCEF61	do	1
IBCE RULE MISC EDIT	INTEGRATED BILLING	entry	SELRULE	IBCEF61	do	1
IBCE SWITCH FORM	INTEGRATED BILLING	entry	CHGFORM	IBCEFG4	do	1
IBCE TEST FORM	INTEGRATED BILLING	entry	TEST	IBCEFG8	do	1
IBCE VIEW ELEMENT	INTEGRATED BILLING	entry	VIEWEL	IBCEFG6	do	1
IBCE VIEW FORM FIELD	INTEGRATED BILLING	entry	VIEWF	IBCEFG6	do	1
IBCE VIEW PREV TRANS	INTEGRATED BILLING	entry	VIEW	IBCEPTC3	do	1
IBCE VIEW PREV TRANS BTCH SEL	INTEGRATED BILLING	entry	SELBATCH	IBCEPTC3	do	1
IBCE VIEW PREV TRANS EXIT	INTEGRATED BILLING	entry	CKSENT	IBCEPTC3	do	1
IBCE VIEW PREV TRANS REPORT	INTEGRATED BILLING	entry	REPORT	IBCEPTC3	do	1
IBCE VIEW PREV TRANS RESUB	INTEGRATED BILLING	entry	RESUB	IBCEPTC3	do	1
IBCE VIEW PREV TRANS SEL ALL	INTEGRATED BILLING	entry	SELALL	IBCEPTC3	do	1
IBCE VIEW PREV TRANS SELECT	INTEGRATED BILLING	entry	SELECT	IBCEPTC3	do	1
IBCEM CLONE BILL	INTEGRATED BILLING	entry	CLONE	IBCECOB2	do	1
IBCEM CLONE BILL	INTEGRATED BILLING	exit	ENS	%ZISS	do	1
IBCEM COB CANCEL	INTEGRATED BILLING	entry	CANCEL	IBCECOB2	do	1
IBCEM COB CANCEL	INTEGRATED BILLING	exit	ENS	%ZISS	do	1
IBCEM COB CSA	INTEGRATED BILLING	entry	CSA	IBCECOB2	do	1
IBCEM COB EDI	INTEGRATED BILLING	entry	EDI	IBCECOB2	do	1
IBCEM COB EDIT BILL	INTEGRATED BILLING	entry	EBI	IBCECOB2	do	1
IBCEM COB EDIT BILL	INTEGRATED BILLING	exit	ENS	%ZISS	do	1
IBCEM COB EOB	INTEGRATED BILLING	entry	RVEOB	IBCECOB2	do	1
IBCEM COB EXIT	INTEGRATED BILLING	entry	EXIT	IBCECOB2	do	1
IBCEM COB MRA PRINT		entry	PMRA	IBCECOB2	do	1
IBCEM COB PRINT REPORT	INTEGRATED BILLING	entry	EN	IBCECOB3	do	1
IBCEM COB RESUBMIT		entry	RES	IBCECOB2	do	1
IBCEM COB REVIEW STATUS	INTEGRATED BILLING	entry	STATUS	IBCECOB4	do	1
IBCEM COB TPJI		entry	TPJI	IBCECOB2	do	1
IBCEM COB V/P BILL	INTEGRATED BILLING	entry	PBILL	IBCECOB2	do	1
IBCEM COPY SECOND/THIRD	INTEGRATED BILLING	entry	PRO	IBCECOB2	do	1
IBCEM COPY SECOND/THIRD	INTEGRATED BILLING	exit	ENS	%ZISS	do	1
IBCEM CORRECT REJECTED/DENIED BILL	INTEGRATED BILLING	entry	CRD	IBCECOB2	do	1
IBCEM CORRECT REJECTED/DENIED BILL	INTEGRATED BILLING	exit	ENS	%ZISS	do	1
IBCEM CSA CANCEL BILL	INTEGRATED BILLING	entry	CANCEL	IBCECSA4	do	1
IBCEM CSA CANCEL/CLONE BILL	INTEGRATED BILLING	entry	CLONE	IBCECSA4	do	1
IBCEM CSA CANCEL/CLONE BILL	INTEGRATED BILLING	exit	ENS	%ZISS	do	1
IBCEM CSA COB MANAGEMENT	INTEGRATED BILLING	entry	COB	IBCECSA4	do	1
IBCEM CSA COMMENTS	INTEGRATED BILLING	entry	COM	IBCECSA2	do	1
IBCEM CSA CORRECT REJECTED/DENIED BILL	INTEGRATED BILLING	entry	CRD	IBCECSA4	do	1
IBCEM CSA CORRECT REJECTED/DENIED BILL	INTEGRATED BILLING	exit	ENS	%ZISS	do	1
IBCEM CSA EDI HISTORY	INTEGRATED BILLING	entry	EDI	IBCECSA4	do	1
IBCEM CSA EDIT BILL	INTEGRATED BILLING	entry	EBI	IBCECSA4	do	1
IBCEM CSA EDIT BILL	INTEGRATED BILLING	exit	ENS	%ZISS	do	1
IBCEM CSA EOB CLAIM	INTEGRATED BILLING	entry	ACT	IBCECSA6	do	1
IBCEM CSA EOB CLAIM ADJ	INTEGRATED BILLING	entry	ACT	IBCECSA6	do	1
IBCEM CSA EOB GEN	INTEGRATED BILLING	entry	ACT	IBCECSA6	do	1
IBCEM CSA EOB LINE ADJ	INTEGRATED BILLING	entry	ACT	IBCECSA6	do	1
IBCEM CSA EOB MEDICARE	INTEGRATED BILLING	entry	ACT	IBCECSA6	do	1
IBCEM CSA EOB OUTPATIENT	INTEGRATED BILLING	entry	ACT	IBCECSA6	do	1
IBCEM CSA EOB PAY	INTEGRATED BILLING	entry	ACT	IBCECSA6	do	1
IBCEM CSA EOB REVIEW	INTEGRATED BILLING	entry	ACT	IBCECSA6	do	1
IBCEM CSA MSG DETAIL	INTEGRATED BILLING	entry	SMSG	IBCECSA4	do	1
IBCEM CSA MSG MAN	INTEGRATED BILLING	entry	MCS	IBCECSA3	do	1
IBCEM CSA MULTI SELECT REVIEW	INTEGRATED BILLING	entry	MSTAT	IBCEU0	do	1
IBCEM CSA PRINT BILL	INTEGRATED BILLING	entry	PBILL	IBCECSA4	do	1
IBCEM CSA PROCESS COB	INTEGRATED BILLING	entry	PRO	IBCECSA4	do	1
IBCEM CSA PROCESS COB	INTEGRATED BILLING	exit	ENS	%ZISS	do	1
IBCEM CSA RE-SORT MESSAGES	INTEGRATED BILLING	entry	RESORT	IBCECSA3	do	1
IBCEM CSA REPORT	INTEGRATED BILLING	entry	EN	IBCECSA3	do	1
IBCEM CSA RESUBMIT BILL	INTEGRATED BILLING	entry	RES	IBCECSA4	do	1
IBCEM CSA RETRANSMIT BILL	INTEGRATED BILLING	entry	RETXMT	IBCECSA4	do	1
IBCEM CSA REVIEW STATUS	INTEGRATED BILLING	entry	STATUS	IBCECSA2	do	1
IBCEM CSA TPJI	INTEGRATED BILLING	entry	TPJI	IBCECSA4	do	1
IBCEM CSA VIEW EOB	INTEGRATED BILLING	entry	EOB	IBCECSA4	do	1
IBCEM DELETE MESSAGE	INTEGRATED BILLING	entry	DEL	IBCEM	do	1
IBCEM DELETE STATUS MESSAGES		entry	DEL	IBCEMSG2	do	1
IBCEM ENTER COMMENTS	INTEGRATED BILLING	entry	CMNTW	IBCECOB6	do	1
IBCEM ENTER COMMENTS 1	INTEGRATED BILLING	entry	CMNTV	IBCECOB6	do	1
IBCEM FILE MESSAGE RECEIVED	INTEGRATED BILLING	entry	UPD	IBCEM	do	1
IBCEM MRA STATUS	INTEGRATED BILLING	entry	STATUS	IBCECOB6	do	1
IBCEM REMOVE FROM WORKLIST	INTEGRATED BILLING	entry	WLRMV	IBCECOB1	do	1
IBCEM RESUBMIT BATCH	INTEGRATED BILLING	entry	RESUBM	IBCEM00	do	1
IBCEM SELECT BATCH BILL	INTEGRATED BILLING	entry	SEL	IBCEM01	do	1
IBCEM VIEW COMMENTS	INTEGRATED BILLING	entry	EN	IBCECOB6	do	1
IBCEM VIEW STATUS MESSAGE		entry	VIEW	IBCEMSG2	do	1
IBCEM VIEW/PRINT MESSAGE		entry	VP	IBCEM	do	1
IBCEM VIEW/PRINT STATUS MESSAGES		entry	VPRT	IBCEMSG2	do	1
IBCEMC CANCEL	INTEGRATED BILLING	entry	CANCEL	IBCEMCA2	do	1
IBCEMC CHANGE MESSAGE SEARCH CRITERIA	INTEGRATED BILLING	entry	SCREEN	IBCEMCA	do	1
IBCEMC COMMENT	INTEGRATED BILLING	entry	COMMENT	IBCEMCA1	do	1
IBCEMC PRINT	INTEGRATED BILLING	entry	PRINT	IBCEMCA3	do	1
IBCEMC RETRANSMIT	INTEGRATED BILLING	entry	RETRAN	IBCEMCA1	do	1
IBCEMC REVIEW STATUS	INTEGRATED BILLING	entry	REVSTAT	IBCEMCA1	do	1
IBCEMC SELECT & DESELECT MESSAGES	INTEGRATED BILLING	entry	TOGGLE	IBCEMCA	do	1
IBCI CLAIMSMANAGER CANCEL BILL	INTEGRATED BILLING	entry	CBILL	IBCIMG	do	1
IBCI CLAIMSMANAGER EXIT	INTEGRATED BILLING	entry	XIT	IBCIMG	do	1
IBCI CLAIMSMANAGER OVERRIDE	INTEGRATED BILLING	entry	ABILL	IBCIMG	do	1
IBCI CLAIMSMANAGER RE-EDIT	INTEGRATED BILLING	entry	EBILL	IBCIMG	do	1
IBCI SELECT BILLS		entry	SELB	IBCIL0	do	1
IBCI SEND ALL		entry	ALL	IBCIL0	do	1
IBCI SEND NON-AUTH ONLY		entry	SNA	IBCIL0	do	1
IBCN INS CO ACTIVE UNSELECT	INTEGRATED BILLING	entry	UNSEL	IBCNILK	do	1
IBCN INS CO NEW SEARCH	INTEGRATED BILLING	entry	NEWSRCH	IBCNILK	do	1
IBCN INS CO SELECT	INTEGRATED BILLING	entry	SEL	IBCNILK	do	1
IBCN INS CO SHOW SEL	INTEGRATED BILLING	entry	SHOWSEL	IBCNILK	do	1
IBCN INS CO UNSELECT	INTEGRATED BILLING	entry	UNSEL	IBCNILK	do	1
IBCN INSURANCE BULLETIN		exit		IBCNSBL	do	1
IBCN RDV DESELECT	INTEGRATED BILLING	entry	UNSEL	IBCNRDV1	do	1
IBCN RDV POL DESELECT	INTEGRATED BILLING	entry	UNSEL	IBCNRDV1	do	1
IBCN RDV SELECT	INTEGRATED BILLING	entry	SEL	IBCNRDV1	do	1
IBCN RDV SHOW SELECTED	INTEGRATED BILLING	entry	SHOWSEL	IBCNRDV1	do	1
IBCN SUBSCRIBER ACTIVE UNSELECT	INTEGRATED BILLING	entry	UNSEL	IBCNSUR4	do	1
IBCN SUBSCRIBER SELECT	INTEGRATED BILLING	entry	SEL	IBCNSUR4	do	1
IBCN SUBSCRIBER SHOW SEL	INTEGRATED BILLING	entry	SHOWSEL	IBCNSUR4	do	1
IBCN SUBSCRIBER SORT LIST	INTEGRATED BILLING	entry	SELSORT	IBCNSUR4	do	1
IBCN SUBSCRIBER UNSELECT	INTEGRATED BILLING	entry	UNSEL	IBCNSUR4	do	1
IBCNB ELIG PAYER SUMMARY		entry	EN	IBCNES4	do	1
IBCNB ENTRY EDIT ALL	INTEGRATED BILLING	entry	ALLEDIT	IBCNBLA1	do	1
IBCNB ENTRY EDIT GROUP	INTEGRATED BILLING	entry	GRPEDIT	IBCNBLA1	do	1
IBCNB ENTRY EDIT INSURANCE	INTEGRATED BILLING	entry	INSEDIT	IBCNBLA1	do	1
IBCNB ENTRY EDIT POLICY	INTEGRATED BILLING	entry	POLEDIT	IBCNBLA1	do	1
IBCNB ENTRY ESCALATE	INTEGRATED BILLING	entry	ESC	IBCNBLA1	do	1
IBCNB ENTRY RESPONSE REPORT		entry	RESP	IBCNBLA1	do	1
IBCNB EXPAND BENEFITS		entry	EN	IBCNBLB	do	1
IBCNB FAST EXIT	INTEGRATED BILLING	entry	FASTEXIT	IBCNBLA	do	1
IBCNB LIST ADD	INTEGRATED BILLING	entry	ADDBUF	IBCNBLA1	do	1
IBCNB LIST BUFFER REFRESH		entry	REFRESH	IBCNBLL	do	1
IBCNB LIST CHECK NAMES	INTEGRATED BILLING	entry	AMCHK	IBCNBLA	do	1
IBCNB LIST COMPLETE VIEW	INTEGRATED BILLING	entry	EN1	IBCNBLL	do	1
IBCNB LIST ENTRY SCREEN	INTEGRATED BILLING	entry	LNXTSCRN	IBCNBLA	do	1
IBCNB LIST EPHARMACY VIEW		entry	EN1	IBCNBLL	do	1
IBCNB LIST FAILURE VIEW	INTEGRATED BILLING	entry	EN1	IBCNBLL	do	1
IBCNB LIST MEDICARE VIEW		entry	EN1	IBCNBLL	do	1
IBCNB LIST NEGATIVE VIEW		entry	EN1	IBCNBLL	do	1
IBCNB LIST POSITIVE VIEW		entry	EN1	IBCNBLL	do	1
IBCNB LIST PROCESS SCREEN	INTEGRATED BILLING	entry	LNXTSCRN	IBCNBLA	do	1
IBCNB LIST REJECT	INTEGRATED BILLING	entry	LREJECT	IBCNBLA	do	1
IBCNB LIST SORT	INTEGRATED BILLING	entry	SELSORT	IBCNBLA	do	1
IBCNB LIST TRICARE/CHAMPVA VIEW	INTEGRATED BILLING	entry	EN1	IBCNBLL	do	1
IBCNB PROCESS ACCEPT	INTEGRATED BILLING	entry	ACCEPT	IBCNBLA1	do	1
IBCNB PROCESS COMPARE/EDIT	INTEGRATED BILLING	entry	CMPEDIT	IBCNBLA1	do	1
IBCNB PROCESS ENTRY SCREEN	INTEGRATED BILLING	entry	PNXTSCRN	IBCNBLA	do	1
IBCNB PROCESS REJECT	INTEGRATED BILLING	entry	REJECT	IBCNBLA1	do	1
IBCNB PROCESS TOGGLE	INTEGRATED BILLING	entry	TGLSCRN	IBCNBLA	do	1
IBCNCH ADD COMMENT	INTEGRATED BILLING	entry	ADDCOM	IBCNCH	do	1
IBCNCH DELETE COMMENT	INTEGRATED BILLING	entry	DELETE	IBCNCH	do	1
IBCNCH DELETE COMMENT EXPAND	INTEGRATED BILLING	entry	DELETE	IBCNCH	do	1
IBCNCH EDIT COMMENT	INTEGRATED BILLING	entry	EDIT	IBCNCH	do	1
IBCNCH EDIT COMMENT EXPAND	INTEGRATED BILLING	entry	EDIT	IBCNCH	do	1
IBCNCH EXPAND COMMENT	INTEGRATED BILLING	entry	EXPCOM	IBCNCH3	do	1
IBCNCH EXPAND COMMENT VIEW	INTEGRATED BILLING	entry	EXPCOM	IBCNCH3	do	1
IBCNCH PREVIOUS COMMENT	INTEGRATED BILLING	entry	PREVCOM	IBCNCH3	do	1
IBCNCH SEARCH LIST	INTEGRATED BILLING	entry	SEARCH	IBCNCH2	do	1
IBCNCH SEARCH LIST EXPAND	INTEGRATED BILLING	entry	SEARCH	IBCNCH2	do	1
IBCNCH SEARCH NEXT	INTEGRATED BILLING	entry	NEXTCOM	IBCNCH3	do	1
IBCNE AB VIEW EXP ELIG BEN SCREEN	INTEGRATED BILLING	entry	EBAB	IBCNES2	do	1
IBCNE AUTO MATCH BUFFER LINK	INTEGRATED BILLING	entry	LINK	IBCNEAMC	do	1
IBCNE AUTO MATCH BUFFER SELECT	INTEGRATED BILLING	entry	SELECT	IBCNEAMC	do	1
IBCNE EICD REQUEST	INTEGRATED BILLING	entry	EICDREQ	IBCNEQU1	do	1
IBCNE EICD REQUEST	INTEGRATED BILLING	exit	INIT	IBCNEQU	do	1
IBCNE FAST EXIT		entry	FASTEXIT	IBCNEQU	do	1
IBCNE JT COVERAGE LIMIT DATE RANGE	INTEGRATED BILLING	entry	CL	IBCNSC41	do	1
IBCNE JT COVERAGE LIMIT DATE RANGE	INTEGRATED BILLING	exit	BLD	IBCNSP	do	1
IBCNE JT VIEW EXP ELIG BEN SCREEN	INTEGRATED BILLING	entry	EBJT	IBCNES2	do	1
IBCNE MBI REQUEST	INTEGRATED BILLING	entry	MBIREQ	IBCNEQU	do	1
IBCNE MBI REQUEST	INTEGRATED BILLING	exit	INIT	IBCNEQU	do	1
IBCNE MEDICARE COB AC	INTEGRATED BILLING	entry	CMNT	IBCNESI2	do	1
IBCNE MEDICARE COB AC	INTEGRATED BILLING	exit	BLD	IBCNESI2	do	1
IBCNE MEDICARE COB CS	INTEGRATED BILLING	entry	STATUS	IBCNESI2	do	1
IBCNE MEDICARE COB EE	INTEGRATED BILLING	entry	EXPND	IBCNESI1	do	1
IBCNE MEDICARE COB EE	INTEGRATED BILLING	exit	BLDSCRN	IBCNESI1	do	1
IBCNE PAYER EXPAND	INTEGRATED BILLING	entry	EXPND	IBCNEPM2	do	1
IBCNE PAYER LINK	INTEGRATED BILLING	entry	LINK	IBCNEPM1	do	1
IBCNE SELECT INSURANCE	INTEGRATED BILLING	entry	SELECT	IBCNEQU	do	1
IBCNE SELECT INSURANCE	INTEGRATED BILLING	exit	INIT	IBCNEQU	do	1
IBCNE SV VIEW EXP ELIG BEN SCREEN	INTEGRATED BILLING	entry	EBSV	IBCNES2	do	1
IBCNE VP VIEW EXP ELIG BEN SCREEN	INTEGRATED BILLING	entry	EBVP	IBCNES2	do	1
IBCNMS VIEW ALL DATA		entry	VA	IBCNSM1	do	1
IBCNP PHARMACY ELIG SCREEN	INTEGRATED BILLING	entry	PE	IBCNP	do	1
IBCNR GROUP PLAN ADD/EDIT	INTEGRATED BILLING	entry	SEL	IBCNRPM2	do	1
IBCNR GROUP PLAN DELETE	INTEGRATED BILLING	entry	DEL	IBCNRPM2	do	1
IBCNR PAYERSHEET ADD/EDIT	INTEGRATED BILLING	entry	SEL	IBCNRPSM	do	1
IBCNR PAYERSHEET DELETE	INTEGRATED BILLING	entry	DEL	IBCNRPSM	do	1
IBCNR PLAN ADD/EDIT	INTEGRATED BILLING	entry	SEL	IBCNRP	do	1
IBCNR PLAN DELETE	INTEGRATED BILLING	entry	DEL	IBCNRP	do	1
IBCNR STATUS INQUIRY DETAIL	INTEGRATED BILLING	entry	SEL	IBCNRPS2	do	1
IBCNS COVERAGE ADD	INTEGRATED BILLING	entry	ADD	IBCNSJ54	do	1
IBCNS COVERAGE DELETE	INTEGRATED BILLING	entry	DELETE	IBCNSJ54	do	1
IBCNS COVERAGE EDIT	INTEGRATED BILLING	entry	EDIT	IBCNSJ54	do	1
IBCNS COVERAGE SORT	INTEGRATED BILLING	entry	SORT	IBCNSJ54	do	1
IBCNS EXIT	INTEGRATED BILLING	entry	FASTEXIT	IBCNSM	do	1
IBCNS PLAN MULTI-DESEL	INTEGRATED BILLING	entry	UNSEL	IBCNSU21	do	1
IBCNS PLAN MULTI-DESELECT	INTEGRATED BILLING	entry	UNSEL	IBCNSU21	do	1
IBCNS PLAN MULTI-SELECT	INTEGRATED BILLING	entry	SEL	IBCNSU21	do	1
IBCNS PLAN SHOW SEL		entry	SHOWSEL	IBCNSU21	do	1
IBCNSA AN BEN ADD COM	INTEGRATED BILLING	entry	ED	IBCNSA2	do	1
IBCNSA AN BEN CH YR	INTEGRATED BILLING	entry	CY	IBCNSA2	do	1
IBCNSA AN BEN ED ALL	INTEGRATED BILLING	entry	ED	IBCNSA2	do	1
IBCNSA AN BEN HOME HEA	INTEGRATED BILLING	entry	ED	IBCNSA2	do	1
IBCNSA AN BEN HOSPC	INTEGRATED BILLING	entry	ED	IBCNSA2	do	1
IBCNSA AN BEN INPT	INTEGRATED BILLING	entry	ED	IBCNSA2	do	1
IBCNSA AN BEN IV MGMT	INTEGRATED BILLING	entry	ED	IBCNSA2	do	1
IBCNSA AN BEN MEN H	INTEGRATED BILLING	entry	ED	IBCNSA2	do	1
IBCNSA AN BEN OPT	INTEGRATED BILLING	entry	ED	IBCNSA2	do	1
IBCNSA AN BEN POL INF	INTEGRATED BILLING	entry	ED	IBCNSA2	do	1
IBCNSA AN BEN REHAB	INTEGRATED BILLING	entry	ED	IBCNSA2	do	1
IBCNSA AN BEN USER INF	INTEGRATED BILLING	entry	ED	IBCNSA2	do	1
IBCNSC INS CO (IN)ACTIVATE COMPANY	INTEGRATED BILLING	entry	AI	IBCNSC1	do	1
IBCNSC INS CO ADDRESSES	INTEGRATED BILLING	entry	EN	IBCNSI	do	1
IBCNSC INS CO ADDRESSES	INTEGRATED BILLING	exit	INIT	IBCNSC	do	1
IBCNSC INS CO APPEALS OFFICE	INTEGRATED BILLING	entry	EA	IBCNSI	do	1
IBCNSC INS CO ASSOCIATION	INTEGRATED BILLING	entry	EA	IBCNSC1	do	1
IBCNSC INS CO BILLING PARAMETERS	INTEGRATED BILLING	entry	EA	IBCNSC1	do	1
IBCNSC INS CO CHANGE COMPANY	INTEGRATED BILLING	entry	CC	IBCNSC1	do	1
IBCNSC INS CO DELETE COMPANY	INTEGRATED BILLING	entry		IBCNSCD	do	1
IBCNSC INS CO DENTAL CLAIMS OFFICE	INTEGRATED BILLING	entry	EA	IBCNSI	do	1
IBCNSC INS CO EDIT ALL	INTEGRATED BILLING	entry	EA	IBCNSC1	do	1
IBCNSC INS CO INPT CLAIMS	INTEGRATED BILLING	entry	EA	IBCNSI	do	1
IBCNSC INS CO INQUIRY OFFICE	INTEGRATED BILLING	entry	EA	IBCNSI	do	1
IBCNSC INS CO MAIN MAILING ADDRESS	INTEGRATED BILLING	entry	EA	IBCNSI	do	1
IBCNSC INS CO OPT CLAIMS	INTEGRATED BILLING	entry	EA	IBCNSI	do	1
IBCNSC INS CO PAYER	INTEGRATED BILLING	entry	EA	IBCNSC1	do	1
IBCNSC INS CO REMARKS	INTEGRATED BILLING	entry	EA	IBCNSC1	do	1
IBCNSC INS CO RX CLAIMS	INTEGRATED BILLING	entry	EA	IBCNSC1	do	1
IBCNSC INS CO SYNONYMS	INTEGRATED BILLING	entry	EA	IBCNSC1	do	1
IBCNSC INS CO TELEPHONE	INTEGRATED BILLING	entry	EA	IBCNSC1	do	1
IBCNSC PROVIDER ID PARAMETERS	INTEGRATED BILLING	entry	EA	IBCNSC1	do	1
IBCNSD B USED ADD COM	INTEGRATED BILLING	entry	ED	IBCNSD1	do	1
IBCNSD B USED ADD COM	INTEGRATED BILLING	entry	FULL	VALM1	do	1
IBCNSD B USED CH YR	INTEGRATED BILLING	entry	CY	IBCNSD1	do	1
IBCNSD B USED CH YR	INTEGRATED BILLING	entry	FULL	VALM1	do	1
IBCNSD B USED ED AL	INTEGRATED BILLING	entry	ED	IBCNSD1	do	1
IBCNSD B USED ED AL	INTEGRATED BILLING	entry	FULL	VALM1	do	1
IBCNSD B USED INPT DED	INTEGRATED BILLING	entry	ED	IBCNSD1	do	1
IBCNSD B USED INPT DED	INTEGRATED BILLING	entry	FULL	VALM1	do	1
IBCNSD B USED OPT DED	INTEGRATED BILLING	entry	ED	IBCNSD1	do	1
IBCNSD B USED OPT DED	INTEGRATED BILLING	entry	FULL	VALM1	do	1
IBCNSD B USED POL INF	INTEGRATED BILLING	entry	ED	IBCNSD1	do	1
IBCNSD B USED POL INF	INTEGRATED BILLING	entry	FULL	VALM1	do	1
IBCNSJ CHANGE PLAN	INTEGRATED BILLING	entry	CSTP	IBCNSJ2	do	1
IBCNSJ EDIT COVERAGE LIMITS	INTEGRATED BILLING	entry	CV	IBCNSJ5	do	1
IBCNSJ EDIT PLAN INFO	INTEGRATED BILLING	entry	PI1	IBCNSP11	do	1
IBCNSJ INACTIVATE PLAN	INTEGRATED BILLING	entry	IA	IBCNSJ1	do	1
IBCNSJ INS CO EDIT COVERAGE LIMITS	INTEGRATED BILLING	entry	CV1	IBCNSJ5	do	1
IBCNSJ INS CO INACTIVATE PLAN	INTEGRATED BILLING	entry	IA	IBCNSJ5	do	1
IBCNSJ INS CO NEW PLAN	INTEGRATED BILLING	entry	NP	IBCNSJ5	do	1
IBCNSJ INS CO PLANS	INTEGRATED BILLING	entry	PL	IBCNSJ5	do	1
IBCNSJ PLAN COMMENT		entry	PC	IBCNSJ5	do	1
IBCNSJ PLAN SELECT	INTEGRATED BILLING	entry	SP	IBCNSU2	do	1
IBCNSJ PLAN UR INFO	INTEGRATED BILLING	entry	IT1	IBCNSP1	do	1
IBCNSJ PLAN VIEW ACTIVE SUBS	INTEGRATED BILLING	entry	ACINI	IBCNSJ53	do	1
IBCNSJ PLAN VIEW ALL SUBS	INTEGRATED BILLING	entry	ALLINI	IBCNSJ53	do	1
IBCNSJ PLAN VIEW INACTIVE SUBS	INTEGRATED BILLING	entry	ININI	IBCNSJ53	do	1
IBCNSJ PLAN VIEW SORT	INTEGRATED BILLING	entry	SORT	IBCNSJ53	do	1
IBCNSJ PLAN VIEW SUBSCRIBERS	INTEGRATED BILLING	entry	VP	IBCNSJ53	do	1
IBCNSJ PLAN VIEW/EDIT	INTEGRATED BILLING	entry	VP	IBCNSJ5	do	1
IBCNSJ SWITCH PLANS	INTEGRATED BILLING	entry	CP	IBCNSJ5	do	1
IBCNSJ UPDATE ANNUAL BENEFITS	INTEGRATED BILLING	entry	AB	IBCNSJ5	do	1
IBCNSL LINK	INTEGRATED BILLING	entry	LINK	IBCNSC02	do	1
IBCNSL UNLINK	INTEGRATED BILLING	entry	UNLINK	IBCNSC02	do	1
IBCNSM ADD POLICY	INTEGRATED BILLING	entry	AD	IBCNSM3	do	1
IBCNSM BENEFITS USED	INTEGRATED BILLING	entry	BU	IBCNSM2	do	1
IBCNSM CHANGE PATIENT		entry	CP	IBCNSM	do	1
IBCNSM DELETE POLICY	INTEGRATED BILLING	entry	DP	IBCNSM1	do	1
IBCNSM EDIT ALL	INTEGRATED BILLING	entry	EA	IBCNSM31	do	1
IBCNSM PERSONAL RIDERS	INTEGRATED BILLING	entry	RD	IBCNSP3	do	1
IBCNSM PRINT PATIENT INS		entry	PC	IBCNSM1	do	1
IBCNSM PRINT WORKSHEET		entry	WP	IBCNSM1	do	1
IBCNSM RX COB DETERMINATION		entry	EN	IBNCPDS1	do	1
IBCNSM UPDATE ANNUAL BENEFITS	INTEGRATED BILLING	entry	AB	IBCNSM1	do	1
IBCNSM UPDATE INS BENEFITS		entry	EB	IBCNSM2	do	1
IBCNSM UPDATE INS CO.		entry	EI	IBCNSM2	do	1
IBCNSM UPDATE POLICY		entry	EP	IBCNSM2	do	1
IBCNSM VERIFY INS		entry	VC	IBCNSM2	do	1
IBCNSM VIEW BENEFITS		entry	VB	IBCNSM1	do	1
IBCNSM VIEW INS CO		entry	VI	IBCNSM1	do	1
IBCNSM VIEW NAT INS CO		entry	VN	IBCNSM1	do	1
IBCNSM VIEW PAT POLICY	INTEGRATED BILLING	entry	VP	IBCNSM1	do	1
IBCNSP ADD COMMENT	INTEGRATED BILLING	entry	AC	IBCNSP3	do	1
IBCNSP ADD GROUP COMMENT	INTEGRATED BILLING	entry	GC	IBCNSP3	do	1
IBCNSP ANNUAL BENEFITS	INTEGRATED BILLING	entry	AB	IBCNSP1	do	1
IBCNSP BENEFITS USED	INTEGRATED BILLING	entry	BU	IBCNSP1	do	1
IBCNSP EDIT ALL	INTEGRATED BILLING	entry	EA	IBCNSP1	do	1
IBCNSP EDIT EFFECTIVE DATES	INTEGRATED BILLING	entry	ED	IBCNSP1	do	1
IBCNSP EDIT POLICY INFO	INTEGRATED BILLING	entry	PI	IBCNSP11	do	1
IBCNSP EMPLOYER INFO FOR CLAIMS	INTEGRATED BILLING	entry	EM	IBCNSP3	do	1
