package	kind	file_number	chunk	entity_name	source_path	byte_size
Integrated Billing	file	366.13		PLAN APPLICATION	/opt/VistA-M/Packages/Integrated Billing/Globals/366.13+PLAN APPLICATION.zwr	150
Integrated Billing	file	366.14		IB NCPDP EVENT LOG	/opt/VistA-M/Packages/Integrated Billing/Globals/366.14+IB NCPDP EVENT LOG.zwr	90
Integrated Billing	file	366.15		IB NCPDP PRESCRIPTION	/opt/VistA-M/Packages/Integrated Billing/Globals/366.15+IB NCPDP PRESCRIPTION.zwr	95
Integrated Billing	file	366.17		IB NCPDP NON-BILLABLE REASONS	/opt/VistA-M/Packages/Integrated Billing/Globals/366.17+IB NCPDP NON-BILLABLE REASONS.zwr	10608
Integrated Billing	file	367		HPID-OEID RESPONSE	/opt/VistA-M/Packages/Integrated Billing/Globals/367+HPID-OEID RESPONSE.zwr	84
Integrated Billing	file	367.1		HPID-OEID TRANSMISSION QUEUE	/opt/VistA-M/Packages/Integrated Billing/Globals/367.1+HPID-OEID TRANSMISSION QUEUE.zwr	108
Integrated Billing	file	367.11		INSURANCE COMPANY ID TYPE	/opt/VistA-M/Packages/Integrated Billing/Globals/367.11+INSURANCE COMPANY ID TYPE.zwr	1299
Integrated Billing	file	368		HEALTH CARE CLAIM RFAI 277	/opt/VistA-M/Packages/Integrated Billing/Globals/368+HEALTH CARE CLAIM RFAI 277.zwr	101
Integrated Billing	file	368.001		X12 277 CLAIM STATUS CATEGORY	/opt/VistA-M/Packages/Integrated Billing/Globals/368.001+X12 277 CLAIM STATUS CATEGORY.zwr	2850
Integrated Billing	file	368.002		X12 277 PRODUCT OR SERVICE ID QUAL	/opt/VistA-M/Packages/Integrated Billing/Globals/368.002+X12 277 PRODUCT OR SERVICE ID QUAL.zwr	944
Integrated Billing	file	372		PFSS SITE PARAMETERS	/opt/VistA-M/Packages/Integrated Billing/Globals/372+PFSS SITE PARAMETERS.zwr	180
Integrated Billing	file	373		PFSS CHARGE CACHE	/opt/VistA-M/Packages/Integrated Billing/Globals/373+PFSS CHARGE CACHE.zwr	81
Integrated Billing	file	375		PFSS ACCOUNT	/opt/VistA-M/Packages/Integrated Billing/Globals/375+PFSS ACCOUNT.zwr	71
Integrated Billing	file	399		BILL-CLAIMS	/opt/VistA-M/Packages/Integrated Billing/Globals/399+BILL-CLAIMS.zwr	531773
Integrated Billing	file	399.1		MCCR UTILITY	/opt/VistA-M/Packages/Integrated Billing/Globals/399.1+MCCR UTILITY.zwr	154946
Integrated Billing	file	399.2		REVENUE CODE	/opt/VistA-M/Packages/Integrated Billing/Globals/399.2+REVENUE CODE.zwr	194484
Integrated Billing	file	399.3		RATE TYPE	/opt/VistA-M/Packages/Integrated Billing/Globals/399.3+RATE TYPE.zwr	5012
Integrated Billing	file	399.4		MCCR INCONSISTENT DATA ELEMENTS	/opt/VistA-M/Packages/Integrated Billing/Globals/399.4+MCCR INCONSISTENT DATA ELEMENTS.zwr	13441
Integrated Billing	file	399.5		BILLING RATES	/opt/VistA-M/Packages/Integrated Billing/Globals/399.5+BILLING RATES.zwr	59924
Integrated Billing	file	399.6		CMN FORM TYPES	/opt/VistA-M/Packages/Integrated Billing/Globals/399.6+CMN FORM TYPES.zwr	415
Integrated Billing	global			IBT	/opt/VistA-M/Packages/Integrated Billing/Globals/IBT.zwr	36
Integrated Patient Fund	file	470		PATIENT FUNDS	/opt/VistA-M/Packages/Integrated Patient Fund/Globals/470+PATIENT FUNDS.zwr	6276
Integrated Patient Fund	file	470.1		PATIENT FUNDS MASTER TRANSACTION	/opt/VistA-M/Packages/Integrated Patient Fund/Globals/470.1+PATIENT FUNDS MASTER TRANSACTION.zwr	4603
Integrated Patient Fund	file	470.2		PATIENT FUNDS FORMS	/opt/VistA-M/Packages/Integrated Patient Fund/Globals/470.2+PATIENT FUNDS FORMS.zwr	2631
Integrated Patient Fund	file	470.3		PATIENT FUNDS TRANSACTION COUNTER	/opt/VistA-M/Packages/Integrated Patient Fund/Globals/470.3+PATIENT FUNDS TRANSACTION COUNTER.zwr	186
Integrated Patient Fund	file	470.4		PATIENT FUNDS CONVERSION DISCREPANCY	/opt/VistA-M/Packages/Integrated Patient Fund/Globals/470.4+PATIENT FUNDS CONVERSION DISCREPANCY.zwr	122
Integrated Patient Fund	file	470.5		PATIENT FUNDS TEMPORARY TRANSACTION	/opt/VistA-M/Packages/Integrated Patient Fund/Globals/470.5+PATIENT FUNDS TEMPORARY TRANSACTION.zwr	435
Integrated Patient Fund	file	470.6		PATIENT FUNDS REMARKS CODE	/opt/VistA-M/Packages/Integrated Patient Fund/Globals/470.6+PATIENT FUNDS REMARKS CODE.zwr	908
Integrated Patient Fund	file	470.9		PATIENT FUNDS ARCHIVE HISTORY	/opt/VistA-M/Packages/Integrated Patient Fund/Globals/470.9+PATIENT FUNDS ARCHIVE HISTORY.zwr	110
Interim Management Support	file	730		NATIONAL SERVICE	/opt/VistA-M/Packages/Interim Management Support/Globals/730+NATIONAL SERVICE.zwr	11258
Interim Management Support	file	731		VAMC MANAGEMENT	/opt/VistA-M/Packages/Interim Management Support/Globals/731+VAMC MANAGEMENT.zwr	15492
Interim Management Support	file	731.5		VAMC PLANNED EQUIPMENT	/opt/VistA-M/Packages/Interim Management Support/Globals/731.5+VAMC PLANNED EQUIPMENT.zwr	1511
Interim Management Support	file	731.7		VAMC STAFFING	/opt/VistA-M/Packages/Interim Management Support/Globals/731.7+VAMC STAFFING.zwr	1772
Kernel	file	101		PROTOCOL	/opt/VistA-M/Packages/Kernel/Globals/101+PROTOCOL.zwr	3532806
Kernel	file	14.4		TASKS	/opt/VistA-M/Packages/Kernel/Globals/14.4+TASKS.zwr	6991
Kernel	file	14.5		VOLUME SET	/opt/VistA-M/Packages/Kernel/Globals/14.5+VOLUME SET.zwr	166
Kernel	file	14.6		UCI ASSOCIATION	/opt/VistA-M/Packages/Kernel/Globals/14.6+UCI ASSOCIATION.zwr	79
Kernel	file	14.7		TASKMAN SITE PARAMETERS	/opt/VistA-M/Packages/Kernel/Globals/14.7+TASKMAN SITE PARAMETERS.zwr	215
Kernel	file	14.71		TASKMAN MONITOR	/opt/VistA-M/Packages/Kernel/Globals/14.71+TASKMAN MONITOR.zwr	318
Kernel	file	14.72		TASKMAN SNAPSHOT	/opt/VistA-M/Packages/Kernel/Globals/14.72+TASKMAN SNAPSHOT.zwr	83
Kernel	file	14.8		TASK SYNC FLAG	/opt/VistA-M/Packages/Kernel/Globals/14.8+TASK SYNC FLAG.zwr	853
Kernel	file	19		OPTION	/opt/VistA-M/Packages/Kernel/Globals/19+OPTION.zwr	19574685
Kernel	file	19.081		AUDIT LOG FOR OPTIONS	/opt/VistA-M/Packages/Kernel/Globals/19.081+AUDIT LOG FOR OPTIONS.zwr	45
Kernel	file	19.1		SECURITY KEY	/opt/VistA-M/Packages/Kernel/Globals/19.1+SECURITY KEY.zwr	226072
Kernel	file	19.2		OPTION SCHEDULING	/opt/VistA-M/Packages/Kernel/Globals/19.2+OPTION SCHEDULING.zwr	2268
Kernel	file	19.8		MENUMAN QUICK HELP	/opt/VistA-M/Packages/Kernel/Globals/19.8+MENUMAN QUICK HELP.zwr	33177
Kernel	file	20		NAME COMPONENTS	/opt/VistA-M/Packages/Kernel/Globals/20+NAME COMPONENTS.zwr	1710720
Kernel	file	20.11		EDUCATION	/opt/VistA-M/Packages/Kernel/Globals/20.11+EDUCATION.zwr	4219
Kernel	file	200		NEW PERSON	/opt/VistA-M/Packages/Kernel/Globals/200+NEW PERSON.zwr	10689868
Kernel	file	201		USER CLASS	/opt/VistA-M/Packages/Kernel/Globals/201+USER CLASS.zwr	556
Kernel	file	3.05		FAILED ACCESS ATTEMPTS LOG	/opt/VistA-M/Packages/Kernel/Globals/3.05+FAILED ACCESS ATTEMPTS LOG.zwr	101
Kernel	file	3.07		PROGRAMMER MODE LOG	/opt/VistA-M/Packages/Kernel/Globals/3.07+PROGRAMMER MODE LOG.zwr	101
Kernel	file	3.075		ERROR LOG	/opt/VistA-M/Packages/Kernel/Globals/3.075+ERROR LOG.zwr	66
Kernel	file	3.076		ERROR MESSAGES	/opt/VistA-M/Packages/Kernel/Globals/3.076+ERROR MESSAGES.zwr	11573
Kernel	file	3.077		ERROR TRAP SUMMARY	/opt/VistA-M/Packages/Kernel/Globals/3.077+ERROR TRAP SUMMARY.zwr	582
Kernel	file	3.081		SIGN-ON LOG	/opt/VistA-M/Packages/Kernel/Globals/3.081+SIGN-ON LOG.zwr	11364
Kernel	file	3.083		LOCKED IP or DEVICE	/opt/VistA-M/Packages/Kernel/Globals/3.083+LOCKED IP or DEVICE.zwr	85
Kernel	file	3.084		FAILED SIGNON ATTEMPTS	/opt/VistA-M/Packages/Kernel/Globals/3.084+FAILED SIGNON ATTEMPTS.zwr	92
Kernel	file	3.1		TITLE	/opt/VistA-M/Packages/Kernel/Globals/3.1+TITLE.zwr	5294
Kernel	file	3.2		TERMINAL TYPE	/opt/VistA-M/Packages/Kernel/Globals/3.2+TERMINAL TYPE.zwr	82035
Kernel	file	3.22		DA RETURN CODES	/opt/VistA-M/Packages/Kernel/Globals/3.22+DA RETURN CODES.zwr	2645
Kernel	file	3.23		LINE-PORT ADDRESS	/opt/VistA-M/Packages/Kernel/Globals/3.23+LINE-PORT ADDRESS.zwr	82
Kernel	file	3.4		COMMUNICATIONS PROTOCOL	/opt/VistA-M/Packages/Kernel/Globals/3.4+COMMUNICATIONS PROTOCOL.zwr	13482
Kernel	file	3.5		DEVICE	/opt/VistA-M/Packages/Kernel/Globals/3.5+DEVICE.zwr	24808
Kernel	file	3.51		SPOOL DOCUMENT	/opt/VistA-M/Packages/Kernel/Globals/3.51+SPOOL DOCUMENT.zwr	77
Kernel	file	3.519		SPOOL DATA	/opt/VistA-M/Packages/Kernel/Globals/3.519+SPOOL DATA.zwr	72
Kernel	file	3.52		PRINT QUEUE JOB	/opt/VistA-M/Packages/Kernel/Globals/3.52+PRINT QUEUE JOB.zwr	80
Kernel	file	3.54		RESOURCE	/opt/VistA-M/Packages/Kernel/Globals/3.54+RESOURCE.zwr	1888
Kernel	file	4		INSTITUTION	/opt/VistA-M/Packages/Kernel/Globals/4+INSTITUTION.zwr	2423019
Kernel	file	4.001		MASTER FILE PARAMETERS	/opt/VistA-M/Packages/Kernel/Globals/4.001+MASTER FILE PARAMETERS.zwr	55261
Kernel	file	4.005		MD5 Signature	/opt/VistA-M/Packages/Kernel/Globals/4.005+MD5 Signature.zwr	53410
Kernel	file	4.009		STANDARD TERMINOLOGY VERSION FILE	/opt/VistA-M/Packages/Kernel/Globals/4.009+STANDARD TERMINOLOGY VERSION FILE.zwr	865
Kernel	file	4.05		INSTITUTION ASSOCIATION TYPES	/opt/VistA-M/Packages/Kernel/Globals/4.05+INSTITUTION ASSOCIATION TYPES.zwr	593
Kernel	file	4.1		FACILITY TYPE	/opt/VistA-M/Packages/Kernel/Globals/4.1+FACILITY TYPE.zwr	16104
Kernel	file	4.11		AGENCY	/opt/VistA-M/Packages/Kernel/Globals/4.11+AGENCY.zwr	647
Kernel	file	40.5		HOLIDAY	/opt/VistA-M/Packages/Kernel/Globals/40.5+HOLIDAY.zwr	10828
Kernel	file	49		SERVICE-SECTION	/opt/VistA-M/Packages/Kernel/Globals/49+SERVICE-SECTION.zwr	8998
Kernel	file	5		STATE	/opt/VistA-M/Packages/Kernel/Globals/5+STATE.zwr	366907
Kernel	file	5.11		ZIP CODE	/opt/VistA-M/Packages/Kernel/Globals/5.11+ZIP CODE.zwr	15741658
Kernel	file	5.12		POSTAL CODE	/opt/VistA-M/Packages/Kernel/Globals/5.12+POSTAL CODE.zwr	13513216
Kernel	file	5.13		COUNTY CODE	/opt/VistA-M/Packages/Kernel/Globals/5.13+COUNTY CODE.zwr	517353
Kernel	file	6.666		KERNEL PKI LOGS	/opt/VistA-M/Packages/Kernel/Globals/6.666+KERNEL PKI LOGS.zwr	82
Kernel	file	7		PROVIDER CLASS	/opt/VistA-M/Packages/Kernel/Globals/7+PROVIDER CLASS.zwr	1816
Kernel	file	7.1		SPECIALITY	/opt/VistA-M/Packages/Kernel/Globals/7.1+SPECIALITY.zwr	216
Kernel	file	8932.1		PERSON CLASS	/opt/VistA-M/Packages/Kernel/Globals/8932.1+PERSON CLASS.zwr	892296
Kernel	file	8932.2		PROGRAM OF STUDY	/opt/VistA-M/Packages/Kernel/Globals/8932.2+PROGRAM OF STUDY.zwr	2196
Kernel	file	8933.1		NEW PERSON FIELD MONITOR	/opt/VistA-M/Packages/Kernel/Globals/8933.1+NEW PERSON FIELD MONITOR.zwr	621
Kernel	file	8935.91		XHD PARAMETER CATEGORY	/opt/VistA-M/Packages/Kernel/Globals/8935.91+XHD PARAMETER CATEGORY.zwr	6052
Kernel	file	8980.2		PKI Digital Signatures	/opt/VistA-M/Packages/Kernel/Globals/8980.2+PKI Digital Signatures.zwr	99
Kernel	file	8980.22		PKI CRL URLS	/opt/VistA-M/Packages/Kernel/Globals/8980.22+PKI CRL URLS.zwr	81
Kernel	file	8989.2		KERNEL PARAMETERS	/opt/VistA-M/Packages/Kernel/Globals/8989.2+KERNEL PARAMETERS.zwr	489
Kernel	file	8989.3		KERNEL SYSTEM PARAMETERS	/opt/VistA-M/Packages/Kernel/Globals/8989.3+KERNEL SYSTEM PARAMETERS.zwr	4376
Kernel	file	8991.5		XQAB ERRORS LOGGED	/opt/VistA-M/Packages/Kernel/Globals/8991.5+XQAB ERRORS LOGGED.zwr	87
Kernel	file	8991.6		XUEPCS DATA	/opt/VistA-M/Packages/Kernel/Globals/8991.6+XUEPCS DATA.zwr	74
Kernel	file	8991.7		XUEPCS PSDRPH AUDIT	/opt/VistA-M/Packages/Kernel/Globals/8991.7+XUEPCS PSDRPH AUDIT.zwr	43
Kernel	file	8991.8		DEA BUSINESS ACTIVITY CODES	/opt/VistA-M/Packages/Kernel/Globals/8991.8+DEA BUSINESS ACTIVITY CODES.zwr	9332
Kernel	file	8991.9		DEA NUMBERS	/opt/VistA-M/Packages/Kernel/Globals/8991.9+DEA NUMBERS.zwr	73
Kernel	file	8992		ALERT	/opt/VistA-M/Packages/Kernel/Globals/8992+ALERT.zwr	262114
Kernel	file	8992.1		ALERT TRACKING	/opt/VistA-M/Packages/Kernel/Globals/8992.1+ALERT TRACKING.zwr	675947
Kernel	file	8992.2		ALERT RECIPIENT TYPE	/opt/VistA-M/Packages/Kernel/Globals/8992.2+ALERT RECIPIENT TYPE.zwr	448
Kernel	file	8992.3		ALERT CRITICAL TEXT	/opt/VistA-M/Packages/Kernel/Globals/8992.3+ALERT CRITICAL TEXT.zwr	454
Kernel	file	8993		XULM LOCK DICTIONARY	/opt/VistA-M/Packages/Kernel/Globals/8993+XULM LOCK DICTIONARY.zwr	25840
Kernel	file	8993.1		XULM LOCK MANAGER PARAMETERS	/opt/VistA-M/Packages/Kernel/Globals/8993.1+XULM LOCK MANAGER PARAMETERS.zwr	4532
Kernel	file	8993.2		XULM LOCK MANAGER LOG	/opt/VistA-M/Packages/Kernel/Globals/8993.2+XULM LOCK MANAGER LOG.zwr	95
Kernel	file	8994.5		REMOTE APPLICATION	/opt/VistA-M/Packages/Kernel/Globals/8994.5+REMOTE APPLICATION.zwr	13322
Kernel	file	9.2		HELP FRAME	/opt/VistA-M/Packages/Kernel/Globals/9.2+HELP FRAME.zwr	3557959
Kernel	file	9.4		PACKAGE	/opt/VistA-M/Packages/Kernel/Globals/9.4+PACKAGE.zwr	20739574
Kernel	file	9.6		BUILD	/opt/VistA-M/Packages/Kernel/Globals/9.6+BUILD.zwr	61634036
Kernel	file	9.7		INSTALL	/opt/VistA-M/Packages/Kernel/Globals/9.7+INSTALL.zwr	54199353
Kernel	file	9.8		ROUTINE	/opt/VistA-M/Packages/Kernel/Globals/9.8+ROUTINE.zwr	3207250
Kernel	global			%Z	/opt/VistA-M/Packages/Kernel/Globals/%Z.zwr	17526
Kernel	global			%ZE	/opt/VistA-M/Packages/Kernel/Globals/%ZE.zwr	41
Kernel	global			%ZIS	/opt/VistA-M/Packages/Kernel/Globals/%ZIS.zwr	354
Kernel	global			%ZTSCH	/opt/VistA-M/Packages/Kernel/Globals/%ZTSCH.zwr	1752
Kernel	global			%ZVEMS	/opt/VistA-M/Packages/Kernel/Globals/%ZVEMS.zwr	472860
Kernel	global			XIP	/opt/VistA-M/Packages/Kernel/Globals/XIP.zwr	39
Kernel	global			XPD	/opt/VistA-M/Packages/Kernel/Globals/XPD.zwr	36
Kernel	global			XUCM	/opt/VistA-M/Packages/Kernel/Globals/XUCM.zwr	323
Kernel	global			XUSEC	/opt/VistA-M/Packages/Kernel/Globals/XUSEC.zwr	529592
Lab Service	file	60		LABORATORY TEST	/opt/VistA-M/Packages/Lab Service/Globals/60+LABORATORY TEST.zwr	640366
Lab Service	file	6000		VBECS SITE PARAMETERS	/opt/VistA-M/Packages/Lab Service/Globals/6000+VBECS SITE PARAMETERS.zwr	91
Lab Service	file	6001		VBECS DATA INTEGRITY-CONVERSION STATISTICS	/opt/VistA-M/Packages/Lab Service/Globals/6001+VBECS DATA INTEGRITY-CONVERSION STATISTICS.zwr	133
Lab Service	file	61		TOPOGRAPHY FIELD	/opt/VistA-M/Packages/Lab Service/Globals/61+TOPOGRAPHY FIELD.zwr	1150776
Lab Service	file	61.1		MORPHOLOGY FIELD	/opt/VistA-M/Packages/Lab Service/Globals/61.1+MORPHOLOGY FIELD.zwr	543763
Lab Service	file	61.2		ETIOLOGY FIELD	/opt/VistA-M/Packages/Lab Service/Globals/61.2+ETIOLOGY FIELD.zwr	556925
Lab Service	file	61.3		FUNCTION FIELD	/opt/VistA-M/Packages/Lab Service/Globals/61.3+FUNCTION FIELD.zwr	761718
Lab Service	file	61.38		MICRO INSTRUMENT SET-UP	/opt/VistA-M/Packages/Lab Service/Globals/61.38+MICRO INSTRUMENT SET-UP.zwr	400
Lab Service	file	61.4		DISEASE FIELD	/opt/VistA-M/Packages/Lab Service/Globals/61.4+DISEASE FIELD.zwr	424969
Lab Service	file	61.5		PROCEDURE FIELD	/opt/VistA-M/Packages/Lab Service/Globals/61.5+PROCEDURE FIELD.zwr	408133
Lab Service	file	61.6		OCCUPATION FIELD	/opt/VistA-M/Packages/Lab Service/Globals/61.6+OCCUPATION FIELD.zwr	192204
Lab Service	file	62		COLLECTION SAMPLE	/opt/VistA-M/Packages/Lab Service/Globals/62+COLLECTION SAMPLE.zwr	13709
Lab Service	file	62.05		URGENCY	/opt/VistA-M/Packages/Lab Service/Globals/62.05+URGENCY.zwr	1604
Lab Service	file	62.06		ANTIMICROBIAL SUSCEPTIBILITY	/opt/VistA-M/Packages/Lab Service/Globals/62.06+ANTIMICROBIAL SUSCEPTIBILITY.zwr	71937
Lab Service	file	62.07		EXECUTE CODE	/opt/VistA-M/Packages/Lab Service/Globals/62.07+EXECUTE CODE.zwr	24804
Lab Service	file	62.1		DELTA CHECKS	/opt/VistA-M/Packages/Lab Service/Globals/62.1+DELTA CHECKS.zwr	13690
Lab Service	file	62.2		LAB SECTION	/opt/VistA-M/Packages/Lab Service/Globals/62.2+LAB SECTION.zwr	1771
Lab Service	file	62.3		LAB CONTROL NAME	/opt/VistA-M/Packages/Lab Service/Globals/62.3+LAB CONTROL NAME.zwr	14631
Lab Service	file	62.4		AUTO INSTRUMENT	/opt/VistA-M/Packages/Lab Service/Globals/62.4+AUTO INSTRUMENT.zwr	213941
Lab Service	file	62.47		LAB CODE MAPPING	/opt/VistA-M/Packages/Lab Service/Globals/62.47+LAB CODE MAPPING.zwr	555428
Lab Service	file	62.5		LAB DESCRIPTIONS	/opt/VistA-M/Packages/Lab Service/Globals/62.5+LAB DESCRIPTIONS.zwr	44354
Lab Service	file	62.55		AGGLUTINATION STRENGTH	/opt/VistA-M/Packages/Lab Service/Globals/62.55+AGGLUTINATION STRENGTH.zwr	2938
Lab Service	file	62.6		ACCESSION TEST GROUP	/opt/VistA-M/Packages/Lab Service/Globals/62.6+ACCESSION TEST GROUP.zwr	22279
Lab Service	file	63		LAB DATA	/opt/VistA-M/Packages/Lab Service/Globals/63+LAB DATA.zwr	10188788
Lab Service	file	63.9999		ARCHIVED LR DATA	/opt/VistA-M/Packages/Lab Service/Globals/63.9999+ARCHIVED LR DATA.zwr	79
Lab Service	file	64		WKLD CODE	/opt/VistA-M/Packages/Lab Service/Globals/64+WKLD CODE.zwr	7194857
Lab Service	file	64.03		WKLD LOG FILE	/opt/VistA-M/Packages/Lab Service/Globals/64.03+WKLD LOG FILE.zwr	510005
Lab Service	file	64.036		LAB DSS LAR EXTRACT	/opt/VistA-M/Packages/Lab Service/Globals/64.036+LAB DSS LAR EXTRACT.zwr	89
Lab Service	file	64.05		NON WKLD PROCEDURES	/opt/VistA-M/Packages/Lab Service/Globals/64.05+NON WKLD PROCEDURES.zwr	15123
Lab Service	file	64.061		LAB ELECTRONIC CODES	/opt/VistA-M/Packages/Lab Service/Globals/64.061+LAB ELECTRONIC CODES.zwr	1939065
Lab Service	file	64.062		LAB ELECTRONIC SUBTYPES	/opt/VistA-M/Packages/Lab Service/Globals/64.062+LAB ELECTRONIC SUBTYPES.zwr	1545
Lab Service	file	64.1		WKLD DATA	/opt/VistA-M/Packages/Lab Service/Globals/64.1+WKLD DATA.zwr	1806929
Lab Service	file	64.19999		ARCHIVED WKLD DATA	/opt/VistA-M/Packages/Lab Service/Globals/64.19999+ARCHIVED WKLD DATA.zwr	89
Lab Service	file	64.2		WKLD SUFFIX CODES	/opt/VistA-M/Packages/Lab Service/Globals/64.2+WKLD SUFFIX CODES.zwr	1367203
Lab Service	file	64.21		WKLD CODE LAB SECT	/opt/VistA-M/Packages/Lab Service/Globals/64.21+WKLD CODE LAB SECT.zwr	2796
Lab Service	file	64.22		WKLD ITEM FOR COUNT	/opt/VistA-M/Packages/Lab Service/Globals/64.22+WKLD ITEM FOR COUNT.zwr	6903
Lab Service	file	64.3		WKLD INSTRUMENT MANUFACTURER	/opt/VistA-M/Packages/Lab Service/Globals/64.3+WKLD INSTRUMENT MANUFACTURER.zwr	19608
Lab Service	file	64.5		LAB REPORTS	/opt/VistA-M/Packages/Lab Service/Globals/64.5+LAB REPORTS.zwr	50924
Lab Service	file	64.6		INTERIM REPORTS	/opt/VistA-M/Packages/Lab Service/Globals/64.6+INTERIM REPORTS.zwr	2557
Lab Service	file	64.7		CUMULATIVE	/opt/VistA-M/Packages/Lab Service/Globals/64.7+CUMULATIVE.zwr	221635
Lab Service	file	64.81		LAB NLT-CPT CODES	/opt/VistA-M/Packages/Lab Service/Globals/64.81+LAB NLT-CPT CODES.zwr	232
Lab Service	file	65		BLOOD INVENTORY	/opt/VistA-M/Packages/Lab Service/Globals/65+BLOOD INVENTORY.zwr	113819
Lab Service	file	65.4		BLOOD BANK UTILITY	/opt/VistA-M/Packages/Lab Service/Globals/65.4+BLOOD BANK UTILITY.zwr	10268
Lab Service	file	65.5		BLOOD DONOR	/opt/VistA-M/Packages/Lab Service/Globals/65.5+BLOOD DONOR.zwr	64
Lab Service	file	65.9		LAB LETTER	/opt/VistA-M/Packages/Lab Service/Globals/65.9+LAB LETTER.zwr	9669
Lab Service	file	66		BLOOD PRODUCT	/opt/VistA-M/Packages/Lab Service/Globals/66+BLOOD PRODUCT.zwr	49279
Lab Service	file	66.2		BLOOD BANK VALIDATION	/opt/VistA-M/Packages/Lab Service/Globals/66.2+BLOOD BANK VALIDATION.zwr	24763
Lab Service	file	66.3		MASTER LABORATORY TEST	/opt/VistA-M/Packages/Lab Service/Globals/66.3+MASTER LABORATORY TEST.zwr	1173
Lab Service	file	66.4		LAB MLTF MANAGED ITEMS	/opt/VistA-M/Packages/Lab Service/Globals/66.4+LAB MLTF MANAGED ITEMS.zwr	485
Lab Service	file	66.5		OPERATION MSBOS	/opt/VistA-M/Packages/Lab Service/Globals/66.5+OPERATION MSBOS.zwr	600
Lab Service	file	66.9		BLOOD COMPONENT REQUEST	/opt/VistA-M/Packages/Lab Service/Globals/66.9+BLOOD COMPONENT REQUEST.zwr	243
Lab Service	file	67		REFERRAL PATIENT	/opt/VistA-M/Packages/Lab Service/Globals/67+REFERRAL PATIENT.zwr	77
Lab Service	file	67.1		RESEARCH	/opt/VistA-M/Packages/Lab Service/Globals/67.1+RESEARCH.zwr	664
Lab Service	file	67.11		LR LAB LIM FILE	/opt/VistA-M/Packages/Lab Service/Globals/67.11+LR LAB LIM FILE.zwr	215
Lab Service	file	67.2		STERILIZER	/opt/VistA-M/Packages/Lab Service/Globals/67.2+STERILIZER.zwr	789
Lab Service	file	67.3		ENVIRONMENTAL	/opt/VistA-M/Packages/Lab Service/Globals/67.3+ENVIRONMENTAL.zwr	883
Lab Service	file	67.4		NON PATIENT WORKLOAD	/opt/VistA-M/Packages/Lab Service/Globals/67.4+NON PATIENT WORKLOAD.zwr	87
Lab Service	file	67.9		LAB MONTHLY WORKLOADS	/opt/VistA-M/Packages/Lab Service/Globals/67.9+LAB MONTHLY WORKLOADS.zwr	172882
Lab Service	file	67.99999		ARCHIVED LAB MONTHLY WORKLOADS	/opt/VistA-M/Packages/Lab Service/Globals/67.99999+ARCHIVED LAB MONTHLY WORKLOADS.zwr	113
Lab Service	file	68		ACCESSION	/opt/VistA-M/Packages/Lab Service/Globals/68+ACCESSION.zwr	21817762
Lab Service	file	68.2		LOAD-WORK LIST	/opt/VistA-M/Packages/Lab Service/Globals/68.2+LOAD-WORK LIST.zwr	71112
Lab Service	file	68.4		WORKLIST HEADINGS	/opt/VistA-M/Packages/Lab Service/Globals/68.4+WORKLIST HEADINGS.zwr	724
Lab Service	file	69		LAB ORDER ENTRY	/opt/VistA-M/Packages/Lab Service/Globals/69+LAB ORDER ENTRY.zwr	15533862
Lab Service	file	69.1		COLLECTION LIST	/opt/VistA-M/Packages/Lab Service/Globals/69.1+COLLECTION LIST.zwr	132
Lab Service	file	69.2		LAB SECTION PRINT	/opt/VistA-M/Packages/Lab Service/Globals/69.2+LAB SECTION PRINT.zwr	72752
Lab Service	file	69.4		LAB SEARCH-EXTRACT PROTOCOL	/opt/VistA-M/Packages/Lab Service/Globals/69.4+LAB SEARCH-EXTRACT PROTOCOL.zwr	240
Lab Service	file	69.5		LAB SEARCH-EXTRACT	/opt/VistA-M/Packages/Lab Service/Globals/69.5+LAB SEARCH-EXTRACT.zwr	42852
Lab Service	file	69.51		LREPI REMINDER LINK	/opt/VistA-M/Packages/Lab Service/Globals/69.51+LREPI REMINDER LINK.zwr	219
Lab Service	file	69.6		LAB PENDING ORDERS ENTRY	/opt/VistA-M/Packages/Lab Service/Globals/69.6+LAB PENDING ORDERS ENTRY.zwr	4168
Lab Service	file	69.71		LR CPRS PARAMETERS	/opt/VistA-M/Packages/Lab Service/Globals/69.71+LR CPRS PARAMETERS.zwr	2025
Lab Service	file	69.86		HOWDY SITE FILE	/opt/VistA-M/Packages/Lab Service/Globals/69.86+HOWDY SITE FILE.zwr	80
Lab Service	file	69.87		HOWDY SPECIMEN TIMES BY UID	/opt/VistA-M/Packages/Lab Service/Globals/69.87+HOWDY SPECIMEN TIMES BY UID.zwr	104
Lab Service	file	69.9		LABORATORY SITE	/opt/VistA-M/Packages/Lab Service/Globals/69.9+LABORATORY SITE.zwr	7370
Lab Service	file	69.91		LR ROUTINE INTEGRITY CHECKER	/opt/VistA-M/Packages/Lab Service/Globals/69.91+LR ROUTINE INTEGRITY CHECKER.zwr	95935
Lab Service	file	95		LAB JOURNAL	/opt/VistA-M/Packages/Lab Service/Globals/95+LAB JOURNAL.zwr	6231
Lab Service	file	95.11		LAB ARCHIVAL ACTIVITY	/opt/VistA-M/Packages/Lab Service/Globals/95.11+LAB ARCHIVAL ACTIVITY.zwr	8529
