routine_name	package	source_path	line_count	byte_size	first_line_comment	version_line	tag_count	comment_line_count	is_percent_routine
A1AXTAR2	Ext Rev Track	/opt/VistA-M/Packages/Ext Rev Track/Routines/A1AXTAR2.m	48	2994	A1AXTAR2 ;SLL/ALB ISC; FACILITY TARGET DATE REPORT PRINT RPOCESSING; 1/15/88	;;VERSION 1.0	17	2	N
A1AXTAR3	Ext Rev Track	/opt/VistA-M/Packages/Ext Rev Track/Routines/A1AXTAR3.m	62	3025	A1AXTAR3 ;SLL/ALB ISC; FACILITY TARGET DATE REPORT FOR ALL OR SELECTED FACILITIES; 1/15/88	;;VERSION 1.0	21	4	N
A1AXTKRD	Ext Rev Track	/opt/VistA-M/Packages/Ext Rev Track/Routines/A1AXTKRD.m	34	1960	A1AXTKRD ;SLL/ALB ISC; RD TICKLER MAIL MSG FOR IN PROCESS RECOMMEND; 12/30/87	;;VERSION 1.0	3	5	N
A1AXTKST	Ext Rev Track	/opt/VistA-M/Packages/Ext Rev Track/Routines/A1AXTKST.m	37	2171	A1AXTKST ;SLL/ALB ISC; FACILIT TICKLER MAIL MSG FOR IN PROCESS RECOMMEND; 12/30/87	;;VERSION 1.0	3	4	N
A1AXUTL	Ext Rev Track	/opt/VistA-M/Packages/Ext Rev Track/Routines/A1AXUTL.m	32	1309	A1AXUTL ;SLL/ALB ISC; EXT REV UTILITIES; 3/21/88	;;VERSION 1.0	9	2	N
A1B2ADM	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2ADM.m	20	1178	A1B2ADM ;ALB/MIR - Create ODS ADMISSION record from past admission record ;23 JAN 91	;;Version 1.55 (local for MAS v5 sites);;	5	3	N
A1B2BGJ	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2BGJ.m	56	2417	A1B2BGJ ;ALB/MIR - BACKGROUND JOB TO UPDATE A1B2 ENTRIES ; 14 JAN 91	;;Version 1.55 (local for MAS v5 sites);;	8	16	N
A1B2CD	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2CD.m	87	4437	A1B2CD ; GENERATED FROM 'A1B2 DIAGNOSIS STUFF' INPUT TEMPLATE(#1073), FILE 11500.63;01/31/91		32	3	N
A1B2CO	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2CO.m	75	3414	A1B2CO ; GENERATED FROM 'A1B2 BILLING DATA2' PRINT TEMPLATE (#1087) ; 01/31/91 ; (FILE 11500.2, MARGIN=80)		17	0	N
A1B2COH	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2COH.m	28	1336	A1B2COH ; GENERATED FROM 'A1B2 BILLING DATA HEAD' PRINT TEMPLATE (#1088) ; 01/31/91 ; (FILE 11500.2, MARGIN=80)		9	0	N
A1B2CP	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2CP.m	72	3631	A1B2CP ; GENERATED FROM 'A1B2 PROCEDURE STUFF' INPUT TEMPLATE(#1075), FILE 11500.62;01/31/91		30	3	N
A1B2CS	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2CS.m	72	3629	A1B2CS ; GENERATED FROM 'A1B2 SPECIALTY STUFF' INPUT TEMPLATE(#1074), FILE 11500.61;01/31/91		30	3	N
A1B2MAIN	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2MAIN.m	76	3338	A1B2MAIN ;ALB/AAS - ODS store billing data ; 17-JAN-91	;;Version 1.55 (local for MAS v5 sites);;	12	18	N
A1B2MSP	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2MSP.m	38	1715	A1B2MSP ;ALB/AAS - UTILITY  TO SET BEDSECTIONSAND LOS FROM PTF ; 16-JAN-91	;;Version 1.55 (local for MAS v5 sites);;	9	8	N
A1B2MUT	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2MUT.m	86	2927	A1B2MUT ;ALB/AAS - BILLING UTILITY ROUTINE ;16-JAN-91	;;Version 1.55 (local for MAS v5 sites);;	18	19	N
A1B2MUT1	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2MUT1.m	27	1217	A1B2MUT1 ;ALB/MJK - BILLING UTILITY ROUTINE ;16-JAN-91	;;Version 1.55 (local for MAS v5 sites);;	6	5	N
A1B2NTEG	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2NTEG.m	34	1082	A1B2NTEG ;AISC/MJK ODS Integrity Routine ; JAN 13,1991	;;Version 1.55 (local for MAS v5 sites);;	27	1	N
A1B2OLC	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2OLC.m	49	1358	A1B2OLC ;ALB/MJK - ODS Local Outputs; JAN 13,1991	;;Version 1.55 (local for MAS v5 sites);;	12	12	N
A1B2OSR	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2OSR.m	49	2483	A1B2OSR ;ALB/AAS  - ODS SUMMARY REPORT ; 11-JAN-91	;;Version 1.55 (local for MAS v5 sites);;	8	32	N
A1B2OSR1	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2OSR1.m	80	3832	A1B2OSR1 ;ALB/AAS - ODS SUMMARY REPORT - COLLECT DATA ; 11-JAN-91	;;Version 1.55 (local for MAS v5 sites);;	7	23	N
A1B2OSR2	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2OSR2.m	61	2705	A1B2OSR2 ;ALB/AAS - PRINT ODS SUMMARY REPORT ; 11-JAN-91	;;Version 1.55 (local for MAS v5 sites);;	20	10	N
A1B2OSR3	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2OSR3.m	36	1835	A1B2OSR3 ;ALB/AAS - PRINT ODS SUMMARY REPORT ; 11-JAN-91	;;Version 1.55 (local for MAS v5 sites);;	15	6	N
A1B2OSR4	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2OSR4.m	59	3321	A1B2OSR4 ;ALB/AAS  - ODS SUMMARY REPORT ; 11-JAN-91	;;Version 1.55 (local for MAS v5 sites);;	10	33	N
A1B2PRE	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2PRE.m	25	796	A1B2PRE ;ALB/MJK - ODS PRE-INIT Version 1.5; 14 JAN 1991	;;Version 1.55 (local for MAS v5 sites);;	6	7	N
A1B2PST	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2PST.m	75	3049	A1B2PST ;ALB/MJK - ODS Post Init ; 14 JAN 1991	;;Version 1.55 (local for MAS v5 sites);;	12	21	N
A1B2Q	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2Q.m	80	3871	A1B2Q ;JLU/ALB; National inquiry of patients; 1/13/90	;;Version 1.55 (local for MAS v5 sites);;	13	14	N
A1B2Q1	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2Q1.m	29	1156	A1B2Q1 ;JLU/ALB-Contains the logic for the print templates.;1/14/91	;;Version 1.55 (local for MAS v5 sites);;	8	5	N
A1B2STAT	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2STAT.m	33	1803	A1B2STAT ;ALB/AAS - ODS SYSTEM STATUS SCREEN ; 1/14/91	;;Version 1.55 (local for MAS v5 sites);;	6	5	N
A1B2SUP	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2SUP.m	62	2368	A1B2SUP ;ALB/MJK - ODS Supervisor Options; JAN 13,1991	;;Version 1.55 (local for MAS v5 sites);;	11	11	N
A1B2T1	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2T1.m	39	3643	A1B2T1 ;ALB/EG EXTRACT FROM ODS FILES AND PUT IN MESSAGE ; JAN 12 1991	;;Version 1.55 (local for MAS v5 sites);;	9	1	N
A1B2T2	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2T2.m	46	3421	A1B2T2 ;ALB/EG EXTRACT FROM ODS FILES AND PUT IN MESSAGE 2 ; JAN 12 1991	;;Version 1.55 (local for MAS v5 sites);;	10	2	N
A1B2T3	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2T3.m	30	2590	A1B2T3 ;ALB/EG EXTRACT FROM ODS FILES AND PUT IN MESSAGE 3 ; JAN 12 1991	;;Version 1.55 (local for MAS v5 sites);;	6	1	N
A1B2T4	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2T4.m	22	1123	A1B2T4 ;ALB/EG - XM UTILITY ;FEB 7 1991	;;Version 1.55 (local for MAS v5 sites);;	4	9	N
A1B2UTL	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2UTL.m	52	1569	A1B2UTL ;ALB/MJK - ODS Utility Routine;	;;Version 1.55 (local for MAS v5 sites);;	9	23	N
A1B2XFR	ODS	/opt/VistA-M/Packages/ODS/Routines/A1B2XFR.m	50	1605	A1B2XFR ;ALB/MIR - SET STATUS TO DON'T SEND IF EDITED ; 14 JAN 91	;;Version 1.55 (local for MAS v5 sites);;	6	20	N
A1B8NDF	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1B8NDF.m	11	424	A1B8NDF ;NATIONAL DRUG FILE CLEAN-UP; ALBANY-ISC; VFR; 5/12/92	;;VERSION 1	3	3	N
A1B8PL	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1B8PL.m	22	748	A1B8PL ;PICK LIST CLEAN-UP ROUTINE; ALBANY ISC; VFR; 5/13/92	;;VERSION 1	4	6	N
A1BFCHK1	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFCHK1.m	62	3191	A1BFCHK1 ;ALBANY ISC ; ECF ; 1MAR93 2:03pm [ 06/17/93  4:23 PM ]	;;V1.0	11	8	N
A1BFDBWR	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFDBWR.m	23	762	A1BFDBWR ;ALBANY ISC ; ECF ; MAY 11 1993 8:53 am [ 06/04/93  2:34 PM ]	;;V1.0	6	2	N
A1BFDEVU	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFDEVU.m	17	444	A1BFDEVU ;;ALBANY ISC;ECF;;;;;;;;;[ 05/24/93  4:50 PM ]	;;V1.0	4	2	N
A1BFEM9	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFEM9.m	52	1735	A1BFEM9 ;ALBANY ISC ; 1 APRIL 93 ; 8:30AM [ 06/17/93  4:27 PM ]	;;V1.0	3	49	N
A1BFEX0	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFEX0.m	17	276	A1BFEX0 ;ALBANY ISC ; ECF ; 17DEC92	;;V1.0	5	1	N
A1BFEX1	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFEX1.m	47	2181	A1BFEX1 ;ALBANY ISC ; ECF ; 14DEC92	;;V1.0	7	2	N
A1BFEX2	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFEX2.m	52	2009	A1BFEX2 ;ALBANY ISC ; ECF ; 15DEC92	;;V1.0	11	2	N
A1BFEX3	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFEX3.m	39	1364	A1BFEX3 ;ALBANY ISC ; ECF ; 17DEC92 1235 [ 05/20/93  3:42 PM ]	;;V1.0	7	1	N
A1BFJOBR	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFJOBR.m	8	319	A1BFJOBR ;ALBANY ISC ; ECF ; 14MAY93 12:03PM [ 06/24/93  8:40 AM ]	;;V1.0	2	1	N
A1BFLOG1	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFLOG1.m	125	3711	A1BFLOG1 ;ALBANY ISC;ECF;17MAR92;13:10pm [ 06/24/93  9:01 AM ]	;;V1.0	24	12	N
A1BFLOG2	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFLOG2.m	65	2858	A1BFLOG2 ;ALBANY ISC ; ECF ; 2APRIL93 [ 06/11/93  2:54 PM ]	;;V1.0	10	1	N
A1BFLOG3	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFLOG3.m	42	2462	A1BFLOG3 ;ALBANY ISC ; ECF ; 16APR1993 0830AM [ 06/24/93  9:08 AM ]	;;V1.0	6	12	N
A1BFMAI0	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFMAI0.m	83	4409	A1BFMAI0 ;ISC-ALBANY ; ECF ; 12APR11:30AM [ 06/17/93  9:23 AM ]	;;V1.0	10	5	N
A1BFMAI1	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFMAI1.m	84	4694	A1BFMAI1 ;ALBANY ISC ; ECF ; 12APRIL92  13:46 [ 05/20/93  1:40 PM ]	;;V1.0	10	4	N
A1BFMAI2	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFMAI2.m	32	1360	A1BFMAI2 ;ALBANY ISC ; ECF 14APRIL92 10:30AM [ 05/20/93  2:19 PM ]	;;V1.0	6	4	N
A1BFMAI3	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFMAI3.m	8	388	A1BFMAI3 ;ALBANY ISC ; ECF ; 22APR93 [ 05/18/93  12:57 PM ]	;;V1.0	3	5	N
A1BFMSG1	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFMSG1.m	37	1549	A1BFMSG1 ;ALBANY ISC ; ECF ; 26MAR93 3:45PM [ 05/20/93  2:16 PM ]	;;V1.0	6	2	N
A1BFMSG2	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFMSG2.m	34	1193	A1BFMSG2 ;ALBANY ISC ; ECF ; 31MAR93@1630PM [ 06/24/93  2:33 PM ]	;;V1.0	8	3	N
A1BFSRV0	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFSRV0.m	58	3318	A1BFSRV0 ;EF/NP;ALBANY ISC;10/27/92; Server to store incoming RTM stats	;;VERSION 1.0	11	5	N
A1BFTRR1	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFTRR1.m	73	3963	A1BFTRR1 ;ALBANY ISC ; ECF ; 8 OCTOBER 1992 [ 05/20/93  4:26 PM ]	;;V1.0	9	6	N
A1BFTRR2	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFTRR2.m	67	4885	A1BFTRR2 ;ALBANY ISC ; ECF ; 8 OCTOBER 1992 [ 05/19/93  9:31 AM ]	;;V1.0	6	15	N
A1BFTRR3	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFTRR3.m	27	1723	A1BFTRR3 ;ALBANY ISC ; ECF ; 8 OCTOBER 1992 [ 04/29/93  4:42 PM ]	;;V1.0	4	3	N
A1BFTRR6	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFTRR6.m	81	3491	A1BFTRR6 ;ALBANY ISC ; RESPONSE TIME REPORT FINAL AVERAGES ; ECF ; 23OCT [ 06/15/93  1:23 PM ]	;;V1.0	9	1	N
A1BFTRR7	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFTRR7.m	61	3400	A1BFTRR7 ;ALBANY ISC ; RESPONSE TIME REPORT FINAL AVERAGES ; ECF ; 23OCT [ 06/15/93  1:17 PM ]	;;V1.0	5	8	N
A1BFTRR9	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFTRR9.m	16	1083	A1BFTRR9 ;ALBANY ISC ; Set up UTILITY for RTM Report ; ECF ; 24OCT92 [ 05/20/93  2:02 PM ]	;;V1.0	3	1	N
A1BFVER	A1BF Response Time	/opt/VistA-M/Packages/A1BF Response Time/Routines/A1BFVER.m	25	899	A1BFVER ;ALBANY ISC ; ECF ; 1 MAR93 2:03 PM [ 05/21/93  10:28 AM ]	;;V1.0	5	1	N
A1BGCLN	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1BGCLN.m	22	1001	A1BGCLN ;ALB/MIR - CLEAN-UP SERVER, MAILGROUP, AND TEMPLATE ; 25 NOV 92	;; Version 1.0 ; PATIENT ADDRESS COLLECTION ;; 20-NOV-92	1	15	N
A1BGPOST	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1BGPOST.m	32	1674	A1BGPOST ;ALB/MLI - POST-INIT TO CREATE MAILGROUP FOR PAC ; 24 NOV 92	;; Version 2.0 ; PATIENT ADDRESS COLLECTION ;; 24-NOV-92	4	5	N
A1BGS	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1BGS.m	82	3622	A1BGS ;ALB/RLW - PATIENT ADDRESS COLLECTION (SITE SIDE) ; AUG 19 1992	;; Version 2.0 ; PATIENT ADDRESS COLLECTION ;; 21-SEP-92	7	31	N
A1BHLDRS	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1BHLDRS.m	78	3493	A1BHLDRS ;ISC1/JAS;MAIN DRIVER FOR ENTERING LDRS DATA ;[ 02/23/93  8:57 AM ]	;;V1.0;;	12	1	N
A1BHRESO	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1BHRESO.m	39	1878	A1BHRESO ;ISC1/JAS;ENTER/EDIT RESOLUTION [ 02/23/93  8:57 AM ]	;;V1.0	5	1	N
A1BHSER1	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1BHSER1.m	39	1182	A1BHSER1 ;ISC1/JAS;PROCESS THE A1BH LDRS UPDATE VIA SERVER [ 01/08/93  4:16 PM ]	;;V1.0;;	8	1	N
A1BHSERV	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1BHSERV.m	53	1720	A1BHSERV ;ISC1/JAS;PROCESS THE A1BH LDRS ENTRY VIA SERVER [ 01/15/93  9:22 AM ]	;;V1.0;;	10	2	N
A1BM1	MCCR Backbilling	/opt/VistA-M/Packages/MCCR Backbilling/Routines/A1BM1.m	52	3980	A1BM1 ;ALB/QAD - BACK BILLING STORAGE, CONTINUED ; 22 AUG 90	;;BACK BILLING 1.0;	11	3	N
A1BMCRP	MCCR Backbilling	/opt/VistA-M/Packages/MCCR Backbilling/Routines/A1BMCRP.m	40	2325	A1BMCRP ;ALB/AAS - SCAN FILE 2 FOR NUMERICS IN 1ST PIECE ^(0) - 17-NOV-89	;;1.00	10	5	N
A1BTRCLN	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1BTRCLN.m	42	2367	A1BTRCLN ;AISC/CMR - CLEAN UP DUPLICATE CNH RATES ;20APR94	;;1.0;;;APR 20, 1994	8	2	N
A1BULOOK	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1BULOOK.m	20	1023	A1BULOOK ;CODE TO OPEN DOS FILE FROM MSM FOR READ ACCESS [ 07/03/96  2:18 PM ]	;;	8	3	N
A1CB1	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CB1.m	24	716	A1CB1 ;ISC1/JAS;SET THE BEGINNING TIME OF ZTRTN [ 12/22/92  10:19 AM ]	;;V1.0	3	1	N
A1CB2	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CB2.m	6	205	A1CB2 ;ISC1/JAS;SET THE ENDING TIME OF ZTRTN [ 01/12/93  3:09 PM ]	;;V1.0	1	2	N
A1CBBACK	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CBBACK.m	18	1035	A1CBSET(ZTSK,ZTRTN,ZTDTH,ZTDESC,ZTC1) ;ISC1/JAS;PARAMETER PASSING ROUTINE ;[ 11/24/92  1:14 PM ]	;;V0.1;;	3	2	N
A1CBCLN	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CBCLN.m	32	1133	A1CBCLN ;ISC1/JAS;ROUTINE TO CLEAN UP NODES IN %A1CB ;[ 12/03/92  8:16 AM ]	;;V1.0;;	4	1	N
A1CBCNT	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CBCNT.m	34	1118	A1CBCNT ; ;[ 12/09/92  11:04 AM ]	;;V1.0;;	4	1	N
A1CBD	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CBD.m	69	2429	A1CBD ; ;[ 04/29/93  11:22 AM ]	;;V1.0;;	9	1	N
A1CBD1	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CBD1.m	32	1206	A1CBD1 ; ;[ 04/29/93  11:18 AM ]	;;V1.0;;	3	1	N
A1CBDESC	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CBDESC.m	35	1208	A1CBDESC ; ;[ 04/29/93  11:36 AM ]	;;V1.0;;	4	1	N
A1CBLABL	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CBLABL.m	35	1212	A1CBLABL ; ;[ 04/29/93  11:23 AM ]	;;V1.0;;	4	1	N
A1CBRPT	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CBRPT.m	70	2711	A1CBRPT ; isc1/jas;routine to report task data;[ 05/14/93  5:04 PM ]	;;V1.0;;	7	11	N
A1CBRPT1	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CBRPT1.m	74	2866	A1CBRPT1 ; isc1/jas;routine to report task data;[ 05/07/93  3:24 PM ]	;;V1.0;;	7	11	N
A1CBSET	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CBSET.m	18	1086	A1CBSET ;ISC1/JAS;CREATE NODE-COUNT FUTURE TASK DATA ;[ 12/15/92  2:45 PM ]	;;V1.0;;	9	1	N
A1CBTRND	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CBTRND.m	32	933	A1CBTRND ; ;[ 05/03/93  12:20 PM ]	;;V1.0;;	5	1	N
A1CGCMP	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CGCMP.m	46	3135	A1CGCMP ;JSH/TROY ; 22 OCT 87 10:29 AM	;;GLOBAL COMPARE OF PACKAGES	19	14	N
A1CGCMP1	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CGCMP1.m	31	2280	A1CGCMP1 ;JSH/TROY;10/23/87;GLOBAL/PACKAGE COMPARE		11	3	N
A1CGCMP2	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CGCMP2.m	14	994	A1CGCMP2 ;JSH/TROY;10/29/87;DD COMPARE		5	2	N
A1CGCMP3	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CGCMP3.m	11	594	A1CGCMP3 ;JSH/TROY;30 OCT 87;PACKAGE/FILE COMPARE		4	2	N
A1CGCMPJ	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CGCMPJ.m	11	604	A1CGCMPJ ;JSH/TROY;30 OCT 87;PACKAGE/FILE COMPARE		4	2	N
A1CHASK	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CHASK.m	17	999	A1CHASK ;ALB/ - INPATIENT/OUTPATIENT MEANS TEST REPORTS ; 27 DEC 88 1146	;;V 1.0	4	2	N
A1CHIP1	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CHIP1.m	43	3122	A1CHIP1 ;ALB/ - OUTPUT TOT DISCH BY MEANS TEST CAT ; 23 DEC 88@0957	;;V 1.3	12	5	N
A1CHIP2	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CHIP2.m	39	3642	A1CHIP2 ;ALB/ - OUTPUT TOT DISCH BY MEANS TST/ELIGIBILITY; JAN 9 1989 @ 1507	;;V 1.3	5	3	N
A1CHISM	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CHISM.m	39	2691	A1CHISM ;ALB/ - INPATIENT WORKLOAD SUMMARY ; 2/28/89 1600	;;V 1.3	6	7	N
A1CHISM1	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CHISM1.m	24	1757	A1CHISM1 ;ALB/ - INPATIENT WORKLOAD SUMMARY, TOTALS ; 3/1/89 1500	;;V 1.3	3	3	N
A1CHOP1	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CHOP1.m	35	2472	A1CHOP1 ;ALB/ - OUTPUT TOT VISITS,CAT B&C, NON-VETS FROM OPC FILE ; 21 DEC 88@0900	;;V 1.3	9	6	N
A1CHOP2	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CHOP2.m	41	3286	A1CHOP2 ;ALB/ - OUTPUT TOT VISITS,CAT B&C, NON-VETS FROM OPC FILE ; JAN 9 1989 @ 1507	;;V 1.3	6	7	N
A1CHOSM	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CHOSM.m	36	2620	A1CHOSM ;ALB/ - OUTPATIENT WORKLOAD SUMMARY ; 2/28/89 1600	;;V 1.3	5	8	N
A1CHOSM1	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CHOSM1.m	25	1790	A1CHOSM1 ;ALB/ - OUTPATIENT WORKLOAD SUMMARY, TOTALS ; 3/1/89 1500	;;V 1.3	3	3	N
A1CHRVW	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CHRVW.m	28	1636	A1CHRVW ;ALB/ - REVIEW MEANS TST DATA PRIOR TO TRANSMISSION ; JAN 9 1989 @ 1053	;;V 1.3	7	1	N
A1CHTOT	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CHTOT.m	33	2908	A1CHTOT ;ALB/ - PRINT TOTALS FOR OUTPUT REPORTS ; 2/22/89 1420	;;V 1.3	4	3	N
A1CHUTL	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CHUTL.m	50	2943	A1CHUTL ;ALB/ - INITIALIZE ARRAYS FOR A1CHIP1/A1CHOP1 & TOTAL ; JAN-13-1989 @ 0854	;;V 1.3	7	18	N
A1CIOPC	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CIOPC.m	7	486	A1CIOPC ;np/isc-a;checks file 43.1 for data integrity ; ;6/7/89  1:24 PM		2	0	N
A1CKC	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CKC.m	438	16964	A1CKC ; GENERATED FROM 'A1CK VARO/DHCP' INPUT TEMPLATE(#1994), FILE 2;06/22/22		114	22	N
A1CKC1	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CKC1.m	9	482	A1CKC1 ; ;06/22/22		1	0	N
A1CKC10	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CKC10.m	152	5979	A1CKC10 ; ;06/22/22		49	4	N
A1CKC2	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CKC2.m	9	482	A1CKC2 ; ;06/22/22		1	0	N
A1CKC3	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CKC3.m	9	482	A1CKC3 ; ;06/22/22		1	0	N
A1CKC4	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CKC4.m	9	482	A1CKC4 ; ;06/22/22		1	0	N
A1CKC5	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CKC5.m	12	583	A1CKC5 ; ;06/22/22		1	1	N
A1CKC6	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CKC6.m	12	569	A1CKC6 ; ;06/22/22		1	1	N
A1CKC7	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CKC7.m	4	143	A1CKC7 ; ;06/22/22		1	0	N
A1CKC8	Albany OIFO	/opt/VistA-M/Packages/Albany OIFO/Routines/A1CKC8.m	4	191	A1CKC8 ; ;06/22/22		1	0	N
