routine_name	package	source_path	line_count	byte_size	first_line_comment	version_line	tag_count	comment_line_count	is_percent_routine
LEXABC	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXABC.m	229	10902	LEXABC ;ISL/KER - Look-up by Code ;04/19/2020	;;2.0;LEXICON UTILITY;**4,25,26,29,38,73,51,80,103,127**;Sep 23, 1996;Build 1	22	47	N
LEXABC2	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXABC2.m	126	6614	LEXABC2 ;ISL/KER - Look-up by Code (part 2) ;05/23/2017	;;2.0;LEXICON UTILITY;**4,80,103**;Sep 23, 1996;Build 2	10	37	N
LEXAFIL	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXAFIL.m	15	414	LEXAFIL ;ISL/KER - Lookup Filter ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	2	9	N
LEXAI	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXAI.m	35	1814	LEXAI ;ISL/KER - Look-up by IEN ;05/23/2017	;;2.0;LEXICON UTILITY;**103**;Sep 23, 1996;Build 2	2	15	N
LEXAL	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXAL.m	267	12708	LEXAL ;ISL/KER - Look-up List (Global) ;05/23/2017	;;2.0;LEXICON UTILITY;**6,55,80,103**;Sep 23, 1996;Build 2	17	66	N
LEXAL2	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXAL2.m	70	3536	LEXAL2 ;ISL/KER - Look-up List (Array) ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	7	21	N
LEXALK	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXALK.m	151	6310	LEXALK ;ISL/KER - Look-up by Words ;05/23/2017	;;2.0;LEXICON UTILITY;**2,3,6,25,51,80,103**;Sep 23, 1996;Build 2	12	40	N
LEXAM	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXAM.m	102	4453	LEXAM ;ISL/KER - Look-up Misc (Setup/Parse) ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	6	31	N
LEXAR	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXAR.m	157	5057	LEXAR ;ISL/KER - Look-up (Interpret User Response) ;04/21/2014	;;2.0;LEXICON UTILITY;**3,19,25,55,80**;Sep 23, 1996;Build 1	18	58	N
LEXAR2	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXAR2.m	26	820	LEXAR2 ;ISL/KER - Look-up Response (up arrow/jump/null) ;05/23/2017	;;2.0;LEXICON UTILITY;**80,103**;Sep 23, 1996;Build 2	4	8	N
LEXAR3	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXAR3.m	203	9028	LEXAR3 ;ISL/KER - Look-up Response (Help, Def, MAX) ;05/23/2017	;;2.0;LEXICON UTILITY;**73,80,103**;Sep 23, 1996;Build 2	13	18	N
LEXAR4	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXAR4.m	72	3015	LEXAR4 ;ISL/KER - Look-up Response (Select Entry) ;05/23/2017	;;2.0;LEXICON UTILITY;**4,5,6,25,55,80,103**;Sep 23, 1996;Build 2	9	15	N
LEXAR5	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXAR5.m	188	7891	LEXAR5 ;ISL/KER - Look-up Response (Select Entry) ;05/23/2017	;;2.0;LEXICON UTILITY;**14,25,26,38,55,73,80,103**;Sep 23, 1996;Build 2	21	18	N
LEXAR6	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXAR6.m	136	7070	LEXAR6 ;ISL/KER - Look-up Response (Unresolved Narr) ;04/21/2014	;;2.0;LEXICON UTILITY;**3,9,11,80**;Sep 23, 1996;Build 1	28	36	N
LEXAR7	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXAR7.m	94	4625	LEXAR7 ;ISL/KER - Look-up Response (MAIL) ;04/21/2014	;;2.0;LEXICON UTILITY;**9,25,73,80**;Sep 23, 1996;Build 1	12	29	N
LEXAR8	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXAR8.m	236	12920	LEXAR8 ;ISL/KER - Look-up Response (CONCEPT USAGE update) ;05/23/2017	;;2.0;LEXICON UTILITY;**103**;Sep 23, 1996;Build 2	12	50	N
LEXAS	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXAS.m	50	2126	LEXAS ;ISL/KER - Look-up Check Input ;04/21/2014	;;2.0;LEXICON UTILITY;**4,80**;Sep 23, 1996;Build 1	5	2	N
LEXAS2	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXAS2.m	95	3326	LEXAS2 ;ISL/KER - Look-up Check Input (ONE) ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	3	39	N
LEXAS3	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXAS3.m	60	1762	LEXAS3 ;ISL/KER - Look-up Check Input (SHIFT) ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	6	16	N
LEXAS4	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXAS4.m	65	2567	LEXAS4 ;ISL/KER - Look-up Check Input (DBL,REM) ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	4	19	N
LEXAS5	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXAS5.m	95	3632	LEXAS5 ;ISL/KER - Look-up Check Input (SPLIT) ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	8	20	N
LEXAS6	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXAS6.m	77	2454	LEXAS6 ;ISL/KER - Look-up Check Input (TRIM,EXP,TP,SCH) ;04/21/2014	;;2.0;LEXICON UTILITY;**41,80**;Sep 23, 1996;Build 1	6	33	N
LEXAS7	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXAS7.m	113	3911	LEXAS7 ;ISL/KER - Look-up Check Input (LC,TC) ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	9	19	N
LEXASC	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXASC.m	72	2959	LEXASC ;ISL/KER - Look-up by Shortcuts ;05/23/2017	;;2.0;LEXICON UTILITY;**25,80,103**;Sep 23, 1996;Build 2	7	29	N
LEXASO	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXASO.m	163	7177	LEXASO ;ISL/KER - Look-up Display String (Sources) ;05/23/2017	;;2.0;LEXICON UTILITY;**25,32,73,80,103**;Sep 23, 1996;Build 2	10	75	N
LEXCODE	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXCODE.m	258	10890	LEXCODE ;ISL/KER - Retrieval of IEN^Term based on Code ;04/21/2014	;;2.0;LEXICON UTILITY;**25,73,80**;Sep 23, 1996;Build 1	8	127	N
LEXDCC	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDCC.m	49	1998	LEXDCC ;ISL/KER - Default Display ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	6	25	N
LEXDCCC	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDCCC.m	69	2735	LEXDCCC ;ISL/KER - Default Display - Create ;05/23/2017	;;2.0;LEXICON UTILITY;**80,103**;Sep 23, 1996;Build 2	6	32	N
LEXDCCS	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDCCS.m	89	3567	LEXDCCS ;ISL/KER - Default Display - Select ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	11	34	N
LEXDCX	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDCX.m	55	2101	LEXDCX ;ISL/KER - Default Shortcut Context ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	6	31	N
LEXDCXS	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDCXS.m	135	4451	LEXDCXS ;ISL/KER - Default Context - Select ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	19	33	N
LEXDD1	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDD1.m	128	4678	LEXDD1 ;ISL/KER - Display Defaults ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	13	14	N
LEXDD2	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDD2.m	42	1549	LEXDD2 ;ISL/KER - Display Defaults - Build List ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	4	8	N
LEXDD3	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDD3.m	28	808	LEXDD3 ;ISL/KER - Display Defaults - Display List ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	5	8	N
LEXDD4	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDD4.m	99	3480	LEXDD4 ;ISL/KER - Display Defaults - List Elements ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	10	15	N
LEXDDS	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDDS.m	42	1424	LEXDDS ;ISL/KER - Display Defaults - Single User ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	6	23	N
LEXDDSD	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDDSD.m	73	2914	LEXDDSD ;ISL/KER - Display Defaults - Single User Disp ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	8	8	N
LEXDDSP	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDDSP.m	99	3802	LEXDDSP ;ISL/KER - Display Defaults - Single User Parse ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	12	16	N
LEXDDSS	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDDSS.m	39	1462	LEXDDSS ;ISL/KER - Display Defaults - Single User Save ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	12	10	N
LEXDDT1	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDDT1.m	64	2091	LEXDDT1 ;ISL/KER - Display Defaults - Translate String ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	12	9	N
LEXDDT2	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDDT2.m	48	1761	LEXDDT2 ;ISL/KER - Display Defaults - Concatenate Text ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	7	8	N
LEXDDTC	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDDTC.m	31	999	LEXDDTC ;ISL/KER - Display Defaults - Shortcut Context ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	3	12	N
LEXDDTD	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDDTD.m	34	1078	LEXDDTD ;ISL/KER - Display Defaults - Display ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	4	9	N
LEXDDTF	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDDTF.m	93	3603	LEXDDTF ;ISL/KER - Display Defaults - Filter ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	8	10	N
LEXDDTV	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDDTV.m	46	1678	LEXDDTV ;ISL/KER - Display Defaults - Vocabulary ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	3	14	N
LEXDFL	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDFL.m	55	2046	LEXDFL ;ISL/KER - Default Filter ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	6	25	N
LEXDFLC	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDFLC.m	35	907	LEXDFLC ;ISL/KER - Default Filter - Create ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	2	24	N
LEXDFLS	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDFLS.m	112	3879	LEXDFLS ;ISL/KER - Default Filter - Select ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	14	39	N
LEXDFLT	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDFLT.m	31	1005	LEXDFLT ;ISL-KER - Default Filter - Filter Type ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	2	20	N
LEXDFN	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDFN.m	88	3929	LEXDFN ;ISL/KER - Default Names ;04/21/2014	;;2.0;LEXICON UTILITY;**6,80**;Sep 23, 1996;Build 1	11	14	N
LEXDFN2	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDFN2.m	57	3023	LEXDFN2 ;ISL/KER - Default Names ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	5	8	N
LEXDFSB	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDFSB.m	46	1647	LEXDFSB ;ISL/KER - Default Filter - Include/Exclude ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	3	23	N
LEXDFSE	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDFSE.m	96	3670	LEXDFSE ;ISL/KER - Default Filter - Exclude Semantics ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	13	28	N
LEXDFSI	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDFSI.m	82	2957	LEXDFSI ;ISL/KER - Default Filter - Include Semantics ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	13	25	N
LEXDFSO	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDFSO.m	53	2133	LEXDFSO ;ISL/KER - Default Filter - Sources ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	7	16	N
LEXDFSS	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDFSS.m	81	3963	LEXDFSS ;ISL/KER - Default Filter - Semantics/Sources ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	7	20	N
LEXDFST	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDFST.m	47	1976	LEXDFST ;ISL/KER - Default Filter - Semantic Types ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	6	16	N
LEXDM	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDM.m	75	3461	LEXDM ;ISL/KER - Default Misc - Mod/Del Sel/Create ;04/21/2014	;;2.0;LEXICON UTILITY;**81,80**;Sep 23, 1996;Build 1	6	25	N
LEXDM2	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDM2.m	74	3349	LEXDM2 ;ISL/KER - Default Misc - Ask to delete ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	7	31	N
LEXDM3	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDM3.m	34	1288	LEXDM3 ;ISL/KER - Default Misc - Name Default ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	4	14	N
LEXDM4	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDM4.m	110	5613	LEXDM4 ;ISL/KER - Default Misc - Files/User/Service ;04/21/2014	;;2.0;LEXICON UTILITY;**4,80**;Sep 23, 1996;Build 1	13	14	N
LEXDMG	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDMG.m	94	3272	LEXDMG ;ISL/KER - Defaults - Manager Options ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	9	31	N
LEXDMGO	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDMGO.m	53	1904	LEXDMGO ;ISL/KER - Defaults - Manager/Overwrite ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	8	13	N
LEXDMGS	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDMGS.m	42	1996	LEXDMGS ;ISL/KER - Defaults - Manager/Search Threshold ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	4	9	N
LEXDMGT	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDMGT.m	112	4012	LEXDMGT ;ISL/KER - Defaults - Manager/Update ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	16	42	N
LEXDMGU	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDMGU.m	113	4063	LEXDMGU ;ISL/KER - Defaults - Manager/User Group ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	14	35	N
LEXDMGV	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDMGV.m	85	3050	LEXDMGV ;ISL/KER - Defaults - Manager/Verify ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	10	26	N
LEXDSV	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDSV.m	63	2335	LEXDSV ;ISL/KER - Defaults - Save ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	3	28	N
LEXDVO	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDVO.m	55	2059	LEXDVO ;ISL/KER - Default Vocabulary ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	6	30	N
LEXDVOS	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXDVOS.m	103	3586	LEXDVOS ;ISL/KER - Default Vocabulary - Select ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	14	29	N
LEXEDF1	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXEDF1.m	93	3898	LEXEDF1 ;ISL/KER - Edit/Display a Definition (Part 1) ;04/21/2014	;;2.0;LEXICON UTILITY;**3,25,80**;Sep 23, 1996;Build 1	9	11	N
LEXEDF2	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXEDF2.m	109	4763	LEXEDF2 ;ISL/KER - Edit/Display a Definition (Part 2) ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	12	9	N
LEXERF	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXERF.m	57	2715	LEXERF ;ISL/KER - Functions for Exc/Rep Words ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	6	19	N
LEXERI	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXERI.m	95	5074	LEXERI ;ISL/KER - Exc/Rep Word Input Transformations ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	7	11	N
LEXHLP	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXHLP.m	142	7225	LEXHLP ;ISL/KER - Help/input transformations ;04/21/2014	;;2.0;LEXICON UTILITY;**11,80**;Sep 23, 1996;Build 1	15	14	N
LEXHLP2	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXHLP2.m	150	6396	LEXHLP2 ;ISL/KER - Look-up Response (Help Text) ;05/23/2017	;;2.0;LEXICON UTILITY;**80,103**;Sep 23, 1996;Build 2	15	24	N
LEXINF	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXINF.m	137	7599	LEXINF ;ISL/KER - Information - Main ;05/23/2017	;;2.0;LEXICON UTILITY;**103**;Sep 23, 1996;Build 2	19	22	N
LEXINF2	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXINF2.m	353	18456	LEXINF2 ;ISL/KER - Information - Code ;05/23/2017	;;2.0;LEXICON UTILITY;**103**;Sep 23, 1996;Build 2	16	164	N
LEXINF3	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXINF3.m	342	17508	LEXINF3 ;ISL/KER - Information - Term ;05/23/2017	;;2.0;LEXICON UTILITY;**103**;Sep 23, 1996;Build 2	14	161	N
LEXINF4	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXINF4.m	231	11164	LEXINF4 ;ISL/KER - Information - Lookup ;05/23/2017	;;2.0;LEXICON UTILITY;**103**;Sep 23, 1996;Build 2	21	43	N
LEXINF5	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXINF5.m	215	12771	LEXINF5 ;ISL/KER - Information - Display ;05/23/2017	;;2.0;LEXICON UTILITY;**103**;Sep 23, 1996;Build 2	25	20	N
LEXLK	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXLK.m	48	1695	LEXLK ;ISL/KER - Demo Look Up ;05/23/2017	;;2.0;LEXICON UTILITY;**80,103**;Sep 23, 1996;Build 2	9	8	N
LEXLK2	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXLK2.m	229	10453	LEXLK2 ;ISL/KER - Look Up - Expression Attributes ;05/23/2017	;;2.0;LEXICON UTILITY;**6,19,80,103**;Sep 23, 1996;Build 2	27	11	N
LEXMTLU	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXMTLU.m	44	1704	LEXMTLU ;ISL/KER - Setup Appl/User Defaults for Look-up ;04/21/2014	;;2.0;LEXICON UTILITY;**11,80**;Sep 23, 1996;Build 1	6	9	N
LEXMUCUM	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXMUCUM.m	40	1734	LEXMUCUM ;SLC/PKR - UCUM APIs. ;09/04/2015	;;2.0;LEXICON UTILITY;**102**;Sep 23, 1996;Build 20	4	9	N
LEXNDX1	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXNDX1.m	94	4484	LEXNDX1 ;ISL/KER - Set/kill indexes (Part 1) ;05/23/2017	;;2.0;LEXICON UTILITY;**80,103**;Sep 23, 1996;Build 2	9	17	N
LEXNDX2	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXNDX2.m	130	5843	LEXNDX2 ;ISL/KER - Set/kill indexes (Part 2) ;05/23/2017	;;2.0;LEXICON UTILITY;**51,80,103**;Sep 23, 1996;Build 2	14	10	N
LEXNDX3	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXNDX3.m	66	2931	LEXNDX3 ;ISL/KER - Set/kill indexes (Part 3) Link ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	6	9	N
LEXNDX4	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXNDX4.m	113	5267	LEXNDX4 ;ISL/KER - Set/kill indexes (Part 4) Link ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	9	10	N
LEXNDX5	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXNDX5.m	48	2141	LEXNDX5 ;ISL/KER - Set/kill indexes (Part 5) Link ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	9	9	N
LEXNDX6	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXNDX6.m	105	4618	LEXNDX6 ;ISL/KER - Set/kill indexes (Misc) ;05/23/2017	;;2.0;LEXICON UTILITY;**80,86,103**;Sep 23, 1996;Build 2	10	16	N
LEXNDX8	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXNDX8.m	217	9487	LEXNDX8 ;ISL/KER - Set/kill indexes 757.02 ;05/23/2017	;;2.0;LEXICON UTILITY;**25,73,80,103**;Sep 23, 1996;Build 2	19	47	N
LEXNDX9	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXNDX9.m	136	6293	LEXNDX9 ;ISL/KER - Set/kill indexes 757.07/757.33 ;05/23/2017	;;2.0;LEXICON UTILITY;**73,103**;Sep 23, 1996;Build 2	20	28	N
LEXPRNT	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXPRNT.m	84	3626	LEXPRNT ;ISL/KER - Print Utilities for the Lexicon ;04/21/2014	;;2.0;LEXICON UTILITY;**80**;Sep 23, 1996;Build 1	9	9	N
LEXQC	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXQC.m	117	5794	LEXQC ;ISL/KER - Query - Changes - Extract ;05/23/2017	;;2.0;LEXICON UTILITY;**62,80,103**;Sep 23, 1996;Build 2	12	17	N
LEXQC2	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXQC2.m	93	3428	LEXQC2 ;ISL/KER - Query - Changes - Save ;04/21/2014	;;2.0;LEXICON UTILITY;**62,80**;Sep 23, 1996;Build 1	12	14	N
LEXQC3	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXQC3.m	133	6442	LEXQC3 ;ISL/KER - Query - Changes - ICD/ICP/10D/10P ;05/23/2017	;;2.0;LEXICON UTILITY;**80,103**;Sep 23, 1996;Build 2	8	36	N
LEXQC4	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXQC4.m	219	10908	LEXQC4 ;ISL/KER - Query - Changes - CPT/MOD ;05/23/2017	;;2.0;LEXICON UTILITY;**80,103**;Sep 23, 1996;Build 2	4	18	N
LEXQC5	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXQC5.m	166	8294	LEXQC5 ;ISL/KER - Query - Changes - Duplicate Text ;05/23/2017	;;2.0;LEXICON UTILITY;**103**;Sep 23, 1996;Build 2	12	49	N
LEXQC6	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXQC6.m	180	9198	LEXQC6 ;ISL/KER - Query - Changes - Summary ;05/23/2017	;;2.0;LEXICON UTILITY;**103**;Sep 23, 1996;Build 2	20	19	N
LEXQCM	Lexicon Utility	/opt/VistA-M/Packages/Lexicon Utility/Routines/LEXQCM.m	162	9937	LEXQCM ;ISL/KER - Query - CPT Modifiers - Extract ;05/23/2017	;;2.0;LEXICON UTILITY;**62,68,80,103**;Sep 23, 1996;Build 2	12	47	N
