entity_id	entity_type	canonical_name	mention_count	vista_tsv	vista_key_column	vista_key_value	join_method	join_confidence
global:^ACK	global	^ACK	123	code-model/routine-globals.tsv	global_name	ACK	global-caret-strip-ci	moderate
global:^ACKQAG01	global	^ACKQAG01	8				none	undetermined
global:^ACKQAG02	global	^ACKQAG02	7				none	undetermined
global:^ACKQAG03	global	^ACKQAG03	5				none	undetermined
global:^ACKQAG04	global	^ACKQAG04	6				none	undetermined
global:^ACKQAG05	global	^ACKQAG05	15				none	undetermined
global:^ACKQAG06	global	^ACKQAG06	6				none	undetermined
global:^ACL	global	^ACL	32				none	undetermined
global:^ACLSET	global	^ACLSET	8				none	undetermined
global:^ACR	global	^ACR	1				none	undetermined
global:^ACTION	global	^ACTION	1				none	undetermined
global:^ACTIVE	global	^ACTIVE	10				none	undetermined
global:^ACTUAL	global	^ACTUAL	11				none	undetermined
global:^ACTV	global	^ACTV	1				none	undetermined
global:^ACTVT	global	^ACTVT	1				none	undetermined
global:^ACUTE	global	^ACUTE	1				none	undetermined
global:^ACUTUAL	global	^ACUTUAL	1				none	undetermined
global:^ACYCLOVIR	global	^ACYCLOVIR	1				none	undetermined
global:^AD	global	^AD	19				none	undetermined
global:^AD1	global	^AD1	1				none	undetermined
global:^AD2	global	^AD2	1				none	undetermined
global:^AD3	global	^AD3	1				none	undetermined
global:^ADD1	global	^ADD1	1				none	undetermined
global:^ADD2	global	^ADD2	1				none	undetermined
global:^ADDED	global	^ADDED	2				none	undetermined
global:^ADDENDED	global	^ADDENDED	2				none	undetermined
global:^ADDFIFTEEN	global	^ADDFIFTEEN	2				none	undetermined
global:^ADDRESS	global	^ADDRESS	6				none	undetermined
global:^ADDSIXTEEN	global	^ADDSIXTEEN	1				none	undetermined
global:^ADEP	global	^ADEP	1				none	undetermined
global:^ADEP2	global	^ADEP2	1				none	undetermined
global:^ADET	global	^ADET	1				none	undetermined
global:^ADM	global	^ADM	2				none	undetermined
global:^ADMINISTRATIVE	global	^ADMINISTRATIVE	1				none	undetermined
global:^ADMISSION	global	^ADMISSION	5				none	undetermined
global:^ADOC	global	^ADOC	2				none	undetermined
global:^ADP	global	^ADP	1				none	undetermined
global:^ADR	global	^ADR	2				none	undetermined
global:^ADT	global	^ADT	47				none	undetermined
global:^ADTEMPLOYEE	global	^ADTEMPLOYEE	2				none	undetermined
global:^ADTPATIENT	global	^ADTPATIENT	1				none	undetermined
global:^ADTPROVIDER	global	^ADTPROVIDER	15				none	undetermined
global:^ADU	global	^ADU	1				none	undetermined
global:^ADVANCE	global	^ADVANCE	7				none	undetermined
global:^ADVANT	global	^ADVANT	1				none	undetermined
global:^ADVB	global	^ADVB	1				none	undetermined
global:^ADVERSE	global	^ADVERSE	5				none	undetermined
global:^AE	global	^AE	21				none	undetermined
global:^AEFT	global	^AEFT	1				none	undetermined
global:^AEOB	global	^AEOB	1				none	undetermined
global:^AEOB1	global	^AEOB1	1				none	undetermined
global:^AERA	global	^AERA	1				none	undetermined
global:^AEROCHAMBER	global	^AEROCHAMBER	2				none	undetermined
global:^AEROSOL	global	^AEROSOL	3				none	undetermined
global:^AEX	global	^AEX	1				none	undetermined
global:^AEXC	global	^AEXC	2				none	undetermined
global:^AF	global	^AF	5				none	undetermined
global:^AFD	global	^AFD	1				none	undetermined
global:^AFL	global	^AFL	1				none	undetermined
global:^AFR	global	^AFR	11				none	undetermined
global:^AFTER	global	^AFTER	2				none	undetermined
global:^AG	global	^AG	3				none	undetermined
global:^AGE	global	^AGE	1				none	undetermined
global:^AGENT	global	^AGENT	2				none	undetermined
global:^AH	global	^AH	3				none	undetermined
global:^AH200	global	^AH200	1				none	undetermined
global:^AI	global	^AI	2				none	undetermined
global:^AINUSE	global	^AINUSE	1				none	undetermined
global:^AIR	global	^AIR	9				none	undetermined
global:^AIRPLANE	global	^AIRPLANE	2				none	undetermined
global:^AISTAT	global	^AISTAT	1				none	undetermined
global:^AJ	global	^AJ	2				none	undetermined
global:^AK	global	^AK	1				none	undetermined
global:^AKEY1	global	^AKEY1	1				none	undetermined
global:^AKEY2	global	^AKEY2	1				none	undetermined
global:^AKF	global	^AKF	1	code-model/routine-globals.tsv	global_name	AKF	global-caret-strip-ci	moderate
global:^AL	global	^AL	181				none	undetermined
global:^ALAMEDA	global	^ALAMEDA	6				none	undetermined
global:^ALBANY	global	^ALBANY	6				none	undetermined
global:^ALBUMIN	global	^ALBUMIN	1				none	undetermined
global:^ALBUTEROL	global	^ALBUTEROL	7				none	undetermined
global:^ALCOHOL	global	^ALCOHOL	4				none	undetermined
global:^ALF	global	^ALF	3				none	undetermined
global:^ALKALINE	global	^ALKALINE	2				none	undetermined
global:^ALL	global	^ALL	141				none	undetermined
global:^ALLERGIES	global	^ALLERGIES	15				none	undetermined
global:^ALLERGY	global	^ALLERGY	2				none	undetermined
global:^ALLP	global	^ALLP	2				none	undetermined
global:^ALOC	global	^ALOC	1				none	undetermined
global:^ALOCK	global	^ALOCK	1				none	undetermined
global:^ALOG	global	^ALOG	1				none	undetermined
global:^ALPHA	global	^ALPHA	1				none	undetermined
global:^ALREADY	global	^ALREADY	1				none	undetermined
global:^ALS	global	^ALS	2				none	undetermined
global:^ALW	global	^ALW	1				none	undetermined
global:^ALWA	global	^ALWA	1				none	undetermined
global:^ALWAYS	global	^ALWAYS	4				none	undetermined
global:^ALZHEIMER	global	^ALZHEIMER	2				none	undetermined
global:^AM	global	^AM	1				none	undetermined
global:^AM10	global	^AM10	1				none	undetermined
global:^AM900	global	^AM900	3				none	undetermined
global:^AMATCH	global	^AMATCH	2				none	undetermined
global:^AMB	global	^AMB	2				none	undetermined
global:^AMCCF	global	^AMCCF	2				none	undetermined
global:^AMER	global	^AMER	2				none	undetermined
global:^AMERICAN	global	^AMERICAN	4				none	undetermined
global:^AMIKACN	global	^AMIKACN	3				none	undetermined
global:^AMINO	global	^AMINO	2				none	undetermined
global:^AMINOPHYLLIN	global	^AMINOPHYLLIN	1				none	undetermined
global:^AMIODARONE	global	^AMIODARONE	3				none	undetermined
global:^AMOUNT	global	^AMOUNT	4				none	undetermined
global:^AMP	global	^AMP	1				none	undetermined
global:^AMPICILLIN	global	^AMPICILLIN	1				none	undetermined
global:^AMPICLN	global	^AMPICLN	4				none	undetermined
global:^AMSEQ	global	^AMSEQ	1				none	undetermined
global:^AN	global	^AN	1				none	undetermined
global:^AN01	global	^AN01	1				none	undetermined
global:^AN03	global	^AN03	1				none	undetermined
global:^AND	global	^AND	7				none	undetermined
global:^ANDY	global	^ANDY	6				none	undetermined
global:^ANES	global	^ANES	1				none	undetermined
global:^ANGIO	global	^ANGIO	15				none	undetermined
global:^ANTHRAX	global	^ANTHRAX	1				none	undetermined
global:^ANTIBIOTIC	global	^ANTIBIOTIC	5				none	undetermined
global:^ANTIDOTES	global	^ANTIDOTES	4				none	undetermined
global:^ANURS	global	^ANURS	3				none	undetermined
global:^ANV	global	^ANV	1				none	undetermined
global:^ANYCITY	global	^ANYCITY	2				none	undetermined
global:^ANYSITE1	global	^ANYSITE1	1				none	undetermined
global:^ANYSTATE	global	^ANYSTATE	1				none	undetermined
global:^ANYTOWN	global	^ANYTOWN	4				none	undetermined
global:^ANYWHERE	global	^ANYWHERE	2				none	undetermined
global:^AO	global	^AO	1				none	undetermined
global:^AP	global	^AP	12				none	undetermined
global:^APOST	global	^APOST	1				none	undetermined
global:^APP	global	^APP	3				none	undetermined
global:^APPOINTMENT	global	^APPOINTMENT	1				none	undetermined
global:^APPR	global	^APPR	1				none	undetermined
global:^APR	global	^APR	2				none	undetermined
global:^APR26	global	^APR26	2				none	undetermined
global:^APT	global	^APT	2				none	undetermined
global:^AR	global	^AR	6				none	undetermined
global:^ARDEP	global	^ARDEP	1				none	undetermined
global:^AREC	global	^AREC	1				none	undetermined
global:^ARECDT	global	^ARECDT	1				none	undetermined
global:^ARHBQQ	global	^ARHBQQ	16				none	undetermined
global:^ARIV	global	^ARIV	2				none	undetermined
global:^ARKANSAS	global	^ARKANSAS	1				none	undetermined
global:^ARMBOARD	global	^ARMBOARD	2				none	undetermined
global:^ARSRC	global	^ARSRC	1				none	undetermined
global:^AS	global	^AS	16				none	undetermined
global:^AS1	global	^AS1	1				none	undetermined
global:^AS2	global	^AS2	1				none	undetermined
global:^AS4	global	^AS4	5				none	undetermined
global:^ASCORBIC	global	^ASCORBIC	1				none	undetermined
global:^ASCT	global	^ASCT	1				none	undetermined
global:^ASDF	global	^ASDF	2				none	undetermined
global:^ASEQ	global	^ASEQ	1				none	undetermined
global:^ASISTS	global	^ASISTS	1				none	undetermined
global:^ASPIRIN	global	^ASPIRIN	14				none	undetermined
global:^ASSOC	global	^ASSOC	1				none	undetermined
global:^ASTAT	global	^ASTAT	2				none	undetermined
global:^ASU	global	^ASU	1				none	undetermined
global:^AT1	global	^AT1	1				none	undetermined
global:^AT2	global	^AT2	2				none	undetermined
global:^ATB	global	^ATB	1				none	undetermined
global:^ATD	global	^ATD	2				none	undetermined
global:^ATIN	global	^ATIN	1				none	undetermined
global:^ATLANTA	global	^ATLANTA	2				none	undetermined
global:^ATORVASTATIN	global	^ATORVASTATIN	8				none	undetermined
global:^ATOUT	global	^ATOUT	1				none	undetermined
global:^ATRID	global	^ATRID	1				none	undetermined
global:^ATRIDUP	global	^ATRIDUP	1				none	undetermined
global:^ATROPINE	global	^ATROPINE	4				none	undetermined
global:^ATTENDING	global	^ATTENDING	5				none	undetermined
global:^ATYPE	global	^ATYPE	1				none	undetermined
global:^AU	global	^AU	1				none	undetermined
global:^AUDIOLOGY	global	^AUDIOLOGY	3				none	undetermined
global:^AUG	global	^AUG	4				none	undetermined
global:^AUPNPROB	global	^AUPNPROB	19	code-model/routine-globals.tsv	global_name	AUPNPROB	global-caret-strip-ci	moderate
global:^AUPNVPOV	global	^AUPNVPOV	3	code-model/routine-globals.tsv	global_name	AUPNVPOV	global-caret-strip-ci	moderate
global:^AUPNVSIT	global	^AUPNVSIT	9	code-model/routine-globals.tsv	global_name	AUPNVSIT	global-caret-strip-ci	moderate
global:^AUT	global	^AUT	5				none	undetermined
global:^AUTHORITY	global	^AUTHORITY	1				none	undetermined
global:^AUTO	global	^AUTO	13				none	undetermined
global:^AV	global	^AV	4				none	undetermined
global:^AVISIT	global	^AVISIT	1				none	undetermined
global:^AVIVAPATIENT	global	^AVIVAPATIENT	6				none	undetermined
global:^AVUID	global	^AVUID	1				none	undetermined
global:^AW	global	^AW	1				none	undetermined
global:^AWR	global	^AWR	1				none	undetermined
global:^AYCBCDT2	global	^AYCBCDT2	2				none	undetermined
global:^AYCBCEN	global	^AYCBCEN	4				none	undetermined
global:^AYCBCENR	global	^AYCBCENR	1				none	undetermined
global:^AYCBEGT	global	^AYCBEGT	2				none	undetermined
global:^AYCBEGT4	global	^AYCBEGT4	4				none	undetermined
global:^AYCBENA1	global	^AYCBENA1	2				none	undetermined
global:^AYCBLT1	global	^AYCBLT1	3				none	undetermined
global:^AYCBLTR1	global	^AYCBLTR1	8				none	undetermined
global:^AYCBLTR2	global	^AYCBLTR2	3				none	undetermined
global:^AYCBLTR8	global	^AYCBLTR8	3				none	undetermined
global:^AYCBLTR9	global	^AYCBLTR9	3				none	undetermined
global:^AYCBLTRA	global	^AYCBLTRA	5				none	undetermined
global:^AYCBLTRI	global	^AYCBLTRI	2				none	undetermined
global:^AYCBLTRU	global	^AYCBLTRU	1				none	undetermined
global:^AYCBLTRV	global	^AYCBLTRV	2				none	undetermined
global:^AYCBLTRW	global	^AYCBLTRW	3				none	undetermined
global:^AYCBPRI2	global	^AYCBPRI2	6				none	undetermined
global:^AYCBPRIO	global	^AYCBPRIO	2				none	undetermined
global:^AZ	global	^AZ	5				none	undetermined
global:^B0392	global	^B0392	1				none	undetermined
global:^B0395	global	^B0395	1				none	undetermined
global:^B3N	global	^B3N	7				none	undetermined
global:^BACITRACIN	global	^BACITRACIN	2				none	undetermined
global:^BACTERIOLOGY	global	^BACTERIOLOGY	4				none	undetermined
global:^BACTRCN	global	^BACTRCN	5				none	undetermined
global:^BALL	global	^BALL	1				none	undetermined
global:^BANKER	global	^BANKER	1				none	undetermined
global:^BANKERS	global	^BANKERS	4				none	undetermined
global:^BANNER	global	^BANNER	2				none	undetermined
global:^BARB	global	^BARB	3				none	undetermined
global:^BARNESVILLE	global	^BARNESVILLE	2				none	undetermined
global:^BASE	global	^BASE	1				none	undetermined
global:^BATTERIES	global	^BATTERIES	2				none	undetermined
global:^BATTERY	global	^BATTERY	4				none	undetermined
global:^BAY	global	^BAY	2				none	undetermined
global:^BAYER	global	^BAYER	2				none	undetermined
global:^BC	global	^BC	1				none	undetermined
global:^BCMA	global	^BCMA	2				none	undetermined
global:^BCMANURSE	global	^BCMANURSE	14				none	undetermined
global:^BCMAPATIENT	global	^BCMAPATIENT	4				none	undetermined
global:^BECLOMETHASONE	global	^BECLOMETHASONE	2				none	undetermined
global:^BED	global	^BED	11				none	undetermined
global:^BEE	global	^BEE	2				none	undetermined
global:^BEHAVIORAL	global	^BEHAVIORAL	2				none	undetermined
global:^BENZOCAINE	global	^BENZOCAINE	4				none	undetermined
global:^BENZOIN	global	^BENZOIN	1				none	undetermined
global:^BICARBONATE	global	^BICARBONATE	2				none	undetermined
global:^BID	global	^BID	4				none	undetermined
global:^BILLED	global	^BILLED	37				none	undetermined
global:^BILLY	global	^BILLY	1				none	undetermined
global:^BIPERIDEN	global	^BIPERIDEN	10				none	undetermined
global:^BIRMINGHAM	global	^BIRMINGHAM	1				none	undetermined
global:^BIS	global	^BIS	2				none	undetermined
global:^BISACODYL	global	^BISACODYL	3				none	undetermined
global:^BLACK	global	^BLACK	3				none	undetermined
global:^BLADE	global	^BLADE	1				none	undetermined
global:^BLOCK	global	^BLOCK	2				none	undetermined
global:^BLOOD	global	^BLOOD	29				none	undetermined
global:^BLS	global	^BLS	1				none	undetermined
global:^BO	global	^BO	2				none	undetermined
global:^BOB	global	^BOB	3	code-model/routine-globals.tsv	global_name	BOB	global-caret-strip-ci	moderate
global:^BOISE	global	^BOISE	3				none	undetermined
global:^BONE	global	^BONE	2				none	undetermined
global:^BONHAM	global	^BONHAM	3				none	undetermined
global:^BOONIEVILLE	global	^BOONIEVILLE	1				none	undetermined
global:^BOTTLE	global	^BOTTLE	2				none	undetermined
global:^BOX	global	^BOX	1				none	undetermined
global:^BP	global	^BP	32				none	undetermined
global:^BPM	global	^BPM	2				none	undetermined
global:^BPN	global	^BPN	2				none	undetermined
global:^BPSBUTL	global	^BPSBUTL	12				none	undetermined
global:^BPSECMP2	global	^BPSECMP2	2				none	undetermined
global:^BPSMHDR	global	^BPSMHDR	4				none	undetermined
global:^BPSNCPD3	global	^BPSNCPD3	4				none	undetermined
global:^BPSNCPD9	global	^BPSNCPD9	2				none	undetermined
global:^BPSNCPDP	global	^BPSNCPDP	2				none	undetermined
global:^BPSOS2	global	^BPSOS2	4				none	undetermined
global:^BPSOSRX	global	^BPSOSRX	2				none	undetermined
global:^BPSUTIL	global	^BPSUTIL	6				none	undetermined
global:^BPSUTIL2	global	^BPSUTIL2	4				none	undetermined
global:^BRODNY	global	^BRODNY	7				none	undetermined
global:^BRONCHOSCOPY	global	^BRONCHOSCOPY	2				none	undetermined
global:^BROOMFIELD	global	^BROOMFIELD	1				none	undetermined
global:^BS	global	^BS	1				none	undetermined
global:^BS5	global	^BS5	4				none	undetermined
global:^BT	global	^BT	12				none	undetermined
global:^BUN	global	^BUN	2				none	undetermined
global:^BUPROPIO	global	^BUPROPIO	1				none	undetermined
global:^BUPROPION	global	^BUPROPION	3				none	undetermined
global:^BX	global	^BX	7				none	undetermined
global:^BY	global	^BY	3				none	undetermined
global:^BY2	global	^BY2	9				none	undetermined
global:^C0255	global	^C0255	1				none	undetermined
global:^C0311	global	^C0311	1				none	undetermined
global:^C0325	global	^C0325	1				none	undetermined
global:^C09	global	^C09	8				none	undetermined
global:^C2	global	^C2	1				none	undetermined
global:^C4	global	^C4	77				none	undetermined
global:^CA	global	^CA	60				none	undetermined
global:^CALCITRIOL	global	^CALCITRIOL	2				none	undetermined
global:^CALCIUM	global	^CALCIUM	1				none	undetermined
global:^CALCULATED	global	^CALCULATED	2				none	undetermined
global:^CALIFORNIA	global	^CALIFORNIA	12				none	undetermined
global:^CANCELLATION	global	^CANCELLATION	9				none	undetermined
global:^CANCELLED	global	^CANCELLED	14				none	undetermined
global:^CAP	global	^CAP	5				none	undetermined
global:^CAPSULE	global	^CAPSULE	5				none	undetermined
global:^CAPTION	global	^CAPTION	22				none	undetermined
global:^CAPTOPRIL	global	^CAPTOPRIL	3				none	undetermined
global:^CAPTURES	global	^CAPTURES	1				none	undetermined
global:^CARBCLN	global	^CARBCLN	1				none	undetermined
global:^CARBON	global	^CARBON	1				none	undetermined
global:^CARDIOLOGY	global	^CARDIOLOGY	3				none	undetermined
global:^CARMEL	global	^CARMEL	1				none	undetermined
global:^CARPENTER	global	^CARPENTER	1				none	undetermined
global:^CARRIER	global	^CARRIER	2				none	undetermined
global:^CARRY	global	^CARRY	1				none	undetermined
global:^CAT	global	^CAT	16				none	undetermined
global:^CATEGORY	global	^CATEGORY	1				none	undetermined
global:^CATHETER	global	^CATHETER	6				none	undetermined
global:^CATHOLIC	global	^CATHOLIC	4				none	undetermined
global:^CB031271	global	^CB031271	1				none	undetermined
global:^CBOC	global	^CBOC	1				none	undetermined
global:^CC	global	^CC	14				none	undetermined
global:^CD	global	^CD	6				none	undetermined
global:^CDC	global	^CDC	39				none	undetermined
global:^CE	global	^CE	143				none	undetermined
global:^CEFAZOLIN	global	^CEFAZOLIN	3				none	undetermined
global:^CEFMAND	global	^CEFMAND	1				none	undetermined
global:^CEFOPERAZONE	global	^CEFOPERAZONE	1				none	undetermined
global:^CEFOTAXIME	global	^CEFOTAXIME	2				none	undetermined
global:^CEFOXITIN	global	^CEFOXITIN	1				none	undetermined
global:^CEFTRIAXONE	global	^CEFTRIAXONE	3				none	undetermined
global:^CENTRAL	global	^CENTRAL	4				none	undetermined
global:^CEPHALEXIN	global	^CEPHALEXIN	1				none	undetermined
global:^CERT	global	^CERT	1				none	undetermined
global:^CETIRIZINE	global	^CETIRIZINE	1				none	undetermined
global:^CFD	global	^CFD	1				none	undetermined
global:^CFU	global	^CFU	3				none	undetermined
global:^CG	global	^CG	29				none	undetermined
global:^CH	global	^CH	2				none	undetermined
global:^CH5	global	^CH5	3				none	undetermined
global:^CHANGE	global	^CHANGE	4				none	undetermined
global:^CHECK	global	^CHECK	2				none	undetermined
global:^CHEM	global	^CHEM	7				none	undetermined
global:^CHEMISTRY	global	^CHEMISTRY	8				none	undetermined
global:^CHEST	global	^CHEST	12				none	undetermined
global:^CHEYENNE	global	^CHEYENNE	3				none	undetermined
global:^CHICAGO	global	^CHICAGO	1				none	undetermined
global:^CHLORAM	global	^CHLORAM	6				none	undetermined
global:^CHLORAMPHENICOL	global	^CHLORAMPHENICOL	2				none	undetermined
global:^CHLORDIAZEPOXIDE	global	^CHLORDIAZEPOXIDE	4				none	undetermined
global:^CHLORIDE	global	^CHLORIDE	2				none	undetermined
global:^CHOLELITH	global	^CHOLELITH	4				none	undetermined
global:^CHOLESTEROL	global	^CHOLESTEROL	7				none	undetermined
global:^CHY	global	^CHY	2				none	undetermined
global:^CI0	global	^CI0	11				none	undetermined
global:^CI13	global	^CI13	4				none	undetermined
global:^CID	global	^CID	20				none	undetermined
global:^CIMETIDIN	global	^CIMETIDIN	1				none	undetermined
global:^CIMETIDINE	global	^CIMETIDINE	4				none	undetermined
global:^CITY	global	^CITY	24				none	undetermined
global:^CL	global	^CL	1				none	undetermined
global:^CLAIM	global	^CLAIM	3				none	undetermined
global:^CLAIMSTATUS	global	^CLAIMSTATUS	1				none	undetermined
global:^CLASS	global	^CLASS	16				none	undetermined
global:^CLASSIFICATION	global	^CLASSIFICATION	24				none	undetermined
global:^CLEANUP	global	^CLEANUP	1				none	undetermined
global:^CLERK	global	^CLERK	1				none	undetermined
global:^CLIA	global	^CLIA	89				none	undetermined
global:^CLINDAM	global	^CLINDAM	5				none	undetermined
global:^CLINDAMYCIN	global	^CLINDAMYCIN	3				none	undetermined
global:^CLINIC	global	^CLINIC	14				none	undetermined
global:^CLINIC1	global	^CLINIC1	1				none	undetermined
global:^CLINIC2	global	^CLINIC2	1				none	undetermined
global:^CLINICIAN	global	^CLINICIAN	4				none	undetermined
global:^CLK	global	^CLK	12				none	undetermined
global:^CLN	global	^CLN	4				none	undetermined
global:^CLNT	global	^CLNT	1				none	undetermined
global:^CLOSE	global	^CLOSE	1				none	undetermined
global:^CLOSED	global	^CLOSED	3				none	undetermined
global:^CM	global	^CM	5				none	undetermined
global:^CMDCDT	global	^CMDCDT	4				none	undetermined
global:^CMIND	global	^CMIND	4				none	undetermined
global:^CMOP	global	^CMOP	4				none	undetermined
global:^CMOPPATIENT3	global	^CMOPPATIENT3	1				none	undetermined
global:^CMOPPHARMACIST29	global	^CMOPPHARMACIST29	1				none	undetermined
global:^CMSTA	global	^CMSTA	4				none	undetermined
global:^CN	global	^CN	7				none	undetermined
global:^CN101	global	^CN101	18				none	undetermined
global:^CN103	global	^CN103	2				none	undetermined
global:^CN302	global	^CN302	8				none	undetermined
global:^CN400	global	^CN400	2				none	undetermined
global:^CN609	global	^CN609	2				none	undetermined
global:^CO	global	^CO	5				none	undetermined
global:^CO2	global	^CO2	5				none	undetermined
global:^COAL	global	^COAL	2				none	undetermined
global:^COB	global	^COB	1				none	undetermined
global:^CODE	global	^CODE	35				none	undetermined
global:^CODEINE	global	^CODEINE	3				none	undetermined
global:^COLCHICIN	global	^COLCHICIN	1				none	undetermined
global:^COLCHICINE	global	^COLCHICINE	3				none	undetermined
global:^COLISTIN	global	^COLISTIN	1				none	undetermined
global:^COLLECTED	global	^COLLECTED	30				none	undetermined
global:^COLON	global	^COLON	3				none	undetermined
global:^COLONY	global	^COLONY	2				none	undetermined
global:^COLT	global	^COLT	2				none	undetermined
global:^COM	global	^COM	3				none	undetermined
global:^COMB	global	^COMB	3				none	undetermined
global:^COMBAT	global	^COMBAT	1				none	undetermined
global:^COMMENTS	global	^COMMENTS	4				none	undetermined
global:^COMMIT	global	^COMMIT	32				none	undetermined
global:^COMPACT	global	^COMPACT	1				none	undetermined
global:^COMPLETE	global	^COMPLETE	4				none	undetermined
global:^COMPOUND	global	^COMPOUND	1				none	undetermined
global:^COMPUTER	global	^COMPUTER	2				none	undetermined
global:^CONFI	global	^CONFI	1				none	undetermined
global:^CONFIRMED	global	^CONFIRMED	23				none	undetermined
global:^CONG	global	^CONG	2				none	undetermined
global:^CONGEN	global	^CONGEN	2				none	undetermined
global:^CONJUNCTION	global	^CONJUNCTION	4				none	undetermined
global:^CONTAINS	global	^CONTAINS	3				none	undetermined
global:^CONTINUE	global	^CONTINUE	1				none	undetermined
global:^COPY	global	^COPY	1				none	undetermined
global:^COUNT	global	^COUNT	1				none	undetermined
global:^COURIER	global	^COURIER	1				none	undetermined
global:^COVER	global	^COVER	5				none	undetermined
global:^CP	global	^CP	3				none	undetermined
global:^CPAT	global	^CPAT	1				none	undetermined
global:^CPHAR	global	^CPHAR	1				none	undetermined
global:^CPID	global	^CPID	1				none	undetermined
global:^CPRS	global	^CPRS	5				none	undetermined
global:^CPRS3	global	^CPRS3	12				none	undetermined
global:^CPRSATTENDING	global	^CPRSATTENDING	8				none	undetermined
global:^CPRSP5	global	^CPRSP5	1				none	undetermined
global:^CPRSPATIENT	global	^CPRSPATIENT	1				none	undetermined
global:^CPRSPROVIDER	global	^CPRSPROVIDER	2				none	undetermined
global:^CPT	global	^CPT	23				none	undetermined
global:^CPT4	global	^CPT4	5				none	undetermined
global:^CPU	global	^CPU	1				none	undetermined
global:^CR	global	^CR	17				none	undetermined
global:^CRC	global	^CRC	1				none	undetermined
global:^CREAT	global	^CREAT	3				none	undetermined
global:^CREATININE	global	^CREATININE	40				none	undetermined
global:^CS	global	^CS	13				none	undetermined
global:^CSPROVIDER	global	^CSPROVIDER	3				none	undetermined
global:^CST	global	^CST	1				none	undetermined
global:^CSU	global	^CSU	6				none	undetermined
global:^CURRENT	global	^CURRENT	1				none	undetermined
global:^CV	global	^CV	2				none	undetermined
global:^CV200	global	^CV200	1				none	undetermined
global:^CV300	global	^CV300	1				none	undetermined
global:^CV702	global	^CV702	1				none	undetermined
global:^CWE	global	^CWE	26				none	undetermined
global:^CX	global	^CX	21				none	undetermined
global:^CYANOCOBALAMIN	global	^CYANOCOBALAMIN	2				none	undetermined
global:^CYCLOBENZAPRINE	global	^CYCLOBENZAPRINE	1				none	undetermined
global:^CYCLOPENTOLATE	global	^CYCLOPENTOLATE	2				none	undetermined
global:^CYTOPATHOLOGY	global	^CYTOPATHOLOGY	2				none	undetermined
global:^D0564	global	^D0564	1				none	undetermined
global:^D1	global	^D1	3				none	undetermined
global:^D2	global	^D2	3				none	undetermined
global:^D30	global	^D30	3				none	undetermined
global:^D5	global	^D5	2				none	undetermined
global:^D5W	global	^D5W	2				none	undetermined
global:^D7	global	^D7	2				none	undetermined
global:^D90	global	^D90	6				none	undetermined
global:^DACRIOSE	global	^DACRIOSE	2				none	undetermined
global:^DAILY	global	^DAILY	6				none	undetermined
global:^DATE	global	^DATE	31				none	undetermined
global:^DAUGHTER	global	^DAUGHTER	3				none	undetermined
global:^DAY	global	^DAY	2				none	undetermined
global:^DAYLIGHT	global	^DAYLIGHT	2				none	undetermined
global:^DAYS	global	^DAYS	1				none	undetermined
global:^DAYTON	global	^DAYTON	2				none	undetermined
global:^DBA	global	^DBA	36				none	undetermined
global:^DC	global	^DC	8				none	undetermined
global:^DD	global	^DD	221	code-model/routine-globals.tsv	global_name	DD	global-caret-strip-ci	moderate
global:^DDA	global	^DDA	2	code-model/routine-globals.tsv	global_name	DDA	global-caret-strip-ci	moderate
global:^DDBR	global	^DDBR	27				none	undetermined
global:^DDBRT	global	^DDBRT	10				none	undetermined
global:^DDBRZIS	global	^DDBRZIS	19				none	undetermined
global:^DDD	global	^DDD	34	code-model/routine-globals.tsv	global_name	DDD	global-caret-strip-ci	moderate
global:^DDE	global	^DDE	85	code-model/routine-globals.tsv	global_name	DDE	global-caret-strip-ci	moderate
global:^DDGF	global	^DDGF	10				none	undetermined
global:^DDIOL	global	^DDIOL	80				none	undetermined
global:^DDMAP	global	^DDMAP	1				none	undetermined
global:^DDMO	global	^DDMO	1				none	undetermined
global:^DDMOD	global	^DDMOD	72				none	undetermined
global:^DDMP	global	^DDMP	16				none	undetermined
global:^DDS	global	^DDS	69				none	undetermined
global:^DDSUTL	global	^DDSUTL	28				none	undetermined
global:^DDSVAL	global	^DDSVAL	28				none	undetermined
global:^DDSVALF	global	^DDSVALF	19				none	undetermined
global:^DDXP	global	^DDXP	18				none	undetermined
global:^DE101	global	^DE101	1				none	undetermined
global:^DE700	global	^DE700	2				none	undetermined
global:^DE900	global	^DE900	1				none	undetermined
global:^DEC	global	^DEC	7				none	undetermined
global:^DECEASED	global	^DECEASED	2				none	undetermined
global:^DED	global	^DED	1				none	undetermined
global:^DEDUCTIBLE	global	^DEDUCTIBLE	3				none	undetermined
global:^DEEP	global	^DEEP	3				none	undetermined
global:^DEF	global	^DEF	3				none	undetermined
global:^DELLINGER	global	^DELLINGER	29				none	undetermined
global:^DEM	global	^DEM	4				none	undetermined
global:^DENTAL	global	^DENTAL	1				none	undetermined
global:^DENTAR	global	^DENTAR	2				none	undetermined
global:^DENTAR1	global	^DENTAR1	1				none	undetermined
global:^DENTDUP	global	^DENTDUP	1				none	undetermined
global:^DEP	global	^DEP	3				none	undetermined
global:^DEPARTMENT	global	^DEPARTMENT	4				none	undetermined
global:^DESC	global	^DESC	4				none	undetermined
