file_number	piks	piks_method	piks_confidence	piks_evidence
69.2166116	I	H-05	certain	inherits from 69.01
69.22	P	H-05	certain	inherits from 69.2
69.221661	I	H-05	certain	inherits from 69.02
69.2216612	I	H-05	certain	inherits from 69.02
69.22166124	I	H-05	certain	inherits from 69.2216612
69.23	P	H-05	certain	inherits from 69.2
69.24	P	H-05	certain	inherits from 69.2
69.25	P	H-05	certain	inherits from 69.2
69.26	P	H-05	certain	inherits from 69.2
69.27	P	H-05	certain	inherits from 69.2
69.28	P	H-05	certain	inherits from 69.2
69.29	P	H-05	certain	inherits from 69.2
69.299	P	H-05	certain	inherits from 69.2
69.3	P	H-06	high	field=.06 VA PATIENT NUMBER points to file 2
69.31	P	H-05	certain	inherits from 69.2
69.32	P	H-05	certain	inherits from 69.31
69.321	P	H-05	certain	inherits from 69.32
69.3211	P	H-05	certain	inherits from 69.321
69.33	P	H-05	certain	inherits from 69.2
69.34	P	H-05	certain	inherits from 69.33
69.35	P	H-05	certain	inherits from 69.28
69.36	P	H-05	certain	inherits from 69.35
69.37	P	H-05	certain	inherits from 69.299
69.38	P	H-05	certain	inherits from 69.2
69.399	I	H-05	certain	inherits from 69.03
69.3991	I	H-05	certain	inherits from 69.03
69.4	K	H-12	high	global=
69.45	K	H-05	certain	inherits from 69.4
69.5	K	H-12	high	global=
69.51	K	H-12	high	global=
69.514	K	H-05	certain	inherits from 69.5
69.515	K	H-05	certain	inherits from 69.5
69.52	K	H-05	certain	inherits from 69.5
69.53	K	H-05	certain	inherits from 69.5
69.54	K	H-05	certain	inherits from 69.5
69.55	K	H-05	certain	inherits from 69.5
69.56	K	H-05	certain	inherits from 69.5
69.57	K	H-05	certain	inherits from 69.5
69.58	K	H-05	certain	inherits from 69.5
69.6	I	H-08	high	has ptr to file 4; no ptr to file 2
69.6061	I	H-05	certain	inherits from 69.6
69.6063	I	H-08	high	has ptr to file 4; no ptr to file 2
69.60631	I	H-05	certain	inherits from 69.6063
69.61	P	H-05	certain	inherits from 69.2
69.62	P	H-05	certain	inherits from 69.61
69.63	P	H-05	certain	inherits from 69.61
69.64	I	H-05	certain	inherits from 69.6
69.699	I	H-05	certain	inherits from 69.6
69.71	K	H-12	high	global=
69.712	K	H-05	certain	inherits from 69.71
69.713	K	H-05	certain	inherits from 69.71
69.714	K	H-05	certain	inherits from 69.71
69.86	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
69.861	I	H-05	certain	inherits from 69.86
69.8616	I	H-05	certain	inherits from 69.86
69.862	I	H-05	certain	inherits from 69.86
69.8625	I	H-05	certain	inherits from 69.86
69.863	I	H-05	certain	inherits from 69.86
69.8632	I	H-05	certain	inherits from 69.86
69.864	I	H-05	certain	inherits from 69.86
69.8645	I	H-05	certain	inherits from 69.86
69.8654	I	H-05	certain	inherits from 69.86
69.867	I	H-05	certain	inherits from 69.86
69.868	I	H-05	certain	inherits from 69.86
69.87	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
69.9	I	H-08	high	has ptr to file 4; no ptr to file 2
69.9001	I	H-08	high	has ptr to file 4; no ptr to file 2
69.9002	I	H-05	certain	inherits from 69.9
69.9003	I	H-05	certain	inherits from 69.9
69.9004	I	H-05	certain	inherits from 69.9
69.9005	I	H-05	certain	inherits from 69.9
69.9006	I	H-08	high	has ptr to file 4; no ptr to file 2
69.9007	I	H-08	high	has ptr to file 4; no ptr to file 2
69.9008	I	H-05	certain	inherits from 69.9
69.91	K	H-12	high	global=
69.911	K	H-05	certain	inherits from 69.91
69.9113	K	H-05	certain	inherits from 69.911
69.913	K	H-05	certain	inherits from 69.91
69.914	K	H-05	certain	inherits from 69.91
69.915	K	H-05	certain	inherits from 69.91
69.916	K	H-05	certain	inherits from 69.91
69.9618	I	H-08	high	has ptr to file 4; no ptr to file 2
69.98	I	H-05	certain	inherits from 69.9
69.981	I	H-08	high	has ptr to file 4; no ptr to file 2
69.99	I	H-05	certain	inherits from 69.9
70	P	H-06	high	field=.01 NAME points to file 2
70.02	P	H-05	certain	inherits from 70
70.03	P	H-05	certain	inherits from 70.02
70.04	P	H-05	certain	inherits from 70.03
70.05	P	H-05	certain	inherits from 70.03
70.06	P	H-05	certain	inherits from 70
70.07	P	H-05	certain	inherits from 70.03
70.08	P	H-05	certain	inherits from 70.06
70.09	P	H-05	certain	inherits from 70.03
70.1	P	H-05	certain	inherits from 70.03
70.11	P	H-05	certain	inherits from 70.03
70.12	P	H-05	certain	inherits from 70.03
70.13	P	H-05	certain	inherits from 70.03
70.14	P	H-05	certain	inherits from 70.03
70.15	P	H-05	certain	inherits from 70.03
70.16	P	H-05	certain	inherits from 70.03
70.2	P	H-06	high	field=.01 PATIENT points to file 2
70.21	P	H-05	certain	inherits from 70.2
70.3	P	H-06	high	field=.01 PATIENT points to file 2
70.31	P	H-05	certain	inherits from 70.3
70.3135	P	H-05	certain	inherits from 70.03
70.3225	P	H-05	certain	inherits from 70.03
70.346	P	H-05	certain	inherits from 70.03
71	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
71.01	P	H-05	certain	inherits from 71
71.0125	P	H-05	certain	inherits from 71
71.0135	P	H-05	certain	inherits from 71
71.02	P	H-05	certain	inherits from 71
71.03	P	H-05	certain	inherits from 71
71.04	P	H-05	certain	inherits from 71
71.05	P	H-05	certain	inherits from 71
71.055	P	H-05	certain	inherits from 71
71.06	P	H-05	certain	inherits from 71
71.07	P	H-05	certain	inherits from 71
71.0731	P	H-05	certain	inherits from 71
71.08	P	H-05	certain	inherits from 71
71.09	P	H-05	certain	inherits from 71
71.1	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
71.11	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
71.1102	P	H-05	certain	inherits from 71.11
71.1103	P	H-05	certain	inherits from 71.11
71.1105	P	H-05	certain	inherits from 71.11
71.1108	P	H-05	certain	inherits from 71.11
71.111	P	H-05	certain	inherits from 71.11
71.11125	P	H-05	certain	inherits from 71.11
71.11135	P	H-05	certain	inherits from 71.11
71.1155	P	H-05	certain	inherits from 71.11
71.11731	P	H-05	certain	inherits from 71.11
71.12	P	H-05	certain	inherits from 71.11
71.1235	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
71.13	P	H-05	certain	inherits from 71.11
71.2	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
71.23	P	H-05	certain	inherits from 71.2
71.3	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
71.312	P	H-05	certain	inherits from 71.3
71.4	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
71.5	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
71.6	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
71.61	P	H-05	certain	inherits from 71.6
71.62	P	H-05	certain	inherits from 71.6
71.7	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
71.701	P	H-05	certain	inherits from 71.7
71.8	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
71.9	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
71.98	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
71.99	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
71.9901	P	H-05	certain	inherits from 71.99
71.993	P	H-05	certain	inherits from 71.99
71.9999	P	H-05	certain	inherits from 71.99
72	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
73.1	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
73.2	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
74	P	H-06	high	field=2 PATIENT NAME points to file 2
74.01	P	H-05	certain	inherits from 74
74.02	P	H-05	certain	inherits from 74
74.02005	P	H-05	certain	inherits from 74
74.03	P	H-05	certain	inherits from 74
74.04	P	H-05	certain	inherits from 74
74.05	P	H-05	certain	inherits from 74
74.06	P	H-05	certain	inherits from 74
74.1	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
74.11	P	H-05	certain	inherits from 74.1
74.12	P	H-05	certain	inherits from 74.1
74.16	P	H-05	certain	inherits from 74.01
74.18	P	H-05	certain	inherits from 74.01
74.19	P	H-05	certain	inherits from 74.01
74.2	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
74.21	I	H-05	certain	inherits from 74.2
74.3	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
74.33	P	H-05	certain	inherits from 74.3
74.4	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
74.62	P	H-05	certain	inherits from 74.06
75.1	P	H-06	high	field=.01 NAME points to file 2
75.11	P	H-05	certain	inherits from 75.1
75.1125	P	H-05	certain	inherits from 75.1
75.12	P	H-05	certain	inherits from 75.1
75.125	P	H-05	certain	inherits from 75.1
75.13	P	H-05	certain	inherits from 75.1
75.2	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
75.3	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
78.1	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
78.2	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
78.21	P	H-05	certain	inherits from 78.2
78.22	P	H-05	certain	inherits from 78.2
78.3	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
78.4	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
78.6	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
78.7	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
79	I	H-08	high	has ptr to file 4; no ptr to file 2
79.01	I	H-05	certain	inherits from 79
79.0125	I	H-05	certain	inherits from 79
79.0175	I	H-05	certain	inherits from 79
79.02	I	H-05	certain	inherits from 79
79.03	I	H-05	certain	inherits from 79
79.1	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
79.11	P	H-05	certain	inherits from 79.1
79.1135	P	H-05	certain	inherits from 79.1
79.12	P	H-05	certain	inherits from 79.1
79.13	P	H-05	certain	inherits from 79.1
79.188	P	H-05	certain	inherits from 79.1
79.2	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
79.21	P	H-05	certain	inherits from 79.2
79.22	P	H-05	certain	inherits from 79.2
79.23	P	H-05	certain	inherits from 79.2
79.3	P	H-06	high	field=.03 PATIENT points to file 2
79.7	P	H-14	moderate	package=RADIOLOGY/NUCLEAR MEDICINE (RA)
79.72	P	H-05	certain	inherits from 79.7
79.721	P	H-05	certain	inherits from 79.72
79.7211	P	H-05	certain	inherits from 79.721
79.72114	P	H-05	certain	inherits from 79.7211
80	K	H-12	high	global=
80.01	K	H-05	certain	inherits from 80
80.0103	K	H-05	certain	inherits from 80
80.011	K	H-05	certain	inherits from 80
80.012	K	H-05	certain	inherits from 80
80.02	K	H-05	certain	inherits from 80
80.03	K	H-05	certain	inherits from 80
80.04	K	H-05	certain	inherits from 80
80.066	K	H-05	certain	inherits from 80
80.067	K	H-05	certain	inherits from 80
80.068	K	H-05	certain	inherits from 80
80.071	K	H-05	certain	inherits from 80
80.072	K	H-05	certain	inherits from 80
80.073	K	H-05	certain	inherits from 80
80.1	K	H-12	high	global=
80.11	K	H-05	certain	inherits from 80.1
80.166	K	H-05	certain	inherits from 80.1
80.167	K	H-05	certain	inherits from 80.1
80.168	K	H-05	certain	inherits from 80.1
80.1682	K	H-05	certain	inherits from 80.168
80.171	K	H-05	certain	inherits from 80.1
80.1711	K	H-05	certain	inherits from 80.171
80.17111	K	H-05	certain	inherits from 80.1711
80.173	K	H-05	certain	inherits from 80.1
80.2	K	H-12	high	global=
80.21	K	H-05	certain	inherits from 80.2
80.22	K	H-05	certain	inherits from 80.2
80.23	K	H-05	certain	inherits from 80.2
80.24	K	H-05	certain	inherits from 80.23
80.266	K	H-05	certain	inherits from 80.2
80.268	K	H-05	certain	inherits from 80.2
80.2681	K	H-05	certain	inherits from 80.268
80.271	K	H-05	certain	inherits from 80.2
80.3	K	H-18	moderate	ptr_in=16 ptr_out=0
80.31	K	H-05	certain	inherits from 80.3
80.32	K	H-05	certain	inherits from 80.31
80.4	K	H-16	moderate	package=DRG GROUPER (ICD)
80.5	K	H-16	moderate	package=DRG GROUPER (ICD)
80.51	K	H-05	certain	inherits from 80.5
80.511	K	H-05	certain	inherits from 80.51
80.6	K	H-16	moderate	package=DRG GROUPER (ICD)
80.62	K	H-05	certain	inherits from 80.6
80.63	K	H-05	certain	inherits from 80.6
80.682	K	H-05	certain	inherits from 80.068
80.7	K	H-16	moderate	package=DRG GROUPER (ICD)
80.71	K	H-05	certain	inherits from 80.7
80.711	K	H-05	certain	inherits from 80.071
80.72	K	H-05	certain	inherits from 80.7
80.73	K	H-05	certain	inherits from 80.7
80.8	K	H-16	moderate	package=DRG GROUPER (ICD)
80.82	K	H-05	certain	inherits from 80.8
80.9	K	H-16	moderate	package=DRG GROUPER (ICD)
80.91	K	H-05	certain	inherits from 80.9
80.92	K	H-05	certain	inherits from 80.9
80.93	K	H-05	certain	inherits from 80.9
80.94	K	H-05	certain	inherits from 80.93
81	K	H-12	high	global=
81.01	K	H-05	certain	inherits from 81
81.02	K	H-05	certain	inherits from 81
81.061	K	H-05	certain	inherits from 81
81.062	K	H-05	certain	inherits from 81
81.1	K	H-20	low	name contains K-pattern
81.11	K	H-05	certain	inherits from 81.1
81.2	S	H-13	high	global=
81.21	S	H-05	certain	inherits from 81.2
81.3	K	H-18	moderate	ptr_in=22 ptr_out=0
81.31	K	H-05	certain	inherits from 81.3
81.32	K	H-05	certain	inherits from 81.3
81.33	K	H-05	certain	inherits from 81.3
81.361	K	H-05	certain	inherits from 81.3
81.362	K	H-05	certain	inherits from 81.3
81.372	K	H-05	certain	inherits from 81.362
81.621	K	H-05	certain	inherits from 81.062
82	K	H-16	moderate	package=DRG GROUPER (ICD)
82.1	K	H-16	moderate	package=DRG GROUPER (ICD)
82.11	K	H-16	moderate	package=DRG GROUPER (ICD)
82.111	K	H-05	certain	inherits from 82.11
82.1111	K	H-05	certain	inherits from 82.111
82.1112	K	H-05	certain	inherits from 82.111
82.1113	K	H-05	certain	inherits from 82.111
82.1114	K	H-05	certain	inherits from 82.111
82.1115	K	H-05	certain	inherits from 82.111
82.1116	K	H-05	certain	inherits from 82.111
82.11161	K	H-05	certain	inherits from 82.1116
82.12	K	H-16	moderate	package=DRG GROUPER (ICD)
82.121	K	H-05	certain	inherits from 82.12
82.1211	K	H-05	certain	inherits from 82.121
82.1212	K	H-05	certain	inherits from 82.121
82.1213	K	H-05	certain	inherits from 82.121
82.1214	K	H-05	certain	inherits from 82.121
82.1215	K	H-05	certain	inherits from 82.121
82.1216	K	H-05	certain	inherits from 82.121
82.12161	K	H-05	certain	inherits from 82.1216
82.13	K	H-16	moderate	package=DRG GROUPER (ICD)
82.131	K	H-05	certain	inherits from 82.13
83	K	H-16	moderate	package=DRG GROUPER (ICD)
83.1	K	H-16	moderate	package=DRG GROUPER (ICD)
83.1001	K	H-05	certain	inherits from 83.1
83.11	K	H-16	moderate	package=DRG GROUPER (ICD)
83.1101	K	H-05	certain	inherits from 83.11
83.2	K	H-16	moderate	package=DRG GROUPER (ICD)
83.2001	K	H-05	certain	inherits from 83.2
83.3	K	H-16	moderate	package=DRG GROUPER (ICD)
83.5	K	H-16	moderate	package=DRG GROUPER (ICD)
83.5001	K	H-05	certain	inherits from 83.5
83.5002	K	H-05	certain	inherits from 83.5
83.5003	K	H-05	certain	inherits from 83.5
83.51	K	H-16	moderate	package=DRG GROUPER (ICD)
83.6	K	H-16	moderate	package=DRG GROUPER (ICD)
83.6001	K	H-05	certain	inherits from 83.6
83.6002	K	H-05	certain	inherits from 83.6
83.6003	K	H-05	certain	inherits from 83.6
83.61	K	H-16	moderate	package=DRG GROUPER (ICD)
83.6101	K	H-05	certain	inherits from 83.61
83.6102	K	H-05	certain	inherits from 83.61
83.7	K	H-16	moderate	package=DRG GROUPER (ICD)
83.71	K	H-16	moderate	package=DRG GROUPER (ICD)
90	P	H-06	high	field=.01 NAME points to file 2
90.01	P	H-05	certain	inherits from 90
90.02	P	H-05	certain	inherits from 90.01
90.03	P	H-05	certain	inherits from 90.01
90.04	P	H-05	certain	inherits from 90
90.05	P	H-05	certain	inherits from 90.04
90.06	P	H-05	certain	inherits from 90
90.07	P	H-05	certain	inherits from 90
90.1	P	H-05	certain	inherits from 90
90.11	P	H-05	certain	inherits from 90.1
90.16	P	H-05	certain	inherits from 90
90.17	P	H-05	certain	inherits from 90
95	K	H-12	high	global=
95.01	K	H-05	certain	inherits from 95
95.11	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
95.3	K	H-12	high	global=
95.3099	K	H-05	certain	inherits from 95.3
95.31	K	H-12	high	global=
95.32	K	H-05	certain	inherits from 95.3
95.33	K	H-05	certain	inherits from 95.3
95.384	K	H-05	certain	inherits from 95.3
95.39	K	H-05	certain	inherits from 95.3
95.399	K	H-05	certain	inherits from 95.3
95.4	I	H-08	high	has ptr to file 4; no ptr to file 2
95.401	I	H-05	certain	inherits from 95.4
95.4011	I	H-05	certain	inherits from 95.401
95.42	K	H-05	certain	inherits from 95.31
99	P	H-06	high	field=.01 NAME points to file 2
99.01	P	H-05	certain	inherits from 99
99.02	P	H-05	certain	inherits from 99.01
99.03	P	H-05	certain	inherits from 99.02
99.04	P	H-05	certain	inherits from 99.03
99.05	P	H-05	certain	inherits from 99
99.06	P	H-05	certain	inherits from 99.05
99.07	P	H-05	certain	inherits from 99.06
99.08	P	H-05	certain	inherits from 99.07
99.09	P	H-05	certain	inherits from 99.06
99.1	P	H-05	certain	inherits from 99.09
99.11	P	H-05	certain	inherits from 99.06
99.12	P	H-05	certain	inherits from 99.11
99.13	P	H-05	certain	inherits from 99
99.14	P	H-05	certain	inherits from 99.13
99.15	P	H-05	certain	inherits from 99.14
99.16	P	H-05	certain	inherits from 99
99.17	P	H-05	certain	inherits from 99.16
99.18	P	H-05	certain	inherits from 99.17
99.29	P	H-05	certain	inherits from 99
99.3	P	H-05	certain	inherits from 99.29
99.31	P	H-05	certain	inherits from 99.3
99.32	P	H-05	certain	inherits from 99.31
99.39	P	H-05	certain	inherits from 99
99.4	P	H-05	certain	inherits from 99.39
99.41	P	H-05	certain	inherits from 99.4
99.42	P	H-05	certain	inherits from 99.41
100	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
100.001	I	H-05	certain	inherits from 100
100.002	I	H-05	certain	inherits from 100
100.008	I	H-05	certain	inherits from 100
100.0081	I	H-05	certain	inherits from 100.008
100.0082	I	H-05	certain	inherits from 100.008
100.0085	I	H-05	certain	inherits from 100.008
100.01	K	H-12	high	global=
100.011	I	H-05	certain	inherits from 100
100.0199	K	H-05	certain	inherits from 100.01
100.02	K	H-12	high	global=
100.0299	K	H-05	certain	inherits from 100.02
100.03	K	H-12	high	global=
100.04	K	H-12	high	global=
100.045	I	H-05	certain	inherits from 100
100.0451	I	H-05	certain	inherits from 100.045
100.05	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
100.051	I	H-05	certain	inherits from 100
100.06	I	H-05	certain	inherits from 100.05
100.07	I	H-05	certain	inherits from 100.05
100.08	I	H-05	certain	inherits from 100.05
100.09	I	H-05	certain	inherits from 100
100.1	P	H-10	high	global=
100.11	I	H-08	high	has ptr to file 4; no ptr to file 2
100.113	I	H-05	certain	inherits from 100.11
100.114	I	H-05	certain	inherits from 100.11
100.12	K	H-05	certain	inherits from 100.01
100.13	I	H-05	certain	inherits from 100.05
100.14	I	H-05	certain	inherits from 100.07
100.2	P	H-06	high	field=.01 PATIENT points to file 2
100.21	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
100.2101	I	H-05	certain	inherits from 100.21
100.21019	I	H-05	certain	inherits from 100.2101
100.212	I	H-05	certain	inherits from 100.21
100.213	I	H-05	certain	inherits from 100.21
100.22	K	H-12	high	global=
100.222	K	H-05	certain	inherits from 100.22
100.23	K	H-12	high	global=
100.231	K	H-05	certain	inherits from 100.23
100.232	K	H-05	certain	inherits from 100.23
100.234	K	H-05	certain	inherits from 100.23
100.24	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
100.241	I	H-05	certain	inherits from 100.24
100.25	P	H-05	certain	inherits from 100.2
100.26	P	H-05	certain	inherits from 100.2
100.27	P	H-05	certain	inherits from 100.2
100.3	P	H-06	high	field=.02 PATIENT points to file 2
100.31	P	H-05	certain	inherits from 100.3
100.32	P	H-05	certain	inherits from 100.3
100.322	P	H-05	certain	inherits from 100.32
100.33	P	H-05	certain	inherits from 100.3
100.4	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
100.45	I	H-05	certain	inherits from 100.4
100.5	I	H-08	high	has ptr to file 4; no ptr to file 2
100.51	I	H-05	certain	inherits from 100.5
100.511	I	H-05	certain	inherits from 100.5
100.512	I	H-05	certain	inherits from 100.5
100.515	I	H-05	certain	inherits from 100.05
100.517	I	H-08	high	has ptr to file 4; no ptr to file 2
100.5173	I	H-05	certain	inherits from 100.517
100.5174	I	H-05	certain	inherits from 100.517
100.5175	I	H-05	certain	inherits from 100.517
100.52	I	H-05	certain	inherits from 100.5
100.57	I	H-05	certain	inherits from 100.05
100.58	I	H-05	certain	inherits from 100.05
100.6	I	H-08	high	has ptr to file 4; no ptr to file 2
100.61	I	H-05	certain	inherits from 100.6
100.62	I	H-05	certain	inherits from 100.6
100.63	I	H-05	certain	inherits from 100.6
100.64	I	H-05	certain	inherits from 100.6
100.641	I	H-05	certain	inherits from 100.64
100.65	I	H-05	certain	inherits from 100.6
100.66	I	H-08	high	has ptr to file 4; no ptr to file 2
100.67	I	H-05	certain	inherits from 100.6
100.68	I	H-05	certain	inherits from 100.6
100.681	I	H-05	certain	inherits from 100.6
100.7	I	H-08	high	has ptr to file 4; no ptr to file 2
100.71	I	H-05	certain	inherits from 100.7
100.72	I	H-05	certain	inherits from 100.07
100.8	K	H-12	high	global=
100.82	K	H-05	certain	inherits from 100.8
100.842	I	H-05	certain	inherits from 100.008
100.843	I	H-05	certain	inherits from 100.008
100.8432	I	H-05	certain	inherits from 100.843
100.845	I	H-05	certain	inherits from 100.008
100.8451	I	H-05	certain	inherits from 100.845
100.9	K	H-12	high	global=
100.9001	K	H-05	certain	inherits from 100.9
100.92	K	H-05	certain	inherits from 100.9
100.95	P	H-06	high	field=2 PATIENT points to file 2
100.953	P	H-10	high	global=
100.9531	P	H-05	certain	inherits from 100.953
100.97	P	H-06	high	field=.01 PATIENT points to file 2
100.976	P	H-05	certain	inherits from 100.97
100.98	K	H-12	high	global=
100.981	K	H-05	certain	inherits from 100.98
100.985	K	H-05	certain	inherits from 100.98
100.99	P	H-06	high	field=3.05 OR3 INPATIENT DFN UP TO points to file 2
100.9901	P	H-05	certain	inherits from 100.99
100.99011	P	H-05	certain	inherits from 100.9901
100.9903	P	H-06	high	field=.01 OR3 PATIENTS TO CONVERT points to file 2
100.99101	P	H-05	certain	inherits from 100.99
100.99141	P	H-05	certain	inherits from 100.99
100.992	P	H-05	certain	inherits from 100.99
100.9925	P	H-05	certain	inherits from 100.99
100.995	P	H-05	certain	inherits from 100.99
100.9951	P	H-05	certain	inherits from 100.995
100.99511	P	H-05	certain	inherits from 100.9951
100.9955	P	H-05	certain	inherits from 100.995
101	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
101.01	I	H-05	certain	inherits from 101
101.02	I	H-05	certain	inherits from 101
101.021	I	H-05	certain	inherits from 101
101.03	I	H-05	certain	inherits from 101
101.0431	I	H-05	certain	inherits from 101
101.05	I	H-05	certain	inherits from 101
101.06	I	H-05	certain	inherits from 101
101.07	I	H-05	certain	inherits from 101
101.0775	I	H-05	certain	inherits from 101
101.11	S	H-17	moderate	package=KERNEL (XU)
101.111	S	H-05	certain	inherits from 101.11
101.13	K	H-12	high	global=
101.15	K	H-12	high	global=
101.152	K	H-05	certain	inherits from 101.15
101.22	P	H-06	high	field=.01 PATIENT NAME points to file 2
101.221	P	H-05	certain	inherits from 101.22
101.24	K	H-12	high	global=
101.241	K	H-05	certain	inherits from 101.24
101.243	K	H-05	certain	inherits from 101.24
101.3	K	H-12	high	global=
101.35	K	H-05	certain	inherits from 101.3
101.36	K	H-05	certain	inherits from 101.3
101.41	K	H-12	high	global=
101.411	K	H-05	certain	inherits from 101.41
101.412	K	H-05	certain	inherits from 101.41
101.41218	K	H-05	certain	inherits from 101.412
101.415	K	H-05	certain	inherits from 101.41
101.416	K	H-05	certain	inherits from 101.41
101.4162	K	H-05	certain	inherits from 101.416
101.42	K	H-12	high	global=
101.421	K	H-05	certain	inherits from 101.42
101.43	K	H-12	high	global=
101.431	K	H-05	certain	inherits from 101.43
101.432	K	H-05	certain	inherits from 101.43
101.438	K	H-05	certain	inherits from 101.43
101.439	K	H-05	certain	inherits from 101.43
101.44	K	H-12	high	global=
101.441	K	H-05	certain	inherits from 101.44
101.442	K	H-05	certain	inherits from 101.44
101.45	K	H-12	high	global=
101.451	K	H-05	certain	inherits from 101.45
101.452	K	H-05	certain	inherits from 101.45
101.4521	K	H-05	certain	inherits from 101.452
101.45211	K	H-05	certain	inherits from 101.4521
101.453	K	H-05	certain	inherits from 101.45
101.4531	K	H-05	certain	inherits from 101.453
101.45311	K	H-05	certain	inherits from 101.4531
101.51	K	H-12	high	global=
101.511	K	H-05	certain	inherits from 101.51
101.5111	K	H-05	certain	inherits from 101.511
101.52	P	H-06	high	field=19 PATIENT points to file 2
101.529	P	H-05	certain	inherits from 101.52
101.53	P	H-05	certain	inherits from 101.52
101.62	P	H-06	high	field=.01 PATIENT points to file 2
101.621	P	H-05	certain	inherits from 101.62
101.6211	P	H-05	certain	inherits from 101.621
102.21	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
102.211	I	H-05	certain	inherits from 102.21
102.2111	I	H-05	certain	inherits from 102.211
102.212	I	H-05	certain	inherits from 102.21
102.22	K	H-12	high	global=
102.23	K	H-12	high	global=
102.24	K	H-12	high	global=
102.241	K	H-05	certain	inherits from 102.24
102.3	P	H-06	high	field=3 PATIENT points to file 2
102.31	P	H-05	certain	inherits from 102.3
102.4	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
102.91	P	H-14	moderate	package=ORDER ENTRY/RESULTS REPORTING (OR)
102.912	P	H-05	certain	inherits from 102.91
102.913	P	H-05	certain	inherits from 102.91
103	P	H-06	high	field=.01 PATIENT points to file 2
103.011	P	H-05	certain	inherits from 103
103.0112	P	H-05	certain	inherits from 103
103.021	P	H-05	certain	inherits from 103.011
103.035	P	H-05	certain	inherits from 103
103.07	P	H-05	certain	inherits from 103
103.08	P	H-05	certain	inherits from 103
103.085	P	H-05	certain	inherits from 103
103.11105	P	H-05	certain	inherits from 103.011
103.1199	P	H-05	certain	inherits from 103.011
104	S	H-21	low	name contains S-pattern
104.0216061	S	H-05	certain	inherits from 104
104.05	S	H-05	certain	inherits from 104
104.109	S	H-21	low	name contains S-pattern
104.191	S	H-05	certain	inherits from 104.109
104.2	K	H-20	low	name contains K-pattern
104.22	K	H-05	certain	inherits from 104.2
104.23	K	H-05	certain	inherits from 104.2
104.3	I	H-22	low	name contains I-pattern
104.302	I	H-05	certain	inherits from 104.3
105.03	K	H-20	low	name contains K-pattern
105.32	K	H-05	certain	inherits from 105.03
