file_number	piks	piks_method	piks_confidence	piks_evidence
440.2	P	H-06	high	field=.01 NAME points to file 2
440.3	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
440.31	I	H-05	certain	inherits from 440.3
440.32	I	H-05	certain	inherits from 440.3
440.33	I	H-05	certain	inherits from 440.3
440.34	I	H-05	certain	inherits from 440.3
440.35	I	H-05	certain	inherits from 440.3
440.4	I	H-11	high	global=
440.45	I	H-11	high	global=
440.5	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
440.512	I	H-05	certain	inherits from 440.5
440.6	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
440.7	I	H-15	moderate	package=IFCAP (PRC)
440.701	I	H-05	certain	inherits from 440.7
440.8	I	H-15	moderate	package=IFCAP (PRC)
441	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
441.01	I	H-05	certain	inherits from 441
441.02	I	H-05	certain	inherits from 441
441.03	I	H-05	certain	inherits from 441
441.04	I	H-05	certain	inherits from 441.03
441.05	I	H-05	certain	inherits from 441
441.06	I	H-05	certain	inherits from 441
441.2	I	H-11	high	global=
441.21	I	H-05	certain	inherits from 441.2
441.3	I	H-11	high	global=
441.4	I	H-15	moderate	package=IFCAP (PRC)
441.43	I	H-05	certain	inherits from 441.4
441.6	I	H-15	moderate	package=IFCAP (PRC)
441.7	I	H-11	high	global=
442	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
442.01	I	H-05	certain	inherits from 442
442.02	I	H-05	certain	inherits from 442
442.025	I	H-05	certain	inherits from 442
442.03	I	H-05	certain	inherits from 442
442.04	I	H-05	certain	inherits from 442
442.041	I	H-05	certain	inherits from 442
442.05	I	H-05	certain	inherits from 442.01
442.06	I	H-05	certain	inherits from 442
442.07	I	H-05	certain	inherits from 442
442.08	I	H-05	certain	inherits from 442.01
442.09	I	H-05	certain	inherits from 442
442.1	I	H-05	certain	inherits from 442
442.11	I	H-05	certain	inherits from 442
442.12	I	H-05	certain	inherits from 442
442.13	I	H-05	certain	inherits from 442.07
442.14	I	H-05	certain	inherits from 442
442.147	I	H-05	certain	inherits from 442.01
442.15	I	H-05	certain	inherits from 442
442.16	I	H-05	certain	inherits from 442.1
442.17	I	H-05	certain	inherits from 442
442.2	I	H-15	moderate	package=IFCAP (PRC)
442.3	I	H-15	moderate	package=IFCAP (PRC)
442.4	I	H-11	high	global=
442.5	I	H-15	moderate	package=IFCAP (PRC)
442.54	I	H-05	certain	inherits from 442.5
442.6	I	H-11	high	global=
442.7	I	H-11	high	global=
442.701	I	H-05	certain	inherits from 442.7
442.714	I	H-05	certain	inherits from 442.07
442.7143	I	H-05	certain	inherits from 442.714
442.8	I	H-11	high	global=
442.9	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
443	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
443.012	I	H-05	certain	inherits from 443
443.1	I	H-11	high	global=
443.2	I	H-11	high	global=
443.26	I	H-05	certain	inherits from 443.2
443.3	I	H-11	high	global=
443.4	I	H-11	high	global=
443.5	I	H-11	high	global=
443.51	I	H-05	certain	inherits from 443.5
443.6	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
443.61	I	H-05	certain	inherits from 443.6
443.62	I	H-05	certain	inherits from 443.6
443.624	I	H-05	certain	inherits from 443.6
443.63	I	H-05	certain	inherits from 443.6
443.64	I	H-05	certain	inherits from 443.61
443.65	I	H-05	certain	inherits from 443.61
443.66	I	H-05	certain	inherits from 443.6
443.67	I	H-05	certain	inherits from 443.6
443.6714	I	H-05	certain	inherits from 443.67
443.67143	I	H-05	certain	inherits from 443.6714
443.7	I	H-05	certain	inherits from 443.6
443.701	I	H-05	certain	inherits from 443.67
443.75	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
443.7526	I	H-05	certain	inherits from 443.75
443.76	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
443.8	I	H-11	high	global=
443.82	I	H-05	certain	inherits from 443.8
443.9	I	H-11	high	global=
444	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
444.01	I	H-05	certain	inherits from 444
444.016	I	H-05	certain	inherits from 444
444.017	I	H-05	certain	inherits from 444
444.018	I	H-05	certain	inherits from 444
444.019	I	H-05	certain	inherits from 444
444.021	I	H-05	certain	inherits from 444
444.022	I	H-05	certain	inherits from 444.021
444.024	I	H-05	certain	inherits from 444
444.025	I	H-05	certain	inherits from 444.024
444.026	I	H-05	certain	inherits from 444.024
444.027	I	H-05	certain	inherits from 444.026
444.029	I	H-05	certain	inherits from 444.019
444.031	I	H-05	certain	inherits from 444.021
444.036	I	H-05	certain	inherits from 444.026
444.039	I	H-05	certain	inherits from 444.019
444.1	I	H-11	high	global=
444.11	I	H-05	certain	inherits from 444.1
444.19	I	H-05	certain	inherits from 444.1
444.2	I	H-11	high	global=
444.21	I	H-11	high	global=
444.3	I	H-11	high	global=
444.4	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
445	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
445.01	I	H-05	certain	inherits from 445
445.011	I	H-05	certain	inherits from 445
445.02	I	H-05	certain	inherits from 445.01
445.021	I	H-05	certain	inherits from 445
445.026	I	H-05	certain	inherits from 445
445.027	I	H-05	certain	inherits from 445
445.03	I	H-05	certain	inherits from 445
445.04	I	H-05	certain	inherits from 445
445.05	I	H-05	certain	inherits from 445.01
445.06	I	H-05	certain	inherits from 445.01
445.07	I	H-05	certain	inherits from 445.01
445.08	I	H-05	certain	inherits from 445
445.09	I	H-05	certain	inherits from 445.01
445.1	I	H-15	moderate	package=GENERIC INVENTORY PACKAGE (PRCP)
445.11	I	H-05	certain	inherits from 445.1
445.111	I	H-05	certain	inherits from 445.11
445.12	I	H-05	certain	inherits from 445.08
445.121	I	H-05	certain	inherits from 445.01
445.122	I	H-05	certain	inherits from 445.01
445.13	I	H-05	certain	inherits from 445.01
445.2	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
445.3	P	H-06	high	field=129 PATIENT NAME points to file 2
445.37	P	H-05	certain	inherits from 445.3
445.4	I	H-15	moderate	package=GENERIC INVENTORY PACKAGE (PRCP)
445.5	I	H-15	moderate	package=GENERIC INVENTORY PACKAGE (PRCP)
445.6	I	H-15	moderate	package=GENERIC INVENTORY PACKAGE (PRCP)
445.7	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
445.701	I	H-05	certain	inherits from 445.7
445.71	I	H-05	certain	inherits from 445.7
445.781	I	H-05	certain	inherits from 445.7
445.8	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
445.801	I	H-05	certain	inherits from 445.8
445.81	I	H-05	certain	inherits from 445.8
446	I	H-15	moderate	package=GENERIC INVENTORY PACKAGE (PRCP)
446.1	P	H-06	high	field=2 PATIENT points to file 2
446.11	P	H-05	certain	inherits from 446.1
446.4	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
446.41	I	H-05	certain	inherits from 446.4
446.42	I	H-05	certain	inherits from 446.4
446.421	I	H-05	certain	inherits from 446.42
446.5	I	H-15	moderate	package=IFCAP (PRC)
446.51	I	H-05	certain	inherits from 446.5
446.52	I	H-05	certain	inherits from 446.5
446.53	I	H-05	certain	inherits from 446.5
446.54	I	H-05	certain	inherits from 446.5
446.6	I	H-15	moderate	package=IFCAP (PRC)
446.61	I	H-05	certain	inherits from 446.6
446.62	I	H-05	certain	inherits from 446.6
446.63	I	H-05	certain	inherits from 446.6
446.7	I	H-15	moderate	package=GENERIC INVENTORY PACKAGE (PRCP)
447	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
447.1	I	H-15	moderate	package=GENERIC INVENTORY PACKAGE (PRCP)
447.17	I	H-05	certain	inherits from 447.1
450	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
450.01	I	H-05	certain	inherits from 450
450.0632	I	H-05	certain	inherits from 450
450.0633	I	H-05	certain	inherits from 450
450.0757	I	H-05	certain	inherits from 450
450.11	I	H-15	moderate	package=PAID (PRS)
450.12	I	H-15	moderate	package=PAID (PRS)
451	I	H-15	moderate	package=PAID (PRS)
451.06	I	H-08	high	has ptr to file 4; no ptr to file 2
451.09	I	H-08	high	has ptr to file 4; no ptr to file 2
451.1	I	H-15	moderate	package=PAID (PRS)
451.4	I	H-15	moderate	package=PAID (PRS)
451.49	I	H-05	certain	inherits from 451.4
451.5	I	H-15	moderate	package=PAID (PRS)
451.6	I	H-15	moderate	package=PAID (PRS)
451.7	I	H-08	high	has ptr to file 4; no ptr to file 2
451.99	I	H-05	certain	inherits from 451.09
451.999	I	H-05	certain	inherits from 451.99
451.9999	I	H-05	certain	inherits from 451.999
452	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
452.033	I	H-05	certain	inherits from 452
452.055	I	H-05	certain	inherits from 452
452.066	I	H-05	certain	inherits from 452
452.077	I	H-05	certain	inherits from 452
452.1	I	H-15	moderate	package=PAID (PRS)
452.18	I	H-05	certain	inherits from 452.1
452.2	I	H-15	moderate	package=PAID (PRS)
452.25	I	H-05	certain	inherits from 452.2
452.3	I	H-15	moderate	package=PAID (PRS)
452.31	I	H-05	certain	inherits from 452.3
452.4	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
452.42	I	H-05	certain	inherits from 452.4
452.5	I	H-15	moderate	package=PAID (PRS)
452.51	I	H-15	moderate	package=PAID (PRS)
452.6	I	H-15	moderate	package=PAID (PRS)
452.7	I	H-15	moderate	package=PAID (PRS)
452.8	I	H-15	moderate	package=PAID (PRS)
452.877	I	H-05	certain	inherits from 452.8
452.889	I	H-05	certain	inherits from 452.8
452.8894	I	H-05	certain	inherits from 452.889
452.9	I	H-15	moderate	package=PAID (PRS)
453	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
453.01	I	H-05	certain	inherits from 453
453.02	I	H-05	certain	inherits from 453
453.03	I	H-05	certain	inherits from 453
453.04	I	H-05	certain	inherits from 453
453.05	I	H-05	certain	inherits from 453
453.06	I	H-05	certain	inherits from 453
453.07	I	H-05	certain	inherits from 453
453.074767	I	H-05	certain	inherits from 453
453.08	I	H-05	certain	inherits from 453
453.09	I	H-05	certain	inherits from 453
453.1	I	H-05	certain	inherits from 453
453.11	I	H-05	certain	inherits from 453
453.12	I	H-05	certain	inherits from 453
453.13	I	H-05	certain	inherits from 453
453.14	I	H-05	certain	inherits from 453
453.15	I	H-05	certain	inherits from 453
453.16	I	H-05	certain	inherits from 453
453.17	I	H-05	certain	inherits from 453
453.171	I	H-05	certain	inherits from 453.17
453.41	I	H-05	certain	inherits from 453.04
453.68	I	H-05	certain	inherits from 453.06
453.71	I	H-05	certain	inherits from 453.07
453.75	I	H-05	certain	inherits from 453.07
454	I	H-15	moderate	package=PAID (PRS)
454.01	I	H-05	certain	inherits from 454
454.0104	I	H-05	certain	inherits from 454
454.0106	I	H-05	certain	inherits from 454
454.0107	I	H-05	certain	inherits from 454
454.0108	I	H-05	certain	inherits from 454
454.0109	I	H-05	certain	inherits from 454
454.0112	I	H-05	certain	inherits from 454
454.0117	I	H-05	certain	inherits from 454
454.0121	I	H-05	certain	inherits from 454
454.0122	I	H-05	certain	inherits from 454
454.0123	I	H-05	certain	inherits from 454
454.0124	I	H-05	certain	inherits from 454
454.0125	I	H-05	certain	inherits from 454
454.0126	I	H-05	certain	inherits from 454
454.0127	I	H-05	certain	inherits from 454
454.0128	I	H-05	certain	inherits from 454
454.0129	I	H-05	certain	inherits from 454
454.0131	I	H-05	certain	inherits from 454
454.02	I	H-05	certain	inherits from 454
454.03	I	H-05	certain	inherits from 454
454.05	I	H-05	certain	inherits from 454
454.06	I	H-05	certain	inherits from 454
454.07	I	H-05	certain	inherits from 454
454.08	I	H-05	certain	inherits from 454
454.1	I	H-15	moderate	package=PAID (PRS)
454.11	I	H-05	certain	inherits from 454
454.13	I	H-05	certain	inherits from 454
454.14	I	H-05	certain	inherits from 454
454.18	I	H-05	certain	inherits from 454
454.19	I	H-05	certain	inherits from 454
454.2	I	H-05	certain	inherits from 454
454.21	I	H-05	certain	inherits from 454
454.22	I	H-05	certain	inherits from 454
454.23	I	H-05	certain	inherits from 454
454.24	I	H-05	certain	inherits from 454
454.26	I	H-05	certain	inherits from 454
454.27	I	H-05	certain	inherits from 454
454.31	I	H-05	certain	inherits from 454
454.33	I	H-05	certain	inherits from 454
454.34	I	H-05	certain	inherits from 454
454.35	I	H-05	certain	inherits from 454
454.37	I	H-05	certain	inherits from 454
454.4	I	H-05	certain	inherits from 454
454.41	I	H-05	certain	inherits from 454
454.44	I	H-05	certain	inherits from 454
454.46	I	H-05	certain	inherits from 454
454.5	I	H-05	certain	inherits from 454
454.51	I	H-05	certain	inherits from 454
454.52	I	H-05	certain	inherits from 454
454.53	I	H-05	certain	inherits from 454
454.54	I	H-05	certain	inherits from 454
454.55	I	H-05	certain	inherits from 454
454.66	I	H-05	certain	inherits from 454
454.67	I	H-05	certain	inherits from 454
454.68	I	H-05	certain	inherits from 454
454.69	I	H-05	certain	inherits from 454
454.7	I	H-05	certain	inherits from 454
454.79	I	H-05	certain	inherits from 454
454.81	I	H-05	certain	inherits from 454
454.82	I	H-05	certain	inherits from 454
454.91	I	H-05	certain	inherits from 454
454.92	I	H-05	certain	inherits from 454
454.93	I	H-05	certain	inherits from 454
454.94	I	H-05	certain	inherits from 454
454.97	I	H-05	certain	inherits from 454
454.98	I	H-05	certain	inherits from 454
455.1	I	H-15	moderate	package=PAID (PRS)
455.11	I	H-05	certain	inherits from 455.1
455.5	I	H-08	high	has ptr to file 4; no ptr to file 2
455.51	I	H-05	certain	inherits from 455.5
455.511	I	H-05	certain	inherits from 455.5
455.512	I	H-05	certain	inherits from 455.5
455.52	I	H-05	certain	inherits from 455.5
455.531	I	H-05	certain	inherits from 455.5
456	I	H-08	high	has ptr to file 4; no ptr to file 2
456.05	I	H-05	certain	inherits from 456
457.1	I	H-15	moderate	package=PAID (PRS)
457.13	I	H-05	certain	inherits from 457.1
457.2	I	H-15	moderate	package=PAID (PRS)
457.3	I	H-15	moderate	package=PAID (PRS)
457.4	I	H-15	moderate	package=PAID (PRS)
457.5	I	H-15	moderate	package=PAID (PRS)
457.6	I	H-15	moderate	package=PAID (PRS)
458	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
458.01	I	H-05	certain	inherits from 458
458.02	I	H-05	certain	inherits from 458.01
458.03	I	H-05	certain	inherits from 458
458.1	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
458.1101	I	H-05	certain	inherits from 458.01
458.1105	I	H-05	certain	inherits from 458.01
458.11054	I	H-05	certain	inherits from 458.1105
458.2	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
458.3	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
458.4	I	H-15	moderate	package=PAID (PRS)
458.5	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
458.6	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
458.7	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
458.701	I	H-05	certain	inherits from 458.7
458.8	I	H-15	moderate	package=PAID (PRS)
458.82	I	H-05	certain	inherits from 458.8
458.83	I	H-05	certain	inherits from 458.8
459	I	H-15	moderate	package=PAID (PRS)
459.01	I	H-05	certain	inherits from 459
459.1173	I	H-05	certain	inherits from 459.01
470	P	H-06	high	field=.01 NAME points to file 2
470.01	P	H-05	certain	inherits from 470
470.02	P	H-05	certain	inherits from 470
470.03	P	H-05	certain	inherits from 470
470.035	P	H-05	certain	inherits from 470
470.04	P	H-05	certain	inherits from 470.03
470.05	P	H-05	certain	inherits from 470
470.06	P	H-05	certain	inherits from 470
470.07	P	H-05	certain	inherits from 470.04
470.071	P	H-05	certain	inherits from 470
470.072	P	H-05	certain	inherits from 470
470.1	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
470.2	I	H-15	moderate	package=INTEGRATED PATIENT FUNDS (PRPF)
470.21	I	H-05	certain	inherits from 470.2
470.3	I	H-15	moderate	package=INTEGRATED PATIENT FUNDS (PRPF)
470.4	I	H-15	moderate	package=INTEGRATED PATIENT FUNDS (PRPF)
470.5	I	H-15	moderate	package=INTEGRATED PATIENT FUNDS (PRPF)
470.6	I	H-15	moderate	package=INTEGRATED PATIENT FUNDS (PRPF)
470.9	I	H-15	moderate	package=INTEGRATED PATIENT FUNDS (PRPF)
513.8	P	H-06	high	field=.01 PATIENT points to file 2
513.801	P	H-05	certain	inherits from 513.8
513.802	P	H-05	certain	inherits from 513.801
513.803	P	H-05	certain	inherits from 513.801
513.804	P	H-05	certain	inherits from 513.801
513.805	P	H-05	certain	inherits from 513.804
513.806	P	H-05	certain	inherits from 513.801
513.807	P	H-05	certain	inherits from 513.801
513.808	P	H-05	certain	inherits from 513.801
513.81	P	H-05	certain	inherits from 513.801
513.811	P	H-05	certain	inherits from 513.801
513.85	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
513.852	I	H-05	certain	inherits from 513.85
538	P	H-14	moderate	package=UTILIZATION MANAGEMENT ROLLUP (IBQ)
538.113	P	H-05	certain	inherits from 538
550	I	H-08	high	has ptr to file 4; no ptr to file 2
550.04	I	H-05	certain	inherits from 550
550.07	I	H-05	certain	inherits from 550
550.08	I	H-05	certain	inherits from 550
550.09	I	H-05	certain	inherits from 550
550.1	S	H-39	moderate	orphan: 0 ptrs in, 0 ptrs out
550.11	S	H-05	certain	inherits(prop) from 550.1
550.1101	S	H-05	certain	inherits(prop) from 550.1
550.2	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
550.215	P	H-06	high	field=.03 PATIENT points to file 2
550.216	I	H-05	certain	inherits from 550.2
560	P	H-14	moderate	package=VIRTUAL PATIENT RECORD (VPR)
560.02	P	H-06	high	field=.01 PATIENT NAME points to file 2
560.1	P	H-14	moderate	package=VIRTUAL PATIENT RECORD (VPR)
560.11	P	H-05	certain	inherits from 560.1
577.4	K	H-20	low	name contains K-pattern
579.5	S	H-21	low	name contains S-pattern
600.7	P	H-14	moderate	package=MENTAL HEALTH (YS)
600.71	P	H-06	high	field=1 PATIENT points to file 2
601	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
601.01	I	H-05	certain	inherits from 601
601.02	I	H-05	certain	inherits from 601
601.03	I	H-05	certain	inherits from 601.02
601.04	I	H-05	certain	inherits from 601.01
601.05	I	H-05	certain	inherits from 601.02
601.06	I	H-05	certain	inherits from 601
601.07	I	H-05	certain	inherits from 601.06
601.08	I	H-05	certain	inherits from 601
601.09	I	H-05	certain	inherits from 601.08
601.1	I	H-05	certain	inherits from 601
601.11	I	H-05	certain	inherits from 601.1
601.12	I	H-05	certain	inherits from 601
601.13	I	H-05	certain	inherits from 601
601.14	I	H-05	certain	inherits from 601
601.15	I	H-05	certain	inherits from 601
601.16	I	H-05	certain	inherits from 601
601.2	P	H-06	high	field=.01 NAME points to file 2
601.21	P	H-05	certain	inherits from 601.2
601.22	P	H-05	certain	inherits from 601.21
601.2213	P	H-05	certain	inherits from 601.22
601.22139	P	H-05	certain	inherits from 601.2213
601.4	P	H-06	high	field=.01 NAME points to file 2
601.41	P	H-05	certain	inherits from 601.4
601.71101	K	H-20	low	name contains K-pattern
601.74	K	H-20	low	name contains K-pattern
601.751	K	H-20	low	name contains K-pattern
601.781	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
601.84	P	H-06	high	field=1 PATIENT points to file 2
601.841	P	H-05	certain	inherits from 601.84
601.89	S	H-39	moderate	orphan: 0 ptrs in, 0 ptrs out
601.94	P	H-06	high	field=1 PATIENT points to file 2
601.949	P	H-05	certain	inherits from 601.94
601.95	S	H-39	moderate	orphan: 0 ptrs in, 0 ptrs out
601.951	S	H-05	certain	inherits(prop) from 601.95
601.952	S	H-05	certain	inherits(prop) from 601.95
601.953	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
601.954	S	H-05	certain	inherits(prop) from 601.95
601.96	S	H-39	moderate	orphan: 0 ptrs in, 0 ptrs out
601.961	S	H-05	certain	inherits(prop) from 601.96
