file_number	file_name	global_root	parent_file	field_count	pointer_in	pointer_out	record_count	is_dinum	piks	piks_method	piks_confidence	piks_evidence	piks_secondary	volatility	sensitivity	portability	volume	subdomain	status
421.14	CONTROL POINT SUB-FIELD	^PRCF(421.1,	421.1	8	0	0													extracted
421.15	DESCRIPTION SUB-FIELD	^PRCF(421.1,	421.1	1	0	0													extracted
421.2	CALM/LOG TRANSMISSION RECORD	^PRCF(421.2,		20	0	3	120	N											extracted
421.21	BATCH NUMBER SUB-FIELD	^PRCF(421.2,	421.2	1	0	0													extracted
421.3	CALM ERROR MESSAGES	^PRCF(421.3,		3	0	0	242	N											extracted
421.31	MESSAGE SUB-FIELD	^PRCF(421.3,	421.3	1	0	0													extracted
421.4	FISCAL LOCK	^PRCF(421.4,		4	0	1	10	N											extracted
421.5	INVOICE TRACKING	^PRCF(421.5,		75	0	11	29	N											extracted
421.51	CERTIFYING SERVICE SUB-FIELD	^PRCF(421.5,	421.5	3	0	2													extracted
421.523	REASON FOR SUSPENSION SUB-FIELD	^PRCF(421.5,	421.5	1	0	0													extracted
421.531	PROMPT PAYMENT TERMS SUB-FIELD	^PRCF(421.5,	421.5	5	0	0													extracted
421.541	FMS LINE SUB-FIELD	^PRCF(421.5,	421.5	5	0	1													extracted
421.6	FUND DISTRIBUTION (TEMP TRANS)	^PRCF(421.6,		26	0	1	17	N											extracted
421.65	DESCRIPTION SUB-FIELD	^PRCF(421.6,	421.6	1	0	0													extracted
421.7	INVOICE DLN COUNTER	^PRCF(421.7,		3	0	0	17	N											extracted
421.8	FISCAL STACKED DOCUMENTS	^PRC(421.8,		9	0	0	36	N											extracted
421.84	VARIABLE SUB-FIELD	^PRC(421.8,	421.8	2	0	0													extracted
421.9	INVOICE PARTIAL COUNTER	^PRCF(421.9,		2	0	0	1	N											extracted
422	CALM/LOG TEMPLATE MAPS	^PRCD(422,		3	0	0	136	N											extracted
422.01	MAP SUB-FIELD	^PRCD(422,	422	2	0	0													extracted
422.2	COUNTER	^PRCF(422.2,		2	0	0	102	N											extracted
423	CALM/LOG CODE SHEET	^PRCF(423,		360	6	20	653	N											extracted
423.01	SUB ACCOUNT/PAYROLL ANALYSIS SUB-FIELD	^PRCF(423,	423	3	0	0													extracted
423.0117	P&R CC (1-7) SUB-FIELD	^PRCF(423,	423	2	0	1													extracted
423.02	LINE NUMBER (1-38) SUB-FIELD	^PRCF(423,	423	21	0	0													extracted
423.03	ACCRUAL COST CENTER LINE # SUB-FIELD	^PRCF(423,	423	5	0	0													extracted
423.04	SECTION B LINE NUMBER SUB-FIELD	^PRCF(423,	423	5	0	0													extracted
423.05	REC STA OR FCP SUB-FIELD	^PRCF(423,	423	5	0	0													extracted
423.06	CODE SUB-FIELD	^PRCF(423,	423	1	0	0													extracted
423.07	SF ACCT CODE LINE # SUB-FIELD	^PRCF(423,	423	7	0	1													extracted
423.08	COST CENTER 'A' LINE # SUB-FIELD	^PRCF(423,	423	6	0	1													extracted
423.09	COST CENTER 'B' LINE # SUB-FIELD	^PRCF(423,	423	6	0	1													extracted
423.1	TT974 LINE NUMBER SUB-FIELD	^PRCF(423,	423	13	0	1													extracted
423.11	LINE # SUB-FIELD	^PRCF(423,	423	14	0	1													extracted
423.12	REF # (2ND LINE) SUB-FIELD	^PRCF(423,	423	8	0	0													extracted
423.13	941 LINE NUMBER SUB-FIELD	^PRCF(423,	423	4	0	0													extracted
423.14	945 LINE NUMBER SUB-FIELD	^PRCF(423,	423	3	0	0													extracted
423.15	946 LINE NUMBER SUB-FIELD	^PRCF(423,	423	5	0	2													extracted
423.16	LINE NUMBER (1-5) SUB-FIELD	^PRCF(423,	423	12	0	1													extracted
423.17	P/S ANALYSIS ACCOUNT SUB-FIELD	^PRCF(423,	423	2	0	0													extracted
423.18	KEYPUNCH CODE SUB-FIELD	^PRCF(423,	423	1	0	0													extracted
423.19	ISMS LINE ITEM SUB-FIELD	^PRCF(423,	423	19	0	0													extracted
423.2	NX ITEMS SUB-FIELD	^PRCF(423,	423	46	0	1													extracted
423.4	ISMS REASON CODES	^PRCF(423.4,		3	0	0	68	N											extracted
423.5	PRC IFCAP MESSAGE ROUTER	^PRCF(423.5,		4	0	1	48	N											extracted
423.6	ISMS/FMS TRANS	^PRCF(423.6,		5	1	2	1	N											extracted
423.61	TRANSACTION SUB-FIELD	^PRCF(423.6,	423.6	1	0	0													extracted
423.9	CALM/LOG BATCH TYPE	^PRCF(423.9,		8	3	1	17	N											extracted
423.9001	LOCAL ADDRESSEE SUB-FIELD	^PRCF(423.9,	423.9	1	0	1													extracted
424	1358 DAILY RECORD	^PRC(424,		19	1	4	230	N											extracted
424.1	1358 AUTHORIZATION DETAIL	^PRC(424.1,		12	0	3	165	N											extracted
430	ACCOUNTS RECEIVABLE	^PRCA(430,		228	10	28	13	N											extracted
430.01	FISCAL YEAR SUB-FIELD	^PRCA(430,	430	7	0	1													extracted
430.0171	CS ADJ TRANS NUMBER SUB-FIELD	^PRCA(430,	430	2	0	1													extracted
430.0172	REJECT DATE SUB-FIELD	^PRCA(430,	430	15	0	11													extracted
430.02	DESCRIPTION SUB-FIELD	^PRCA(430,	430	7	0	1													extracted
430.03	TCSP RE-REFERRAL SUB-FIELD	^PRCA(430,	430	5	0	1													extracted
430.051	*REPAYMENT DUE DATES SUB-FIELD	^PRCA(430,	430	5	0	1													extracted
430.098	COMMENTS SUB-FIELD	^PRCA(430,	430	1	0	0													extracted
430.2	ACCOUNTS RECEIVABLE CATEGORY	^PRCA(430.2,		22	6	1	88	N											extracted
430.22	DESCRIPTION OF CHARGES SUB-FIELD	^PRCA(430,	430.02	1	0	0													extracted
430.3	ACCOUNTS RECEIVABLE TRANS.TYPE	^PRCA(430.3,		8	4	1	84	N											extracted
430.5	AR RETURN REASON CODE	^PRCA(430.5,		3	1	0	22	N											extracted
430.6	AR DEBT LIST	^PRCA(430.6,		4	2	0	40	N											extracted
430.7	AR DEBT COLLECTOR DATA	^PRCA(430.7,		5	0	1	1	N											extracted
430.71	AR BILL NUMBER SUB-FIELD	^PRCA(430.7,	430.7	9	0	3													extracted
430.8	AR ARCHIVE	^PRCAK(430.8,		5	0	0	1	N											extracted
430.81	RECORD SUB-FIELD	^PRCAK(430.8,	430.8	1	0	0													extracted
433	AR TRANSACTION	^PRCA(433,		56	6	8	10	N											extracted
433.001	AR SUSPENSION TYPES	^PRCA(433.001,		3	1	0	18	N											extracted
433.01	FISCAL YEAR SUB-FIELD	^PRCA(433,	433	5	0	0													extracted
433.041	COMMENTS SUB-FIELD	^PRCA(433,	433	1	0	0													extracted
433.061	DESCRIPTION SUB-FIELD	^PRCA(433,	433	7	0	2													extracted
436.1	AR MEDICARE DEDUCTIBLE ALERTS PART A	^PRCA(436.1,		14	0	2	1	N											extracted
436.12	COMMENT DATE TIME SUB-FIELD	^PRCA(436.1,	436.1	4	0	1													extracted
436.122	COMMENT SUB-FIELD	^PRCA(436.1,	436.12	1	0	0													extracted
440	VENDOR	^PRC(440,		79	43	10	2634	N											extracted
440.01	TYPE OF OWNERSHIP (FY88) SUB-FIELD	^PRC(440,	440	1	0	1													extracted
440.02	SYNONYM SUB-FIELD	^PRC(440,	440	1	0	0													extracted
440.03	CONTRACT/BOA NUMBER SUB-FIELD	^PRC(440,	440	7	0	0													extracted
440.04	REMARKS SUB-FIELD	^PRC(440,	440	1	0	0													extracted
440.05	SOCIOECONOMIC GROUP (FPDS) SUB-FIELD	^PRC(440,	440	1	0	1													extracted
440.2	DIRECT DELIVERY PATIENTS	^PRC(440.2,		8	2	2	5	N											extracted
440.3	VENDOR EDIT	^PRC(440.3,		86	1	12	17	N											extracted
440.31	TYPE OF OWNERSHIP (FY88) SUB-FIELD	^PRC(440.3,	440.3	1	0	1													extracted
440.32	SYNONYM SUB-FIELD	^PRC(440.3,	440.3	1	0	0													extracted
440.33	CONTRACT NUMBER SUB-FIELD	^PRC(440.3,	440.3	5	0	0													extracted
440.34	REMARKS SUB-FIELD	^PRC(440.3,	440.3	1	0	0													extracted
440.35	SOCIOECONOMIC GROUP (FPDS) SUB-FIELD	^PRC(440.3,	440.3	1	0	1													extracted
440.4	MANUFACTURER	^PRC(440.4,		4	1	0	1	N											extracted
440.45	SOURCE MFG/STOCK NUMBER	^PRC(440.45,		3	2	0	9	N											extracted
440.5	PURCHASE CARD INFORMATION	^PRC(440.5,		31	3	5	16	N											extracted
440.512	SURROGATE USER SUB-FIELD	^PRC(440.5,	440.5	1	0	1													extracted
440.6	PURCHASE CARD ORDER RECONCILE	^PRCH(440.6,		41	1	4	1	N											extracted
440.7	MONTHLY ACCRUAL	^PRCH(440.7,		8	0	0	6	N											extracted
440.701	DOCUMENT LINE SUB-FIELD	^PRCH(440.7,	440.7	7	0	2													extracted
440.8	PRCH AFC CHARGE TRANSMISSION LOG	^PRCH(440.8,		7	0	0	1	N											extracted
441	ITEM MASTER	^PRC(441,		35	21	13	63	N											extracted
441.01	VENDOR SUB-FIELD	^PRC(441,	441	14	0	3													extracted
441.02	DESCRIPTION SUB-FIELD	^PRC(441,	441	1	0	0													extracted
441.03	FCP SUB-FIELD	^PRC(441,	441	5	0	3													extracted
441.04	PURCHASE ORDER SUB-FIELD	^PRC(441,	441.03	1	0	1													extracted
441.05	SYNONYM SUB-FIELD	^PRC(441,	441	1	0	0													extracted
441.06	PRE_NIF LONG DESCRIPTION SUB-FIELD	^PRC(441,	441	1	0	0													extracted
441.2	FEDERAL SUPPLY CLASSIFICATION	^PRC(441.2,		6	8	2	3074	N											extracted
441.21	DESCRIPTION SUB-FIELD	^PRC(441.2,	441.2	1	0	0													extracted
441.3	FSC GROUP TITLES	^PRC(441.3,		2	1	0	104	N											extracted
441.4	DLA/LOG CODES	^PRCD(441.4,		4	4	0	97	N											extracted
441.43	LONG DESCRIPTION SUB-FIELD	^PRCD(441.4,	441.4	1	0	0													extracted
441.6	TYPE OF REQUISITION AMENDMENT	^PRCD(441.6,		5	0	0	15	N											extracted
441.7	AMENDMENTS TO DELIVERY SCHEDULES	^PRC(441.7,		7	0	2	1	N											extracted
442	PROCUREMENT & ACCOUNTING TRANSACTIONS	^PRC(442,		168	20	39	3	N											extracted
442.01	ITEM SUB-FIELD	^PRC(442,	442	53	0	10													extracted
442.02	DELIVERY LOCATIONS/DATES SUB-FIELD	^PRC(442,	442	1	0	0													extracted
442.025	REMARKS SUB-FIELD	^PRC(442,	442	1	0	0													extracted
442.03	DISCOUNT SUB-FIELD	^PRC(442,	442	6	0	0													extracted
442.04	COMMENTS SUB-FIELD	^PRC(442,	442	1	0	0													extracted
442.041	BOC SUB-FIELD	^PRC(442,	442	3	0	0													extracted
442.05	DESCRIPTION SUB-FIELD	^PRC(442,	442.01	1	0	0													extracted
442.06	PROMPT PAYMENT TERMS SUB-FIELD	^PRC(442,	442	4	0	0													extracted
442.07	AMENDMENT SUB-FIELD	^PRC(442,	442	22	0	4													extracted
442.08	DATE RECEIVED SUB-FIELD	^PRC(442,	442.01	8	0	1													extracted
442.09	OBLIGATION DATA SUB-FIELD	^PRC(442,	442	13	0	2													extracted
442.1	AMOUNT SUB-FIELD	^PRC(442,	442	6	0	4													extracted
442.11	PARTIAL SUB-FIELD	^PRC(442,	442	39	0	7													extracted
442.12	PURCHASE METHOD SUB-FIELD	^PRC(442,	442	1	0	1													extracted
442.13	DESCRIPTION SUB-FIELD	^PRC(442,	442.07	1	0	0													extracted
442.14	2237 REFERENCE NUMBER SUB-FIELD	^PRC(442,	442	13	0	5													extracted
442.147	LINE INVENTORY POINT SUB-FIELD	^PRC(442,	442.01	4	0	1													extracted
442.15	ADMINISTRATIVE CERTIFICATIONS SUB-FIELD	^PRC(442,	442	2	0	1													extracted
442.16	BREAKOUT CODE SUB-FIELD	^PRC(442,	442.1	1	0	1													extracted
442.17	ISMS ORDER NO. SUB-FIELD	^PRC(442,	442	2	0	0													extracted
442.2	TYPE OF AMENDMENT	^PRCD(442.2,		5	2	0	30	N											extracted
442.3	PURCHASE ORDER STATUS	^PRCD(442.3,		3	9	0	60	N											extracted
442.4	PURCHASE AUTHORITY	^PRC(442.4,		3	1	0	16	N											extracted
442.5	PAT TYPE	^PRCD(442.5,		7	2	0	16	N											extracted
442.54	DESCRIPTION SUB-FIELD	^PRCD(442.5,	442.5	1	0	0													extracted
442.6	PAT NUMBER	^PRC(442.6,		6	1	0	64	N											extracted
442.7	ADMINISTRATIVE CERTIFICATIONS	^PRC(442.7,		3	3	0	15	N											extracted
442.701	TEXT SUB-FIELD	^PRC(442.7,	442.7	1	0	0													extracted
442.714	CHANGES SUB-FIELD	^PRC(442,	442.07	8	0	1													extracted
442.7143	OLD DATA VALUE SUB-FIELD	^PRC(442,	442.714	1	0	0													extracted
442.8	DELIVERY SCHEDULE (ORDER)	^PRC(442.8,		6	2	1	3	N											extracted
442.9	ELEC RECEIVING REPORT BATCH	^PRC(442.9,		9	0	2	7	N											extracted
443	REQUEST WORKSHEET	^PRC(443,		17	0	5	66	N											extracted
443.012	REMARK SUB-FIELD	^PRC(443,	443	1	0	0													extracted
443.1	IFCAP PURGEMASTER WORKLIST	^PRC(443.1,		4	0	0	1	N											extracted
443.2	IFCAP PURGE PARAMETERS	^PRC(443.2,		6	0	0	1	N											extracted
443.26	VOLUME SET:CPU SUB-FIELD	^PRC(443.2,	443.2	2	0	0													extracted
443.3	IFCAP PURGE INPROCESS	^PRC(443.3,		5	0	0	1	N											extracted
443.4	TYPE OF SPECIAL HANDLING	^PRC(443.4,		3	2	0	5	N											extracted
443.5	P.O./REQUEST/R.R. PRINT LOG	^PRC(443.5,		5	0	0	3	N											extracted
443.51	P.O. OR REQUEST NO. SUB-FIELD	^PRC(443.5,	443.5	3	0	0													extracted
443.6	AMENDMENTS	^PRC(443.6,		90	1	25	7	N											extracted
443.61	ITEM SUB-FIELD	^PRC(443.6,	443.6	48	0	9													extracted
443.62	BREAKOUT CODE SUB-FIELD	^PRC(443.6,	443.6	1	0	1													extracted
443.624	ADMINISTRATIVE CERTIFICATIONS SUB-FIELD	^PRC(443.6,	443.6	2	0	1													extracted
443.63	DISCOUNT SUB-FIELD	^PRC(443.6,	443.6	6	0	0													extracted
443.64	DATE RECEIVED SUB-FIELD	^PRC(443.6,	443.61	7	0	1													extracted
443.65	DESCRIPTION SUB-FIELD	^PRC(443.6,	443.61	1	0	0													extracted
443.66	PROMPT PAYMENT TERMS SUB-FIELD	^PRC(443.6,	443.6	4	0	0													extracted
443.67	AMENDMENT SUB-FIELD	^PRC(443.6,	443.6	23	0	4													extracted
443.6714	CHANGES SUB-FIELD	^PRC(443.6,	443.67	8	0	1													extracted
443.67143	OLD DATA VALUE SUB-FIELD	^PRC(443.6,	443.6714	1	0	0													extracted
443.7	AMOUNT SUB-FIELD	^PRC(443.6,	443.6	5	0	3													extracted
443.701	DESCRIPTION SUB-FIELD	^PRC(443.6,	443.67	1	0	0													extracted
443.75	EDI SENDER	^PRC(443.75,		29	0	4	1	N											extracted
443.7526	POA ERROR SUB-FIELD	^PRC(443.75,	443.75	1	0	0													extracted
443.76	EDI ERROR CODES	^PRC(443.76,		4	1	1	20	N											extracted
443.8	LOCAL PROCUREMENT REASON CODES	^PRC(443.8,		3	2	0	12	N											extracted
443.82	DESCRIPTION SUB-FIELD	^PRC(443.8,	443.8	1	0	0													extracted
443.9	IFCAP PENDING ARCHIVE	^PRC(443.9,		4	0	1	1	N											extracted
444	REQUEST FOR QUOTATION	^PRC(444,		40	1	7	1	N											extracted
444.01	SOLICITED VENDOR SUB-FIELD	^PRC(444,	444	3	0	0													extracted
444.016	SPECIAL REMARKS SUB-FIELD	^PRC(444,	444	1	0	0													extracted
444.017	ADMINISTRATIVE CERTIFICATIONS SUB-FIELD	^PRC(444,	444	1	0	0													extracted
444.018	JUSTIFICATION SUB-FIELD	^PRC(444,	444	1	0	0													extracted
444.019	ITEM SUB-FIELD	^PRC(444,	444	32	0	10													extracted
444.021	864 MESSAGES SUB-FIELD	^PRC(444,	444	18	0	1													extracted
444.022	RECIPIENT SUB-FIELD	^PRC(444,	444.021	1	0	0													extracted
444.024	QUOTES SUB-FIELD	^PRC(444,	444	18	0	1													extracted
444.025	PROMPT PAYMENT TERMS SUB-FIELD	^PRC(444,	444.024	2	0	0													extracted
444.026	ITEM SUB-FIELD	^PRC(444,	444.024	20	0	3													extracted
444.027	DELIVERY SCHEDULE SUB-FIELD	^PRC(444,	444.026	4	0	1													extracted
444.029	DESCRIPTION SUB-FIELD	^PRC(444,	444.019	1	0	0													extracted
444.031	TEXT SUB-FIELD	^PRC(444,	444.021	1	0	0													extracted
444.036	DESCRIPTION SUB-FIELD	^PRC(444,	444.026	1	0	0													extracted
444.039	DELIVERY SCHEDULE SUB-FIELD	^PRC(444,	444.019	6	0	3													extracted
444.1	RFQ VENDOR	^PRC(444.1,		26	6	5	1	N											extracted
444.11	SOCIOECONOMIC GROUP SUB-FIELD	^PRC(444.1,	444.1	1	0	1													extracted
444.19	TYPE OF OWNERSHIP SUB-FIELD	^PRC(444.1,	444.1	1	0	1													extracted
444.2	SIC CODE	^PRC(444.2,		2	3	1	1185	N											extracted
444.21	SIC CODE GROUPS	^PRC(444.21,		3	1	0	18	N											extracted
444.3	RFQ COUNTER	^PRC(444.3,		2	0	0	1	N											extracted
444.4	RFQ EDITING PREFERENCE	^PRC(444.4,		2	0	1	3	N											extracted
445	GENERIC INVENTORY	^PRCP(445,		39	30	12	35	N											extracted
445.01	INVENTORY ITEM SUB-FIELD	^PRCP(445,	445	44	0	8													extracted
445.011	MIS COSTING SECTION SUB-FIELD	^PRCP(445,	445	2	0	1													extracted
445.02	ADDITIONAL STORAGE LOCATION SUB-FIELD	^PRCP(445,	445.01	1	0	1													extracted
445.021	PRE-CONVERSION MIS (NO EDITS) SUB-FIELD	^PRCP(445,	445	1	0	0													extracted
445.026	QUANTITY REPLACEMENT USER SUB-FIELD	^PRCP(445,	445	1	0	1													extracted
445.027	ON-DEMAND USERS SUB-FIELD	^PRCP(445,	445	1	0	1													extracted
445.03	DISTRIBUTION POINT SUB-FIELD	^PRCP(445,	445	1	0	1													extracted
445.04	INVENTORY USER SUB-FIELD	^PRCP(445,	445	1	0	1													extracted
445.05	USAGE/ISSUES HISTORY BY ITEM SUB-FIELD	^PRCP(445,	445.01	3	0	0													extracted
445.06	RECEIPTS HISTORY BY ITEM SUB-FIELD	^PRCP(445,	445.01	3	0	0													extracted
445.07	PROCUREMENT SOURCE SUB-FIELD	^PRCP(445,	445.01	4	0	1													extracted
445.08	PRE-CONVERSION ITEM (NO EDITS) SUB-FIELD	^PRCP(445,	445	2	0	0													extracted
445.09	OUTSTANDING REQUEST SUB-FIELD	^PRCP(445,	445.01	5	0	2													extracted
445.1	INVENTORY BALANCES	^PRCP(445.1,		2	0	2	16	N											extracted
445.11	INVENTORY ITEM SUB-FIELD	^PRCP(445.1,	445.1	2	0	1													extracted
445.111	BEGINNING MONTH-YEAR BALANCE SUB-FIELD	^PRCP(445.1,	445.11	8	0	0													extracted
445.12	PRE-CONVERSION SOURCES (NO EDITS) SUB-FIELD	^PRCP(445,	445.08	1	0	0													extracted
445.121	CASE CART/INSTRUMENT KIT ITEM SUB-FIELD	^PRCP(445,	445.01	2	0	1													extracted
445.122	SUBSTITUTE ITEM(S) SUB-FIELD	^PRCP(445,	445.01	1	0	1													extracted
445.13	ON-DEMAND AUDIT SUB-FIELD	^PRCP(445,	445.01	4	0	1													extracted
445.2	INVENTORY TRANSACTION	^PRCP(445.2,		27	0	7	22	N											extracted
445.3	INTERNAL DISTRIBUTION ORDER/ADJ.	^PRCP(445.3,		15	1	7	19	N											extracted
445.37	ITEM NO. SUB-FIELD	^PRCP(445.3,	445.3	7	0	1													extracted
445.4	STORAGE LOCATION	^PRCP(445.4,		3	3	1	16	N											extracted
445.5	AUTOMATED SUPPLY STATIONS	^PRCP(445.5,		3	1	0	4	N											extracted
445.6	GROUP CATEGORY	^PRCP(445.6,		3	3	1	31	N											extracted
445.7	CASE CARTS	^PRCP(445.7,		10	0	6	1	N											extracted
445.701	SPECIAL INSTRUCTIONS/REMARKS SUB-FIELD	^PRCP(445.7,	445.7	1	0	0													extracted
445.71	ITEMS SUB-FIELD	^PRCP(445.7,	445.7	2	0	1													extracted
445.781	OPERATION CODES SUB-FIELD	^PRCP(445.7,	445.7	1	0	1													extracted
445.8	INSTRUMENT KITS	^PRCP(445.8,		11	0	5	1	N											extracted
445.801	SPECIAL INSTRUCTIONS/REMARKS SUB-FIELD	^PRCP(445.8,	445.8	1	0	0													extracted
445.81	ITEMS SUB-FIELD	^PRCP(445.8,	445.8	3	0	1													extracted
446	DISTRIBUTION/USAGE HISTORY	^PRCP(446,		5	0	2	6	N											extracted
446.1	INVENTORY DISTRIBUTED PATIENT SUPPLIES	^PRCP(446.1,		11	1	7	1	N											extracted
446.11	ITEM SUB-FIELD	^PRCP(446.1,	446.1	3	0	1													extracted
446.4	BARCODE PROGRAM	^PRCT(446.4,		14	0	2	7	N											extracted
446.41	BARCODE PROGRAM SUB-FIELD	^PRCT(446.4,	446.4	1	0	0													extracted
446.42	DATE/TIME OF DATA UPLOAD SUB-FIELD	^PRCT(446.4,	446.4	4	0	1													extracted
446.421	BARCODE DATA SUB-FIELD	^PRCT(446.4,	446.42	1	0	0													extracted
446.5	CUSTOM LABEL	^PRCT(446.5,		8	0	2	8	N											extracted
446.51	TEXT SUB-FIELD	^PRCT(446.5,	446.5	1	0	0													extracted
446.52	PARAMETER SUB-FIELD	^PRCT(446.5,	446.5	13	0	0													extracted
446.53	FILEMAN CODE SUB-FIELD	^PRCT(446.5,	446.5	1	0	0													extracted
446.54	MUMPS CODE SUB-FIELD	^PRCT(446.5,	446.5	1	0	0													extracted
446.6	SPECIALTY COMMANDS	^PRCT(446.6,		4	2	0	6	N											extracted
446.61	AFTER OPEN SUB-FIELD	^PRCT(446.6,	446.6	1	0	0													extracted
446.62	BEFORE EACH LABEL SUB-FIELD	^PRCT(446.6,	446.6	1	0	0													extracted
446.63	AFTER EACH LABEL SUB-FIELD	^PRCT(446.6,	446.6	1	0	0													extracted
446.7	CLRS REPORT STORAGE	^PRCP(446.7,		8	0	0	1	N											extracted
447	INVENTORY LOCK MANAGEMENT	^PRCP(447,		4	0	1	1	N											extracted
447.1	AUTOMATED SUPPLY STATION PROCESSING QUEUE	^PRCP(447.1,		12	0	2	1	N											extracted
447.17	ITEM SPECIFIC INFORMATION SUB-FIELD	^PRCP(447.1,	447.1	4	0	1													extracted
450	PAID EMPLOYEE	^PRSPC(		769	13	4	2	N											extracted
450.01	USER PREFERENCES SUB-FIELD	^PRSPC(	450	2	0	0													extracted
450.0632	MI REVIEW GROUP SUB-FIELD	^PRSPC(	450	2	0	1													extracted
450.0633	MANDATORY CLASS SUB-FIELD	^PRSPC(	450	3	0	1													extracted
450.0757	LABOR DISTRIBUTION SUB-FIELD	^PRSPC(	450	5	0	0													extracted
450.11	PAID DOWNLOAD MESSAGE ERROR	^PRSD(450.11,		3	0	0	1	N											extracted
450.12	PAID DOWNLOAD MESSAGE	^PRSD(450.12,		4	0	0	1	N											extracted
451	POC DAILY TIME RECORDS	^PRSN(451,		3	0	2	1	N											extracted
451.06	RELEASE HISTORY SUB-FIELD	^PRSN(451,	451	5	0	2													extracted
451.09	VA NURSE SUB-FIELD	^PRSN(451,	451	8	0	5													extracted
451.1	NURSE ROLE	^PRSN(451.1,		4	0	0	75	N											extracted
451.4	POC TYPE OF TIME	^PRSN(451.4,		3	0	1	22	N											extracted
451.49	ETA TYPE OF TIME SUB-FIELD	^PRSN(451.4,	451.4	2	0	1													extracted
451.5	TYPE OF WORK	^PRSN(451.5,		2	1	0	9	N											extracted
451.6	REASON FOR OVERTIME	^PRSN(451.6,		2	1	0	9	N											extracted
451.7	POC DAILY ACTIVITY EXTRACTION	^PRSN(451.7,		16	0	4	1	N											extracted
451.99	DAY # SUB-FIELD	^PRSN(451,	451.09	4	0	0													extracted
451.999	VERSION # SUB-FIELD	^PRSN(451,	451.99	4	0	1													extracted
451.9999	TIME SEGMENT SUB-FIELD	^PRSN(451,	451.999	10	0	3													extracted
452	PRSE STUDENT EDUCATION TRACKING	^PRSE(452,		31	0	5	21	N											extracted
452.033	SVC REASON SUB-FIELD	^PRSE(452,	452	1	0	1													extracted
452.055	FUNDS REQUESTED SUB-FIELD	^PRSE(452,	452	2	0	0													extracted
452.066	FUNDS AUTHORIZED SUB-FIELD	^PRSE(452,	452	2	0	0													extracted
452.077	C.E.U. COMMENTS SUB-FIELD	^PRSE(452,	452	1	0	0													extracted
452.1	PRSE PROGRAM/CLASS	^PRSE(452.1,		8	5	1	185	N											extracted
452.18	OBJECTIVE(S) SUB-FIELD	^PRSE(452.1,	452.1	1	0	0													extracted
452.2	PRSE EDUCATION PROGRAM/CLASS SUPPLIER	^PRSE(452.2,		8	0	2	3	N											extracted
452.25	PROGRAM/CLASS SUB-FIELD	^PRSE(452.2,	452.2	1	0	1													extracted
452.3	PRSE MANDATORY TRAINING (MI) CLASS GROUP	^PRSE(452.3,		3	1	2	19	N											extracted
452.31	MANDATORY CLASSES SUB-FIELD	^PRSE(452.3,	452.3	1	0	1													extracted
452.4	PRSE EDUCATION PROGRAM/CLASS CATEGORY	^PRSE(452.4,		5	2	3	94	N											extracted
452.42	PROGRAM/CLASS SUB-FIELD	^PRSE(452.4,	452.4	1	0	1													extracted
452.5	PRSE EDUCATION PRESENTATION MEDIA	^PRSE(452.5,		1	1	0	1	N											extracted
452.51	PRSE EMPLOYEE PURPOSE OF TRAINING	^PRSE(452.51,		2	2	0	13	N											extracted
452.6	PRSE SVC REASONS FOR TRAINING	^PRSE(452.6,		1	2	0	6	N											extracted
452.7	PRSE PARAMETERS	^PRSE(452.7,		6	1	0	3	N											extracted
452.8	PRSE EDUCATION REGISTRATION	^PRSE(452.8,		19	0	7	14	N											extracted
452.877	SERVICE REASON FOR CLASS SUB-FIELD	^PRSE(452.8,	452.8	1	0	1													extracted
452.889	START DATE/TIME OF CLASS SUB-FIELD	^PRSE(452.8,	452.8	6	0	1													extracted
452.8894	STUDENT NAME SUB-FIELD	^PRSE(452.8,	452.889	4	0	1													extracted
452.9	PRSE EDUCATION ACCREDITATION ORGANIZATIONS	^PRSE(452.9,		7	2	1	62	N											extracted
453	APPLICANT	^PRSP(453,		82	0	13	1	N											extracted
453.01	MANDATORY TRAINING SUB-FIELD	^PRSP(453,	453	4	0	0													extracted
453.02	CERTIFICATION SUB-FIELD	^PRSP(453,	453	4	0	1													extracted
453.03	PROFESSIONAL ORGANIZATION SUB-FIELD	^PRSP(453,	453	1	0	0													extracted
453.04	HONORS/OFFICES HELD SUB-FIELD	^PRSP(453,	453	2	0	0													extracted
453.05	LICENSES SUB-FIELD	^PRSP(453,	453	4	0	1													extracted
453.06	SCHOOL ATTENDED SUB-FIELD	^PRSP(453,	453	11	0	4													extracted
453.07	CONTINUING EDUCATION PROGRAM SUB-FIELD	^PRSP(453,	453	6	0	0													extracted
453.074767	CONTROL/SUBSTANCE CERT (Y/N) SUB-FIELD	^PRSP(453,	453	3	0	1													extracted
453.08	FINAL STATUS COMMENTS SUB-FIELD	^PRSP(453,	453	1	0	0													extracted
453.09	CLINICAL BACKGROUND SUB-FIELD	^PRSP(453,	453	2	0	1													extracted
453.1	FSMB SCREENING REQUEST DATE SUB-FIELD	^PRSP(453,	453	3	0	0													extracted
453.11	INTERNSHIP/RESIDENCY SUB-FIELD	^PRSP(453,	453	10	0	2													extracted
453.12	HEALTH STATEMENT,COLLEAGUE SUB-FIELD	^PRSP(453,	453	1	0	0													extracted
453.13	DATE REFERENCE RECEIVED SUB-FIELD	^PRSP(453,	453	2	0	0													extracted
